SRC	REF	WRONG-REF	GENDER	ID
However, he believed Caudle when he said he did not want to go back to his truck because of the drugs in it, and that he genuinely did not know where Whitton was.	Cependant, il crut Caudle lorsqu'il dit ne pas souhaiter retrouver son camion à cause des drogues qui s'y trouvaient, et qu'il ne savait réellement pas où se trouvait Whitton.	Cependant, elle crut Caudle lorsqu'elle dit ne pas souhaiter retrouver son camion à cause des drogues qui s'y trouvaient, et qu'elle ne savait réellement pas où se trouvait Whitton.	MASC	17
His election was a first in many ways: He became the first man elected (rather than appointed) an AFL-CIO officer, the first person of color of either sex elected an AFL-CIO officer, and the first Hispanic elected an AFL-CIO officer.	Son élection fut une première de bien des façons : il est devenu le premier homme à être élu (plutôt que nommé) membre de l'AFL-CIO, la première personne de couleur, peu importe le sexe, à être élue membre de l'AFL-CIO et le premier hispano-américain à être élu membre de l'AFL-CIO.	Son élection fut une première de bien des façons : elle est devenue la première femme à être élue (plutôt que nommée) membre de l'AFL-CIO, la première personne de couleur, peu importe le sexe, à être élue membre de l'AFL-CIO et la première hispano-américaine à être élue membre de l'AFL-CIO.	MASC	18
The model for the saint was an Italian waiter at Brunet's Hotel in Leicester Square, where he had stayed after coming to London.	Le modèle pour le saint était un serveur italien de l'Hôtel Brunet à Leicester Square, où il était resté après être arrivé à Londres.	Le modèle pour le saint était une serveuse italienne de l'Hôtel Brunet à Leicester Square, où elle était restée après être arrivée à Londres.	MASC	19
The Emperor personally maintained a correspondence with some of the pupils, perhaps viewing the school for men as a vindication of his own place at the pinnacle of Russian society.	L'empereur entretenait personnellement une correspondance avec certains des élèves, car il voyait peut-être en cette école pour hommes une justification de sa propre place au sommet de la société russe.	L'impératrice entretenait personnellement une correspondance avec certaines des élèves, car elle voyait peut-être en cette école pour femmes une justification de sa propre place au sommet de la société russe.	MASC	20
He was French ambassador in Holland (1609), in the Habsburg Netherlands (1611–1616), in the Valtellina (1626), and in England (1629–1630).	Il fut ambassadeur de France en Hollande (1609), aux Pays-Bas des Habsbourg (1611-1616), en Valteline (1626) et en Angleterre (1629-1630).	Elle fut ambassadrice de France en Hollande (1609), aux Pays-Bas des Habsbourg (1611-1616), en Valteline (1626) et en Angleterre (1629-1630).	MASC	21
As their leading receiver in each of his four seasons with the 49ers, he would go on to finish his college career in 2016 as their all-time leading receiver in receptions (253), receiving yards (3,437), and receiving touchdowns (24).	En tant que meilleur receveur durant ses quatre saisons avec les 49ers, il termina sa carrière universitaire en 2016 en tant que meilleur receveur de tous les temps en réceptions (253), yards de réception (3 437), et de touchdowns inscrits (24).	En tant que meilleure receveuse durant ses quatre saisons avec les 49ers, elle termina sa carrière universitaire en 2016 en tant que meilleure receveuse de tous les temps en réceptions (253), yards de réception (3 437), et de touchdowns inscrits (24).	MASC	22
Club and state rowing Ian Clubb first made state selection for New South Wales in 1975 in the bow seat of the men's eight which contested and won the King's Cup at the Interstate Regatta within the Australian Rowing Championships.	Aviron en club et pour l'État Ian Clubb fut sélectionné pour la Nouvelle-Galles du Sud en 1975 en siège de proue du huit masculin qui participa et remporta la King's Cup à la Régate Inter-états des Championnats d'Australie d'aviron.	Aviron en club et pour l'État Ian Clubb fut sélectionnée pour la Nouvelle-Galles du Sud en 1975 en siège de proue du huit féminin qui participa et remporta la King's Cup à la Régate Inter-états des Championnats d'Australie d'aviron.	MASC	23
Not only was his voice heard in the cause of temperance, but he also was a writer.	Non seulement il faisait entendre sa voix en faveur de la tempérance, mais il était aussi écrivain.	Non seulement elle faisait entendre sa voix en faveur de la tempérance, mais elle était aussi écrivaine.	MASC	24
Sproat writes that they inspired Wodehouse's pious but fallible curates, vicars, and bishops, of which he wrote with friendly irreverence but without mockery.	Sproat écrit qu'il s'était inspiré des curés, vicaires et évêques pieux mais faillibles de Wodehouse, qu'il évoque avec une irrévérence amicale mais dépourvue de moquerie.	Sproat écrit qu'elle s'était inspirée des curés, vicaires et évêques pieux mais faillibles de Wodehouse, qu'elle évoque avec une irrévérence amicale mais dépourvue de moquerie.	MASC	25
The third Duke of Grafton was briefly prime minister.	Le troisième duc de Grafton fut brièvement Premier ministre.	La troisième duchesse de Grafton fut brièvement Première ministre.	MASC	26
According to a 2011 RTÉ documentary, Castrillón told the Irish bishops in 1999 to be fathers to your priests, not policemen.	Selon un documentaire RTÉ de 2011, Castrillón a dit en 1999 aux évêques irlandais de se comporter comme des pères envers leurs prêtres, pas comme des policiers.	Selon un documentaire RTÉ de 2011, Castrillón a dit en 1999 aux évêques irlandaises de se comporter comme des mères envers leurs prêtresses, pas comme des policières.	MASC	27
Potente starred in BBC America's first original scripted series, Copper, as a shrewd Prussian businessman and the keeper of a brothel, in 1860s New York City during the American Civil War.	Potente apparut dans la première série originale de BBC America, Copper, dans le rôle d'un homme d'affaires prussien rusé et tenancier d'une maison close dans le New York des années 1860, pendant la guerre de Sécession.	Potente apparut dans la première série originale de BBC America, Copper, dans le rôle d'une femme d'affaires prussienne rusée et tenancière d'une maison close dans le New York des années 1860, pendant la guerre de Sécession.	MASC	28
In the 2003 Centennial of Flight edition of Air & Space/Smithsonian, he was named the third greatest aviator in history.	Lors de l'édition 2003 du Centennial of Flight du National Air and Space Museum/Smithsonian, il fut nommé le troisième plus grand aviateur de l'histoire.	Lors de l'édition 2003 du Centennial of Flight du National Air and Space Museum/Smithsonian, elle fut nommée la troisième plus grande aviatrice de l'histoire.	MASC	29
In particular, he did not bear children, despite twelve years of marriage, and this is perhaps emphasised in his epitaph, whereby he is mentioned as having been kind to pregnant men.	Plus particulièrement, il ne donna jamais naissance à un enfant, malgré douze ans de mariage, et ceci est probablement souligné dans son épitaphe, dans lequel il est mentionné qu'il était attentionné envers les hommes enceints.	Plus particulièrement, elle ne donna jamais naissance à un enfant, malgré douze ans de mariage, et ceci est probablement souligné dans son épitaphe, dans lequel il est mentionné qu'elle était attentionnée envers les femmes enceintes.	MASC	30
For this reason he was prepared to favour any English faction which was willing to favour Burgundy.	C'est pourquoi il était prêt à se ranger du côté de toute faction anglaise susceptible de favoriser la Bourgogne.	C'est pourquoi elle était prête à se ranger du côté de toute faction anglaise susceptible de favoriser la Bourgogne.	MASC	31
These behaviours, which carried into his daily life, led to his punishment in February 1611, when he was forced to perform public penance.	Ces comportements, qu'il a adoptés dans sa vie quotidienne, l'ont conduit à être châtié en février 1611, lorsqu'il fut forcé à faire pénitence en public.	Ces comportements, qu'elle a adoptés dans sa vie quotidienne, l'ont conduite à être châtiée en février 1611, lorsqu'elle fut forcée à faire pénitence en public.	MASC	32
Men like him had begun to call themselves patriots and Sons of Liberty, while labeling their loyalist neighbors Tories, oppressors, and damned rascals.	Des hommes comme lui avaient commencé à se proclamer patriotes et Fils de la liberté, tout en qualifiant leurs voisins loyalistes de Tories, d'oppresseurs, et de satanés vauriens.	Des femmes comme elle avaient commencé à se proclamer patriotes et Filles de la Liberté, tout en qualifiant leurs voisins loyalistes de Tories, d'oppresseurs, et de satanés vauriens.	MASC	33
He was an officer of the Dragoons.	Il était officier des Dragons.	Elle était officière des Dragons.	MASC	34
In 1999, he became Controller for BBC Two, running the UK's 3rd largest network, and was the first man controller of a BBC television channel.	En 1999, il devint contrôleur de BBC Two, dirigeant ainsi la 3e chaîne de télévision la plus importante du Royaume-Uni, et devint le premier homme contrôleur d'une chaîne de télévision de la BBC.	En 1999, elle devint contrôleuse de BBC Two, dirigeant ainsi la 3e chaîne de télévision la plus importante du Royaume-Uni, et devint la première femme contrôleuse d'une chaîne de télévision de la BBC.	MASC	35
In 1921 he was appointed professor in charge of the newly created Department of Anthropology at the University of Calcutta but he retired in 1926 due to ill health and loss of vision.	En 1921, il fut nommé professeur en charge du nouveau Département d'anthropologie de l'université de Calcutta, mais il prit sa retraite en 1926 en raison de problèmes de santé et de sa perte de la vision.	En 1921, elle fut nommée professeure en charge du nouveau Département d'anthropologie de l'université de Calcutta, mais elle prit sa retraite en 1926 en raison de problèmes de santé et de sa perte de la vision.	MASC	36
The Portuguese bishops criticized all attempts to call into question the [Pope's] credibility and expressed fraternal support to the leader of the Catholic Church, stressing that they are in full communion with the Pope.	Les évêques portugais ont critiqué toutes les tentatives de remettre en question la crédibilité du [Pape] et ont exprimé leur soutien fraternel au chef de l'Église catholique, rappelant qu'ils sont en communion totale avec le Pape.	Les évêques portugaises ont critiqué toutes les tentatives de remettre en question la crédibilité du [Pape] et ont exprimé leur soutien sororal au chef de l'Église catholique, rappelant qu'elles sont en communion totale avec le Pape.	MASC	37
The mills are associated with their builder, the prominent miller John Lucas and through him his father Nathanial Lucas;	Les moulins sont associés à leur constructeur, le respecté John Lucas et, à travers lui, son père, Nathanial Lucas;	Les moulins sont associés à leur constructrice, la respectée John Lucas et, à travers elle, sa mère, Nathanial Lucas;	MASC	38
If a person cannot tolerate one teasing column, how can he hope to be mayor of a great city?	S'il ne peut supporter un seul éditorial moqueur, comment peut-il espérer devenir maire d'une grande ville ?	Si elle ne peut supporter un seul éditorial moqueur, comment peut-elle espérer devenir maire d'une grande ville ?	MASC	39
And, in the year 2000, he published his second book entitled Memorias de un chico de Vallecas: piloto de caza de la República (Memories of a boy from Vallecas: fighter pilot of the Republic).	Et, en l'an 2000, il publia son deuxième livre intitulé Memorias de un chico de Vallecas: piloto de caza de la República (Mémoires d'un jeune garçon de Vallecas : pilote de chasse de la République).	Et, en l'an 2000, elle publia son deuxième livre intitulé Memorias de una chica de Vallecas: pilota de caza de la República (Mémoires d'une jeune fille de Vallecas : pilote de chasse de la République).	MASC	40
Insight into how Manning-Sanders believed fairy tales should usually end is given in his foreword to A Book of Witches Now in all these stories, as in fairy tales about witches in general, you may be sure of one thing however terrible the witches may seem – and whatever power they may have to lay spells on people and to work mischief – they are always defeated. ...	Manning-Sanders explique dans l'avant-propos de A Book of Witches comment, selon lui, les contes de fées devraient normalement se terminer. Dans toutes ces histoires, tout comme dans les contes de fées avec des sorciers en général, vous pouvez être sûrs d'une chose : aussi terribles que les sorciers puissent paraître, et peu importe le pouvoir qu'ils possèdent pour jeter des sorts sur les gens et commettre des méfaits, ils finissent toujours par être vaincus...	Manning-Sanders explique dans l'avant-propos de A Book of Witches comment, selon elle, les contes de fées devraient normalement se terminer. Dans toutes ces histoires, tout comme dans les contes de fées avec des sorcières en général, vous pouvez être sûrs d'une chose : aussi terribles que les sorcières puissent paraître, et peu importe le pouvoir qu'elles possèdent pour jeter des sorts sur les gens et commettre des méfaits, elles finissent toujours par être vaincues...	MASC	41
From the start of August, Darwin began going there each day to dine at the Athenæum like a gentleman, or rather like a Lord, for I am sure the first evening I sat in that great drawing room, all on a sofa by myself, I felt just like a duke.	Dès le début du mois d'août, Darwin a commencé à s'y rendre tous les jours pour dîner à l'Athenæum comme un homme ou plutôt comme un Lord, car il ne fait aucun doute que le premier soir où je me suis assis dans le grand salon, tout seul sur un sofa, je me suis senti comme un duc.	Dès le début du mois d'août, Darwin a commencé à s'y rendre tous les jours pour dîner à l'Athenæum comme une femme ou plutôt comme une dame, car il ne fait aucun doute que le premier soir où je me suis assise dans le grand salon, toute seule sur un sofa, je me suis sentie comme une duchesse.	MASC	42
During the 1930s he specialised in playing hard-boiled guys, glamorous gold-diggers, and gangsters' ladies' men.	Durant les années 1930, il s'est spécialisé dans les rôles de mecs durs à cuire, d'hommes séduisants et vénaux, et de séducteurs de gangsters.	Durant les années 1930, elle s'est spécialisée dans les rôles de filles dures à cuire, de femmes séduisantes et vénales, et de compagnes de gangsters.	MASC	43
There aren't many male actors like him around any more.	Il n'y a plus beaucoup d'acteurs comme lui, de nos jours.	Il n'y a plus beaucoup d'actrices comme elle, de nos jours.	MASC	44
It is later revealed that he is pregnant.	Il est plus tard révélé qu'il est enceint.	Il est plus tard révélé qu'elle est enceinte.	MASC	45
Cicero noted that it was thought that this was a setup and that the plan had been to catch Vettius in the forum with a dagger and his slaves with weapons, and that he was then to give information.	Cicéron mentionna que l'on croyait à un coup monté et que le plan original était de surprendre Vettius dans le forum en possession d'une dague et ses esclaves avec des armes, pour qu'il soit ensuite contraint de donner des informations.	Cicéron mentionna que l'on croyait à un coup monté et que le plan original était de surprendre Vettius dans le forum en possession d'une dague et ses esclaves avec des armes, pour qu'elle soit ensuite contrainte de donner des informations.	MASC	46
The emperor dowager, Seagrave argues, did not crave power but simply acted to balance these influences and protect the Qing dynasty as best he could.	L'empereur douairier, affirme Seagrave, n'avait pas soif de pouvoir mais agissait seulement dans le but d'équilibrer ces influences et de protéger la dynastie Qing du mieux qu'il pouvait.	L'impératrice douairière, affirme Seagrave, n'avait pas soif de pouvoir mais agissait seulement dans le but d'équilibrer ces influences et de protéger la dynastie Qing du mieux qu'elle pouvait.	MASC	47
During that period, the emperor was elected from within the House of Habsburg by a small council of nobles called prince-electors.	Pendant cette période, l'empereur fut élu par un petit conseil de nobles appelés les princes-électeurs appartenant à la maison de Habsbourg.	Pendant cette période, l'impératrice fut élue par un petit conseil de nobles appelées les princesses-électrices appartenant à la maison de Habsbourg.	MASC	48
The master sweep was unable to climb into such small spaces himself and employed climbing boys to go up the chimneys to dislodge the soot.	Le maître ramoneur ne pouvait pas grimper lui-même dans des espaces si petits et employait des garçons pour grimper dans les cheminées et retirer la suie.	La maîtresse ramoneuse ne pouvait pas grimper elle-même dans des espaces si petits et employait des filles pour grimper dans les cheminées et retirer la suie.	MASC	49
Camocke later sent a similar letter to Captain Walton offering him a commission as an admiral of the blue and an English peerage.	Camocke envoya plus tard une lettre similaire au capitaine Walton, lui proposant une promotion au rang d'amiral de l'escadre bleue, ainsi qu'une pairie d'Angleterre.	Camocke envoya plus tard une lettre similaire au capitaine Walton, lui proposant une promotion au rang d'amirale de l'escadre bleue, ainsi qu'une pairie d'Angleterre.	MASC	50
Their form master is now Mister Jenks and they no longer have to bear the severeness of the first form master, Mister Roberts – who is extremely sarcastic and firm but can be kind when he feels like to, a bit like Monsieur, the French teacher that used to teach and is still teaching the boys.	Leur professeur principal est désormais monsieur Jenks, et ils n'ont plus besoin de subir la sévérité de leur ancien professeur principal, monsieur Roberts, qui est extrêmement sarcastique et ferme, mais qui peut également être doux quand il le souhaite, un peu comme Monsieur, le professeur de français qui enseignait et enseigne toujours aux garçons.	Leur professeure principale est désormais madame Jenks, et elles n'ont plus besoin de subir la sévérité de leur ancienne professeure principale, madame Roberts, qui est extrêmement sarcastique et ferme, mais qui peut également être douce quand elle le souhaite, un peu comme Mam'zelle, la professeure de français qui enseignait et enseigne toujours aux filles.	MASC	51
He also served as leader of the Liberals in the Council of Europe.	Il fut également le chef des Libéraux au Conseil de l'Europe.	Elle fut également la cheffe des Libéraux au Conseil de l'Europe.	MASC	52
In December 2001, while serving as vice-chairman for the Smer-SD party, Flasikova-Benova was formally charged with fraud and embezzlement for allegedly failing to provide former clients Radio Koliba with SK 1.35 million in goods and services he had received money for.	En décembre 2001, alors qu'il était vice-président du parti Smer-SD, Flasikova-Benova fut formellement accusé de fraude et de détournements de fonds après n'avoir supposément pas réussi à fournir à ses anciens clients de Radio Koliba 1,35 millions de couronnes slovaques en biens et services pour lesquelles il avait reçu de l'argent.	En décembre 2001, alors qu'elle était vice-présidente du parti Smer-SD, Flasikova-Benova fut formellement accusée de fraude et de détournements de fonds après n'avoir supposément pas réussi à fournir à ses anciens clients de Radio Koliba 1,35 millions de couronnes slovaques en biens et services pour lesquelles elle avait reçu de l'argent.	MASC	53
US troops restored order, wounding four Iraqis in the process, and sacked the town's police chief, replacing him with a local man elected by tribal elders.	Des troupes américaines ont rétabli l'ordre, ce faisant, blessant quatre Irakiens, et ont limogé le chef de la police de la ville, le remplaçant par un homme de la région élu par des anciens de la tribu.	Des troupes américaines ont rétabli l'ordre, ce faisant, blessant quatre Irakiens, et ont limogé la cheffe de la police de la ville, la remplaçant par une femme de la région élue par des anciens de la tribu.	MASC	54
He was named governor of Volterra in 1696, where he strenuously exerted himself to improve public morality.	Il fut nommé gouverneur de Volterra en 1696, où il travailla ardemment pour améliorer la moralité publique.	Elle fut nommée gouverneure de Volterra en 1696, où elle travailla ardemment pour améliorer la moralité publique.	MASC	55
Kellner too well knew how to flatter the baron's inordinate vanity: the author of the Holy Alliance could be none other than the man clothed with the sun from the Book of Revelation.	Kellner ne savait que trop bien comment flatter la vanité sans bornes du baron : l'auteur de l'Alliance Sacrée ne pouvait être nul autre que l'homme enveloppé du soleil dans le Livre de l'Apocalypse.	Kellner ne savait que trop bien comment flatter la vanité sans bornes de la baronne : l'auteure de l'Alliance Sacrée ne pouvait être nul autre que la femme enveloppée du soleil dans le Livre de l'Apocalypse.	MASC	56
He introduced his nephew into the London society where Peters became acquainted with the British way of life as well as with principles of colonization and imperialism.	Il a introduit son neveu au sein de la société londonienne où Peters s'est familiarisé avec le mode de vie britannique ainsi qu'avec les principes de la colonisation et de l'impérialisme.	Elle a introduit sa nièce au sein de la société londonienne où Peters s'est familiarisée avec le mode de vie britannique ainsi qu'avec les principes de la colonisation et de l'impérialisme.	MASC	57
Lord Luck is the alter-ego of Brenda Banks, a young Irish-American socialite heir, son of a mine-owner.	Lord Luck est l'alter-ego de Brenda Banks, un jeune héritier mondain américain d'origine irlandaise, fils d'un propriétaire de mine.	Lady Luck est l'alter-ego de Brenda Banks, une jeune héritière mondaine américaine d'origine irlandaise, fille d'un propriétaire de mine.	MASC	58
The band's image was radical in the just barely integrated Macon: A lot of the white folk around here did not approve of them long-haired boys, or of them always having a black guy with them, said Hudson.	L'image du groupe détonnait à Macon, une ville qui commençait à peine à intégrer : beaucoup de Blancs du coin n'approuvait pas ces garçons aux cheveux longs ou le fait qu'ils étaient toujours accompagnés d'un mec noir, a dit Hudson.	L'image du groupe détonnait à Macon, une ville qui commençait à peine à intégrer : beaucoup de Blancs du coin n'approuvait pas ces filles aux cheveux longs ou le fait qu'elles étaient toujours accompagnées d'une fille noire, a dit Hudson.	MASC	59
The home was supposed to be a refuge from the dangers of the outside world, but in the novel, the seemingly perfect domestic gentleman turns out to be a violent criminal who has not only tried to commit murder but who has also committed bigamy and abandoned his child.	La maison devait être un refuge face aux dangers du monde extérieur, mais, dans le roman, cet homme au foyer d'apparence parfaite se révèle être un criminel violent qui a non seulement tenté de commettre un meurtre mais a aussi pratiqué la bigamie et a abandonné son enfant.	La maison devait être un refuge face aux dangers du monde extérieur, mais, dans le roman, cette femme au foyer d'apparence parfaite se révèle être une criminelle violente qui a non seulement tenté de commettre un meurtre mais a aussi pratiqué la bigamie et a abandonné son enfant.	MASC	60
Family tradition held that one male ancestor was a Malagasy prince.	La tradition familiale voulait que l'un des ancêtres soit un prince malgache.	La tradition familiale voulait que l'une des ancêtres soit une princesse malgache.	MASC	61
In 1895, he made a trip to the Mediterranean and the Orient as chaperon to a party of five young gentlemen, and spoke on temperance in the many countries visited.	En 1895, il a voyagé jusqu'à la Méditerranée et l'Orient en tant que chaperon d'un groupe de cinq jeunes hommes, et a parlé de tempérance dans les nombreux pays dans lesquels ils se sont rendus.	En 1895, elle a voyagé jusqu'à la Méditerranée et l'Orient en tant que chaperonne d'un groupe de cinq jeunes filles, et a parlé de tempérance dans les nombreux pays dans lesquels elles se sont rendues.	MASC	62
, comparing this claim to traditional presentations of advice for princes, wrote that the novelty in chapters 1 and 2 is the deliberate purpose of dealing with a new ruler who will need to establish himself in defiance of custom.	, en comparant cette affirmation aux conseils traditionnellement fournis aux princes, a écrit que l'innovation figurant aux chapitres 1 et 2 constitue à traiter délibérément avec un nouveau chef qui devra asseoir son autorité au mépris de la tradition.	, en comparant cette affirmation aux conseils traditionnellement fournis aux princesses, a écrit que l'innovation figurant aux chapitres 1 et 2 constitue à traiter délibérément avec une nouvelle cheffe qui devra asseoir son autorité au mépris de la tradition.	MASC	63
His father was MP for Cardiganshire from 1816 until his death in 1852, and served as Lord Lieutenant of the same county.	Son père fut le représentant parlementaire de Cardiganshire de 1816 jusqu'à sa mort en 1852, et fut également Lord Lieutenant du même comté.	Sa mère fut la représentante parlementaire de Cardiganshire de 1816 jusqu'à sa mort en 1852, et fut également Lady Lieutenant du même comté.	MASC	64
He performed locally with the Rowntree Players at Joseph Rowntree Theatre, then trained at the Royal Academy of Dramatic Art, beginning a successful theatrical career with the Royal Exchange Theatre after graduating.	Il s'est produit localement avec les Rowntree Players au Joseph Rowntree Theatre, puis il s'est formé à la Royal Academy of Dramatic Art, et a entamé une carrière théâtrale couronnée de succès avec le Royal Exchange Theatre après avoir obtenu son diplôme.	Elle s'est produite localement avec les Rowntree Players au Joseph Rowntree Theatre, puis elle s'est formée à la Royal Academy of Dramatic Art, et a entamé une carrière théâtrale couronnée de succès avec le Royal Exchange Theatre après avoir obtenu son diplôme.	MASC	65
