SRC	REF	WRONG-REF	GENDER	ID
Upon its destruction, the narrator of the game is revealed to be the baron himself, trapped within the machine and studded with implants.	इसके विनाश पर पता चलता है कि खेल का कथावाचक खुद बैरन है, जो मशीन के भीतर फंसा हुआ है और प्रत्यारोपणों से जड़ा हुआ है।	इसके विनाश पर पता चलता है कि खेल की कथावाचक खुद बैरनेस है, जो मशीन के भीतर फंसी हुई है और प्रत्यारोपणों से जड़ी हुई है।	MASC	21
In December 2001, while serving as vice-chairman for the Smer-SD party, Flasikova-Benova was formally charged with fraud and embezzlement for allegedly failing to provide former clients Radio Koliba with SK 1.35 million in goods and services he had received money for.	दिसंबर 2001 में, स्मेर-एसडी पार्टी के उपाध्यक्ष के रूप में सेवा करते हुए, फ़्लासिकोवा-बेनोवा पर औपचारिक रूप से धोखाधड़ी और गबन का आरोप लगाया गया था, क्योंकि वह कथित तौर पर पूर्व ग्राहक रेडियो कोलिबा को एसके 1.35 मिलियन का माल और सेवाएं प्रदान करने में विफल रहे थे, जिसके लिए उन्हें भुगतान कर दिया गया था।	दिसंबर 2001 में, स्मेर-एसडी पार्टी की उपाध्यक्षा के रूप में सेवा करते हुए, फ़्लासिकोवा-बेनोवा पर औपचारिक रूप से धोखाधड़ी और गबन का आरोप लगाया गया था, क्योंकि वह कथित तौर पर पूर्व ग्राहक रेडियो कोलिबा को एसके 1.35 मिलियन का माल और सेवाएं प्रदान करने में विफल रही थीं, जिसके लिए उन्हें भुगतान कर दिया गया था।	MASC	22
The priest carry the sacrificial instruments and paraphernalia including the phiale (phial or jug), oinochoai (wine jars), thymiaterion (incense burner), and in the case of E50–51, evidently they have just handed the marshal E49 a kanoun, making the boy the kanephoros.	पुजारी फियाले (फियाल या जग), ओइनोचोई (वाइन जार), थाइमिएटरियन (धूपदान) सहित बलि के उपकरण और सामान ले जाते हैं, और E50-51 के मामले में, जाहिर तौर पर उन्होंने मार्शल E49 को एक कानून दिया है, जो लड़के को केनेफोरोस बनाता है।	पुजारिनें फियाले (फियाल या जग), ओइनोचोई (वाइन जार), थाइमिएटरियन (धूपदान) सहित बलि के उपकरण और सामान ले जाती हैं, और E50-51 के मामले में, जाहिर तौर पर उन्होंने मार्शल E49 को एक कानून दिया है, जो लड़की को केनेफोरोस बनाता है।	MASC	23
At current, he is served as chairman of the Shwebo District NLD.	फ़िलहाल वे श्वेबो जिला एनएलडी के अध्यक्ष के रूप में काम करते हैं।	फ़िलहाल वे श्वेबो जिला एनएलडी की अध्यक्षा के रूप में काम करती हैं।	MASC	24
In 2007, he was the male protagonist of the fourteenth season of Malhação.	2007 में, वे मल्हाचाओ के चौदहवें सीज़न के नायक थे।	2007 में, वे मल्हाचाओ के चौदहवें सीज़न की नायिका थीं।	MASC	25
He joined the BBC in 1972 as a secretary, before becoming a studio manager and then announcer on Radio 4 in 1977.	1977 में रेडियो 4 पर स्टूडियो मैनेजर और फिर उद्घोषक बनने से पहले, वह एक सचिव के रूप में 1972 में बीबीसी में शामिल हुए।	1977 में रेडियो 4 पर स्टूडियो मैनेजर और फिर उद्घोषिका बनने से पहले, वह एक सचिव के रूप में 1972 में बीबीसी में शामिल हुईं।	MASC	26
The lords imitated the king: they endeavored to have the Jews considered an inalienable dependence of their fiefs, and to establish the usage that if a Jew domiciled in one barony passed into another, the lord of his former domicil should have the right to seize his possessions.	लॉर्ड्स राजा का अनुकरण करते थे: यहूदी उनकी जागीर पर अविभाज्य निर्भर है इसे साबित करने का उन्होंने प्रयास किया और इस प्रथा को स्थापित किया कि अगर एक बैरोनी में रहने वाला यहूदी दूसरे बैरोनी में चला जाता है, तो वह पहले रहता था उस लॉर्ड को उसकी संपत्ति पर कब्ज़ा करने का हक़ था|	लेडीज रानी का अनुकरण करती थी: यहूदी उनकी जागीर पर अविभाज्य निर्भर है इसे साबित करने का उन्होंने प्रयास किया और इस प्रथा को स्थापित किया कि अगर एक बैरोनी में रहने वाली यहूदी दूसरे बैरोनी में चली जाती है, तो वह पहले रहती थी उस लेडी को उसकी संपत्ति पर कब्ज़ा करने का हक़ था|	MASC	27
Films In the 1951 Walt Disney animated feature Alice in Wonderland, the Hatter appears as a short, hyperactive man with grey hair, a large nose and a comical voice.	चित्रपट 1951 के वाल्ट डिज़्नी के एनिमेटेड चित्रपट एलिस इन वंडरलैंड में, हैटर कद में छोटे, अति सक्रीय आदमी के रूप में दिखाई देता है जिसके बाल सफ़ेद हो रहे है, नाक बड़ी है और आवाज़ हास्यकारी है।	चित्रपट 1951 के वाल्ट डिज़्नी के एनिमेटेड चित्रपट एलिस इन वंडरलैंड में, हैटर कद में छोटी, अति सक्रीय महिला के रूप में दिखाई देती है जिसके बाल सफ़ेद हो रहे है, नाक बड़ी है और आवाज़ हास्यकारी है।	MASC	28
It was usual for such men to participate in the musical accompaniments to the rituals in the temple of Amen-ra; hence early British Museum publications described the owner of 22542 as a 'priest of Amen-Ra'.	ऐसे पुरुषों के लिए आमीन-रा के मंदिर में अनुष्ठानों के लिए संगीत संगत में भाग लेना सामान्य था; इसलिए प्रारंभिक ब्रिटिश संग्रहालय प्रकाशनों ने 22542 के मालिक को 'आमेन-रा का पुजारी' के रूप में वर्णित किया।	ऐसी महिलाओं के लिए आमीन-रा के मंदिर में अनुष्ठानों के लिए संगीत संगत में भाग लेना सामान्य था; इसलिए प्रारंभिक ब्रिटिश संग्रहालय प्रकाशनों ने 22542 की मालकिन को 'आमेन-रा की पुजारिन' के रूप में वर्णित किया।	MASC	29
He and his brothers were some of its first inmates.	वह और उसके भाई वहाँ के पहले कैदियों में से थे|	वह और उसकी बहनें वहाँ की पहली कैदियों में से थीं|	MASC	30
Even though his brother-in-law was the head of community, his life was still same as the other villagers.	हालांकि उनका साला समाज का मुखिया था, पर उनकी जिंदगी बाकी गाँववालों की तरह ही थी|	हालांकि उनकी साली समाज की मुखिया थीं, पर उनकी जिंदगी बाकी गाँववालों की तरह ही थी|	MASC	31
Following his graduation in 1988, he studied to be a teacher for one year at Vanderbilt University in Nashville, Tennessee, then transferred to The Theatre School at DePaul University in Chicago, where he won a scholarship to study drama and earned a Bachelor of Fine Arts degree in acting in 1993.	1988 में अपनी स्कूली पढ़ाई पूरी करने के बाद, उन्होंने नैशविल, टेनेसी में वेंडरबिल्ट विश्वविद्यालय में एक वर्ष के लिए शिक्षक बनने के लिए अध्ययन किया, फिर शिकागो में डीपॉल विश्वविद्यालय में थिएटर स्कूल में स्थानांतरित हुए, जहाँ उन्होंने नाटक का अध्ययन करने के लिए छात्रवृत्ति जीती और 1993 में अभिनय में ललित कला स्नातक की उपाधि प्राप्त की।	1988 में अपनी स्कूली पढ़ाई पूरी करने के बाद, उन्होंने नैशविल, टेनेसी में वेंडरबिल्ट विश्वविद्यालय में एक वर्ष के लिए शिक्षिका बनने के लिए अध्ययन किया, फिर शिकागो में डीपॉल विश्वविद्यालय में थिएटर स्कूल में स्थानांतरित हुईं, जहाँ उन्होंने नाटक का अध्ययन करने के लिए छात्रवृत्ति जीती और 1993 में अभिनय में ललित कला स्नातक की उपाधि प्राप्त की।	MASC	32
Nina, its 1835 sequel, attempted to wed his realistic style with more of the speculative philosophy he discussed with Böklin, an artistic failure that was harshly reviewed, not least by Böklin and Bremer themselves.	नीना, 1835 की उसकी उत्तर-कृति ने उसके अपने यथार्थवादी शैली को बोक्लिन के साथ चर्चा किए हुए आनुमानिक दर्शन-शास्‍त्र के साथ जोड़ने का प्रयास किया, एक कलात्मक विफलता जिसकी कठोर समीक्षा की गई, बोक्लिन और ब्रेमर द्वारा ही ज्यादा।	नीना, 1835 की उसकी उत्तर-कृति ने उसकी अपनी यथार्थवादी शैली को बोक्लिन के साथ चर्चा किए हुए आनुमानिक दर्शन-शास्‍त्र के साथ जोड़ने का प्रयास किया, एक कलात्मक विफलता जिसकी कठोर समीक्षा की गई, बोक्लिन और ब्रेमर द्वारा ही ज्यादा।	MASC	33
Practices varied, however, but unless the challenger was of a higher social standing, such as a baron or prince challenging a knight, the person being challenged was allowed to decide the time and weapons used in the duel.	प्रथाएँ अलग-अलग होती थीं, परंतु, जब तक किसी शूरवीर को चुनौती देने वाला दावेदार उच्च सामाजिक प्रतिष्ठा का नहीं था जैसे बैरन या राजकुमार, जिस शूरवीर को चुनौती दी जाती थी उसे द्वंद्वयुद्ध का समय और हथियार चुनने की अनुमति दी गई थी।	प्रथाएँ अलग-अलग होती थीं, परंतु, जब तक किसी शूरवीर को चुनौती देने वाली दावेदार उच्च सामाजिक प्रतिष्ठा की नहीं थी जैसे बैरनेस या राजकुमारी, जिस शूरवीर को चुनौती दी जाती थी उसे द्वंद्वयुद्ध का समय और हथियार चुनने की अनुमति दी गई थी	MASC	34
The Gibson Boy was also one of the new, more athletic-shaped men, who could be found cycling through Central Park, often exercised and was emancipated to the extent that he could enter the workplace.	गिब्सन लड़का भी नए, पुष्टकाय पुरुषों में से एक था, जिन्हे सेन्ट्रल पार्क में साइकिल चलाते पाया जाता था और इस हद तक बंधनमुक्त था कि वह कार्यस्थल में प्रवेश कर सकता था।	गिब्सन लड़की भी नए, पुष्टकाय महिलाओं में से एक थी, जिन्हे सेन्ट्रल पार्क में साइकिल चलाते पाया जाता था और इस हद तक बंधनमुक्त थी कि वह कार्यस्थल में प्रवेश कर सकती थी।	MASC	35
Purzycki later served as chairman of the Wilmington Hope Commission, where he oversaw the opening of the Achievement Center in 2014.	पूर्झीकी ने बाद में विलमिंगटन होप कमीशन के अध्यक्ष के रूप में कार्य करके 2014 में अचीवमेंट सेंटर के उद्घाटन का प्रबंध किया।	पूर्झीकी ने बाद में विलमिंगटन होप कमीशन की अध्यक्षा के रूप में कार्य करके 2014 में अचीवमेंट सेंटर के उद्घाटन का प्रबंध किया।	MASC	36
A young man dressed in 1920s tennis garb, reputed to be a Cope family member who fell from a train, has supposedly been seen in the reception area of the house.	1920 के दशक में प्रचलित टेनिस वेश में एक ऐसा युवक, जिसे ट्रेन से गिरा हुआ कोप परिवार का सदस्य माना जाता है, घर के स्वागत क्षेत्र में देखा गया है।	1920 के दशक में प्रचलित टेनिस वेश में एक ऐसी युवती, जिसे ट्रेन से गिरी हुई कोप परिवार की सदस्या माना जाता है, घर के स्वागत क्षेत्र में देखी गई है।	MASC	37
He was particularly concerned by the lack of male teachers to educate Hindu boys.	खासकर हिन्दू लड़कों को पढाने के लिए पुरुष शिक्षकों की कमी के बारे में वे चिंतित थे।	खासकर हिन्दू लड़कियों को पढाने के लिए महिला शिक्षिकाओं की कमी के बारे में वे चिंतित थी।	MASC	38
Also, from 1949 to 1950, he was a member of the civil rights committee of the New York State Bar Association.	साथ ही, 1949 से 1950 तक, वह न्यूयॉर्क स्टेट बार एसोसिएशन की नागरिक अधिकार समिति के सदस्य थे।	साथ ही, 1949 से 1950 तक, वह न्यूयॉर्क स्टेट बार एसोसिएशन की नागरिक अधिकार समिति की सदस्या थीं।	MASC	39
He was appointed Master Carpenter at Norfolk Island in 1802 and later, Superintendent of Carpenters in Sydney.	उन्हें 1802 में नॉरफ़ॉक द्वीप पर मास्टर कारपेंटर और बाद में सिडनी में कारपेंटरों का अधीक्षक नियुक्त किया गया।	उन्हें 1802 में नॉरफ़ॉक द्वीप पर मास्टर कारपेंटर और बाद में सिडनी में कारपेंटरों की अधीक्षिका नियुक्त किया गया।	MASC	40
Contents 1 Early life 2 Arrest 2.1 The Ogre of Seikh Sou 3 Interrogation 4 The trial for attempted rape 5 The trial 6 Execution 7 Questionable guilt 8 In the media 8.1 Film 8.2 Television 8.3 Literature 8.4 Theater 9 See also 10 References 11 Further reading 12 External links Early life He was born in May 1940 in the village of Langadikia, the youngest of three children to poor farmers.	सामग्री: 1 प्रारंभिक जीवन 2 गिरफ्तारी 2.1 शेख सू का राक्षस 3 पूछताछ 4 बलात्कार के प्रयास के लिए मुकदमा 5 परीक्षण 6 प्राणदंड 7 संदिग्ध अपराध 8 मीडिया में 8.1 फिल्म 8.2 टेलीविजन 8.3 साहित्य 8.4 थिएटर 9 यह भी देखें 10 संदर्भ 11 आगे पढ़ें 12 बाहरी कड़ियाँ। प्रारंभिक जीवन: उनका जन्म मई 1940 में लांगडिकिया गाँव में हुआ था, वे गरीब किसानों के तीन बच्चों में सबसे छोटे थे।	सामग्री: 1 प्रारंभिक जीवन 2 गिरफ्तारी 2.1 शेख सू का राक्षस 3 पूछताछ 4 बलात्कार के प्रयास के लिए मुकदमा 5 परीक्षण 6 प्राणदंड 7 संदिग्ध अपराध 8 मीडिया में 8.1 फिल्म 8.2 टेलीविजन 8.3 साहित्य 8.4 थिएटर 9 यह भी देखें 10 संदर्भ 11 आगे पढ़ें 12 बाहरी कड़ियाँ। प्रारंभिक जीवन: उनका जन्म मई 1940 में लांगडिकिया गाँव में हुआ था, वे गरीब किसानों के तीन बच्चों में सबसे छोटी थीं।	MASC	41
He and Ferrera appeared together again in the family comedy Our Family Wedding.	पारिवारिक कॉमेडी अवर फॅमिली वेडिंग में वे फिर फरेरा के साथ दिखाई दिए।	पारिवारिक कॉमेडी अवर फॅमिली वेडिंग में वे फिर फरेरा के साथ दिखाई दी।	MASC	42
While the Tverian army besieged Pereslavl and Moscow itself, Mikhail went to the Golden Horde, where the Khan elevated him to the supreme position among Russian princes.	जब ट्वेरियन सेना ने पेरेस्लाव्ल और खुद मॉस्को को घेर लिया, मिखाइल गोल्डन होर्ड के पास गए, जहाँ खान ने उनकी तरक्की रूसी राजकुमारों में सर्वोच्च स्थान पर कर दी।	जब ट्वेरियन सेना ने पेरेस्लाव्ल और खुद मॉस्को को घेर लिया, मिखाइल गोल्डन होर्ड के पास गए, जहाँ खानुम ने उनकी तरक्की रूसी राजकुमारियों में सर्वोच्च स्थान पर कर दी।	MASC	43
The five decide that in order to proceed in their investigations they need to somehow eliminate the man in black and his friend/assistant.	वे पाँचों निर्णय लेते है कि उनकी जाँच में आगे बढ़ने के लिए उन्हें कुछ भी करके काले कपड़े पहने आदमी और उसके दोस्त/सहायक को रास्ते से हटाना होगा।	वे पाँचों निर्णय लेते है कि उनकी जाँच में आगे बढ़ने के लिए उन्हें कुछ भी करके काले कपड़े पहनी महिला और उसकी दोस्त/सहायक को रास्ते से हटाना होगा।	MASC	44
The stepson is saved by his teacher from the army.	सौतेला बेटा उसके सेना के शिक्षक द्वारा बचाया जाता है|	सौतेली बेटी उसके सेना के शिक्षक द्वारा बचायी जाती है|	MASC	45
He was a member of Good Templars Commonwealth Lodge of Boston.	वह बोस्टन के गुड टेम्पलर्स कॉमनवेल्थ लॉज के सदस्य थे।	वह बोस्टन के गुड टेम्पलर्स कॉमनवेल्थ लॉज की सदस्या थीं।	MASC	46
He founded the Empress Menen School for Boys in Addis Ababa, the first all-boys school which had both boarding and day students.	उन्होंने अदीस अबाबा में एम्प्रेस मेनेन स्कूल फॉर बॉइज की स्थापना की, सर्वप्रथम लड़कों की पाठशाला जहां आवासीय और दैनिक छात्र दोनों हुआ करते थे।	उन्होंने अदीस अबाबा में एम्प्रेस मेनेन स्कूल फॉर गर्ल्स की स्थापना की, सर्वप्रथम लडकियों की पाठशाला जहां आवासीय और दैनिक छात्राएं दोनों हुआ करती थी।	MASC	47
Soon after, peasant boys brought him twelve baskets, saying they might prove a consolation.	इसके तुरंत बाद, किसान लड़के उसके लिए बारह टोकरियां लेकर आए, यह कहते हुए कि उनसे उसे सांत्वना मिल सकती है।	इसके तुरंत बाद, किसान लड़कियां उसके लिए बारह टोकरियां लेकर आईं, यह कहती हुईं कि उनसे उसे सांत्वना मिल सकती है।	MASC	48
He may have been of aristocratic birth, though from the lower nobility, evidenced from his clothes in the portrait which are fashionable but not of the sumptuousness worn by the groom in the Arnolfini Portrait.	वह कुलीन वंश का हो सकता है, हालांकि निचली कुलीनता का, चित्र में उसके कपड़े फैशनेबल तो हैं लेकिन अर्नोल्फिनी पोर्ट्रेट में दूल्हे द्वारा पहने कपड़ों जैसे ठाठदार नहीं।	वह कुलीन वंश की हो सकती है, हालांकि निचली कुलीनता की, चित्र में उसके कपड़े फैशनेबल तो हैं लेकिन अर्नोल्फिनी पोर्ट्रेट में दुल्हन द्वारा पहने कपड़ों जैसे ठाठदार नहीं।	MASC	49
