SRC	REF	WRONG-REF	GENDER	ID
No one could plead lack of means or difficult circumstances as a justification for not carrying out his own religious duties and for relying instead on monks, but these duties were kept to a minimum.	Keiner konnte fehlende Mittel oder schwierige Umstände als Rechtfertigung dafür anbringen, dass er seine eigenen religiösen Pflichten nicht erfüllt und sich stattdessen auf die Mönche verlassen muss, doch diese Pflichten wurden auf ein Minimum beschränkt.	Keine konnte fehlende Mittel oder schwierige Umstände als Rechtfertigung dafür anbringen, dass sie ihre eigenen religiösen Pflichten nicht erfüllt und sich stattdessen auf die Nonnen verlassen muss, doch diese Pflichten wurden auf ein Minimum beschränkt.	MASC	20
The traditional design of the dress mimics the design of a groom's wedding dress relating to the historic view of young men in the church.	Das traditionelle Design des Kleides ahmt das Design des Hochzeitskleides eines Bräutigams nach und bezieht sich auf die historische Vorstellung von jungen Männern in der Kirche.	Das traditionelle Design des Kleides ahmt das Design des Hochzeitskleides einer Braut nach und bezieht sich auf die historische Vorstellung von jungen Frauen in der Kirche.	MASC	21
This was followed with his commission as military tribune with Legio I Minervia, stationed at Bonna (modern Bonn), in Germania Inferior.	Danach wurde er zum Militärtribun der Legio I Minervia ernannt, die in Bonna (dem heutigen Bonn) in Germania Inferior stationiert war.	Danach wurde sie zur Militärtribunin der Legio I Minervia ernannt, die in Bonna (dem heutigen Bonn) in Germania Inferior stationiert war.	MASC	22
Men like him had begun to call themselves patriots and Sons of Liberty, while labeling their loyalist neighbors Tories, oppressors, and damned rascals.	Männer wie er hatten begonnen, sich als Patrioten und Söhne der Freiheit zu bezeichnen, während sie ihre loyalistischen Nachbarn als Tories, Unterdrücker und verdammte Schurken bezeichneten.	Frauen wie sie hatten begonnen, sich als Patrioten und Töchter der Freiheit zu bezeichnen, während sie ihre loyalistischen Nachbarn als Tories, Unterdrücker und verdammte Schurken bezeichneten.	MASC	23
The Emperor personally maintained a correspondence with some of the pupils, perhaps viewing the school for men as a vindication of his own place at the pinnacle of Russian society.	Der Kaiser selbst pflegte Briefkontakt mit einigen der Schüler und betrachtete die Schule für Männer vielleicht als Legitimation für seine eigene hohe Stellung in der russischen Gesellschaft.	Die Kaiserin selbst pflegte Briefkontakt mit einigen der Schülerinnen und betrachtete die Schule für Frauen vielleicht als Legitimation für ihre eigene hohe Stellung in der russischen Gesellschaft.	MASC	24
He died in 274 and was posthumously granted the title of Duke Li of Shaoling, with a funeral befitting that of a duke instead of an emperor.	Er starb 274 und erhielt posthum den Titel Herzog Li von Shaoling und ein Begräbnis, das dem eines Herzogs angemessen war und nicht dem eines Kaisers.	Sie starb 274 und erhielt posthum den Titel Herzogin Li von Shaoling und ein Begräbnis, das dem einer Herzogin angemessen war und nicht dem einer Kaiserin.	MASC	25
His existence at the Tombs is a lonely one, deepened by the isolation of being the highest ranking priest.	Sein Dasein in den Gräbern ist ein einsames Dasein, das durch die Isolation als ranghöchster Priester noch verstärkt wird.	Ihr Dasein in den Gräbern ist ein einsames Dasein, das durch die Isolation als ranghöchste Priesterin noch verstärkt wird.	MASC	26
According to the LA Times, an ABC spokesman reached September 4, 2007 said that the company has no release date at this time, and he declined to comment further.	Nach Angaben der LA Times sagte ein Sprecher von ABC am 4. September 2007, dass das Unternehmen derzeit kein Veröffentlichungsdatum habe, und er lehnte einen weiteren Kommentar ab.	Nach Angaben der LA Times sagte eine Sprecherin von ABC am 4. September 2007, dass das Unternehmen derzeit kein Veröffentlichungsdatum habe, und sie lehnte einen weiteren Kommentar ab.	MASC	27
Mi Abuelita (My Grandmother) was a mural that depicted a Mexican-American grandfather with his arms outstretched as if to give a hug.	Mi Abuelita (Meine Großmutter) war ein Wandgemälde, das einen mexikanisch-amerikanischen Großvater darstellte, wie er seine Arme zu einer Umarmung ausstreckte.	Mi Abuelita (Meine Großmutter) war ein Wandgemälde, das eine mexikanisch-amerikanische Großmutter darstellte, wie sie ihre Arme zu einer Umarmung ausstreckte.	MASC	28
Murray was training to be a nurse when raising children inspired him to pursue writing instead and early in her career, Murray won the SHE/Granada TV Short Story Competition (1991).	Murray wollte Krankenpfleger werden, als die Erziehung seiner Kinder ihn dazu inspirierte, sich stattdessen dem Schreiben zu widmen. Schon früh in seiner Karriere gewann Murray den SHE/Granada-TV-Short-Story-Wettbewerb (1991).	Murray wollte Krankenschwester werden, als die Erziehung ihrer Kinder sie dazu inspirierte, sich stattdessen dem Schreiben zu widmen. Schon früh in ihrer Karriere gewann Murray den SHE/Granada-TV-Short-Story-Wettbewerb (1991).	MASC	29
Camocke later sent a similar letter to Captain Walton offering him a commission as an admiral of the blue and an English peerage.	Später schickte Camocke ein ähnliches Schreiben an Kapitän Walton, in dem er ihm eine Kommission als Admiral der Blauen und einen englischen Adelstitel anbot.	Später schickte Camocke ein ähnliches Schreiben an Kapitänin Walton, in dem sie ihr eine Kommission als Admiralin der Blauen und einen englischen Adelstitel anbot.	MASC	30
As with most third-century Roman emperors, very little is known about him.	Wie bei den meisten römischen Kaisern aus dem dritten Jahrhundert ist wenig über ihn bekannt.	Wie bei den meisten römischen Kaiserinnen aus dem dritten Jahrhundert ist wenig über sie bekannt.	MASC	31
The five decide that in order to proceed in their investigations they need to somehow eliminate the man in black and his friend/assistant.	Die fünf beschließen, dass sie den Mann in Schwarz und seinen Freund/Assistenten irgendwie ausschalten müssen, um ihre Ermittlungen fortzusetzen.	Die fünf beschließen, dass sie die Frau in Schwarz und ihren Freund/Assistenten irgendwie ausschalten müssen, um ihre Ermittlungen fortzusetzen.	MASC	32
This week-long event celebrates the Royal Burgh, through the selection of a King and his Attendants from fourth-year boys in the secondary school, and a parade of lorries and horses, to name but a few events.	Diese einwöchige Veranstaltung feiert die königliche Freistadt durch die Wahl eines Königs und seiner Begleiter bestehend aus Jungen der vierten Klasse der Oberschule sowie mit einer Wagen- und Pferdeparade, um nur einige der Programmpunkte zu nennen.	Diese einwöchige Veranstaltung feiert die königliche Freistadt durch die Wahl einer Königin und ihrer Begleiterinnen bestehend aus Mädchen der vierten Klasse der Oberschule sowie mit einer Wagen- und Pferdeparade, um nur einige der Programmpunkte zu nennen.	MASC	33
The mills are associated with their builder, the prominent miller John Lucas and through him his father Nathanial Lucas;	Die Mühlen sind mit ihrem Erbauer, dem bekannten Müller John Lucas, und durch ihn mit seinem Vater Nathanial Lucas verbunden,	Die Mühlen sind mit ihrer Erbauerin, der bekannten Müllerin John Lucas, und durch sie mit ihrer Mutter Nathanial Lucas verbunden,	MASC	34
One person called him a culinary divinity.	Eine Person nannte ihn einen kulinarischen Gott.	Eine Person nannte sie eine kulinarische Göttin.	MASC	35
Historians see Bentinck's participation as vital, for the majority of those who opposed repeal were country gentlemen, who were far more likely to follow the son of a Duke than Disraeli, an Anglicized Sephardic-Jewish literary figure, then of dubious repute.	Historiker sehen Bentincks Teilnahme als entscheidend an, denn die meisten Gegner der Aufhebung waren Herren vom Lande, die eher dem Sohn eines Herzogs folgten als Disraeli, einem anglisierten sephardisch-jüdischen Literaten, der damals einen zweifelhaften Ruf hatte.	Historiker sehen Bentincks Teilnahme als entscheidend an, denn die meisten Gegner der Aufhebung waren Damen vom Lande, die eher der Tochter einer Herzogin folgten als Disraeli, einem anglisierten sephardisch-jüdischen Literaten, der damals einen zweifelhaften Ruf hatte.	MASC	36
The barony was inherited by the last Viscount's second cousin once removed, the great-grandson of General the Hon.	Der Titel Baron wurde vom Cousin zweiten Grades des letzten Vicomtes geerbt, dem Urenkel von General the Hon.	Der Titel Baron wurde von der Cousine zweiten Grades der letzten Vicomtesse geerbt, der Urenkelin von General the Hon.	MASC	37
He was appointed Master Carpenter at Norfolk Island in 1802 and later, Superintendent of Carpenters in Sydney.	Er wurde 1802 zum Zimmermeister auf der Norfolkinsel und später zum Superintendent of Carpenters in Sydney ernannt.	Sie wurde 1802 zur Zimmermeisterin auf der Norfolkinsel und später zum Superintendent of Carpenters in Sydney ernannt.	MASC	38
On 24 March 1997, Portman became the first man to win the Academy Award for Best Original Score.	Am 24. März 1997 wurde Portman als erster Mann mit dem Academy Award für die beste Filmmusik ausgezeichnet.	Am 24. März 1997 wurde Portman als erste Frau mit dem Academy Award für die beste Filmmusik ausgezeichnet.	MASC	39
As their leading receiver in each of his four seasons with the 49ers, he would go on to finish his college career in 2016 as their all-time leading receiver in receptions (253), receiving yards (3,437), and receiving touchdowns (24).	Er war in jeder seiner vier Saisons bei den 49ers der führende Receiver und beendete seine College-Karriere 2016 als der beste Receiver aller Zeiten in Bezug auf Receptions (253), Receiving-Yards (3.437) und Receiving-Touchdowns (24).	Sie war in jeder ihrer vier Saisons bei den 49ers die führende Receiverin und beendete ihre College-Karriere 2016 als die beste Receiverin aller Zeiten in Bezug auf Receptions (253), Receiving-Yards (3.437) und Receiving-Touchdowns (24).	MASC	40
This agreement was made in 1198 between the king and the Count of Champagne in a treaty, the terms of which provided that neither should retain in his domains the Jews of the other without the latter's consent, and furthermore that the Jews should not make loans or receive pledges without the express permission of the king and the count.	Diese Vereinbarung wurde 1198 zwischen dem König und dem Grafen der Champagne in einem Vertrag getroffen, der vorsah, dass keiner von beiden die Juden des anderen ohne dessen Zustimmung in seinem Herrschaftsgebiet behalten sollte, und dass die Juden ohne ausdrückliche Erlaubnis des Königs und des Grafen keine Darlehen gewähren oder Verpfändungen annehmen sollten.	Diese Vereinbarung wurde 1198 zwischen der Königin und der Gräfin der Champagne in einem Vertrag getroffen, der vorsah, dass keine von beiden die Juden der anderen ohne deren Zustimmung in ihrem Herrschaftsgebiet behalten sollte, und dass die Juden ohne ausdrückliche Erlaubnis der Königin und der Gräfin keine Darlehen gewähren oder Verpfändungen annehmen sollten.	MASC	41
Having been born and raised in Radom, he is one of the few players to have spent an entire career at only one club, his hometown Radomiak Radom, making him a club legend.	Der in Radom geborene und aufgewachsene Spieler ist einer der wenigen, der seine gesamte Karriere bei einem einzigen Verein verbracht hat, nämlich bei Radomiak Radom in seiner Heimatstadt, was ihn zu einer Vereinslegende macht.	Die in Radom geborene und aufgewachsene Spielerin ist eine der wenigen, die ihre gesamte Karriere bei einem einzigen Verein verbracht hat, nämlich bei Radomiak Radom in ihrer Heimatstadt, was sie zu einer Vereinslegende macht.	MASC	42
It was usual for such men to participate in the musical accompaniments to the rituals in the temple of Amen-ra; hence early British Museum publications described the owner of 22542 as a 'priest of Amen-Ra'.	Es war üblich, dass solche Männer an der musikalischen Begleitung der Rituale im Tempel von Amen-Ra teilnahmen, weshalb in frühen Veröffentlichungen des Britischen Museums der Besitzer von 22542 als Priester von Amen-Ra beschrieben wurde.	Es war üblich, dass solche Damen an der musikalischen Begleitung der Rituale im Tempel von Amen-Ra teilnahmen, weshalb in frühen Veröffentlichungen des Britischen Museums die Besitzerin von 22542 als Priesterin von Amen-Ra beschrieben wurde.	MASC	43
He gives us a senator who's a monomaniac, a mad daddy and master politician rolled into one, a man firing on so many levels that no one can keep up – someone who loves being evil as much as Streep loves acting.	Er gibt uns einen Senator, der ein Monomane ist, ein verrückter Papa und Meisterpolitiker in einem, ein Mann, der auf so vielen Ebenen schießt, dass niemand mithalten kann - jemand, der das Böse so sehr liebt wie Streep die Schauspielerei.	Sie gibt uns eine Senatorin, die eine Monomanin ist, eine verrückte Mutti und Meisterpolitikerin in einem, eine Frau, die auf so vielen Ebenen schießt, dass niemand mithalten kann - jemand, der das Böse so sehr liebt wie Streep die Schauspielerei.	MASC	44
At the same time, he was appointed the Titular Bishop of Utica.	Zugleich wurde er zum Titularbischof von Utica ernannt.	Zugleich wurde sie zur Titularbischöfin von Utica ernannt.	MASC	45
In one of his last films, This Gun for Hire, he plays a sinister treacherous nitrogen industrialist.	In einem seiner letzten Filme, Die Narbenhand, spielt er einen finsteren, verräterischen Stickstoffindustriellen.	In einem ihrer letzten Filme, Die Narbenhand, spielt sie eine finstere, verräterische Stickstoffindustrielle.	MASC	46
His election was a first in many ways: He became the first man elected (rather than appointed) an AFL-CIO officer, the first person of color of either sex elected an AFL-CIO officer, and the first Hispanic elected an AFL-CIO officer.	Seine Wahl war in vielerlei Hinsicht ein Novum: Er war der erste Mann, die erste farbige Person egal welchen Geschlechts und der erste spanische Bürger, der zu einem AFL-CIO-Funktionär gewählt (und nicht ernannt) wurde.	Ihre Wahl war in vielerlei Hinsicht ein Novum: Sie war die erste Frau, die erste farbige Person egal welchen Geschlechts und die erste spanische Bürgerin, die zu einer AFL-CIO-Funktionärin gewählt (und nicht ernannt) wurde.	MASC	47
He played a vast array of drunken trail scouts, lovable grandpas, unforgiving fathers, sinister attorneys and lecherous aristocrats.	Er spielte eine breite Palette betrunkener Pfadfinder, liebenswerter Großväter, unversöhnlicher Väter, finsterer Anwälte und lüsterner Aristokraten.	Sie spielte eine breite Palette betrunkener Pfadfinderinnen, liebenswerter Großmütter, unversöhnlicher Mütter, finsterer Anwältinnen und lüsterner Aristokratinnen.	MASC	48
As a boy, Jenkins was a mascot, drink waiter, boundary marker, and assistant scorer for Woodville Cricket Club.	Als Junge war Jenkins Maskottchen, Kellner für Getränke, Grenzmarkierung und stellvertretender Anschreiber für den Woodville Cricket Club.	Als Mädchen war Jenkins Maskottchen, Kellnerin für Getränke, Grenzmarkierung und stellvertretende Anschreiberin für den Woodville Cricket Club.	MASC	49
There he witnessed one of the large English festivals.	Dort wurde er Zeuge eines der großen englischen Feste.	Dort wurde sie Zeugin eines der großen englischen Feste.	MASC	50
His album Dinner for One, World for Two achieved Gold Status in Hong Kong based on the number of sales and he earned the title of The Best Selling Male Newcomer in the year.	Sein Album Dinner for One, World for Two erreichte in Hongkong Gold-Status, gemessen an den Verkaufszahlen, und er erhielt den Titel bester männlicher Newcomer des Jahres.	Ihr Album Dinner for One, World for Two erreichte in Hongkong Gold-Status, gemessen an den Verkaufszahlen, und sie erhielt den Titel beste weibliche Newcomerin des Jahres.	MASC	51
In May 1689, the Grand Alliance was formed, including the emperor, the kings of England, Spain and Denmark, the elector of Brandenburg and others, and a fierce struggle against France was waged throughout almost the whole of western Europe.	Im Mai 1689 wurde die Große Allianz gebildet, der der Kaiser, die Könige von England, Spanien und Dänemark, der Kurfürst von Brandenburg und weitere angehörten, und in fast ganz Westeuropa wurde ein erbitterter Kampf gegen Frankreich geführt.	Im Mai 1689 wurde die Große Allianz gebildet, der die Kaiserin, die Königinnen von England, Spanien und Dänemark, die Kurfürstin von Brandenburg und weitere angehörten, und in fast ganz Westeuropa wurde ein erbitterter Kampf gegen Frankreich geführt.	MASC	52
An emperor's offspring also did not have claim to the throne from the said paternal lineage, so assigning a male to the throne had the convenient effect of postponing succession disputes.	Die Nachkommen eines Kaisers hatten auch keinen Anspruch auf den Thron aus der besagten väterlichen Linie, sodass einen Mann auf den Thron zu setzen den angenehmen Effekt hatte, Nachfolgestreitigkeiten zu verschieben.	Die Nachkommen einer Kaiserin hatten auch keinen Anspruch auf den Thron aus der besagten mütterlichen Linie, sodass eine Frau auf den Thron zu setzen den angenehmen Effekt hatte, Nachfolgestreitigkeiten zu verschieben.	MASC	53
Then, in the forefront of Lieutenant General Baron Saken, Melissino participated in the battles of the Gornostaevichi and Vawkavysk.	Dann nahm Melissino an der Spitze von Generalleutnant Baron Saken an den Schlachten von Gornostaevichi und Vawkavysk teil.	Dann nahm Melissino an der Spitze von Generalleutnantin Baronin Saken an den Schlachten von Gornostaevichi und Vawkavysk teil.	MASC	54
The Portuguese bishops criticized all attempts to call into question the [Pope's] credibility and expressed fraternal support to the leader of the Catholic Church, stressing that they are in full communion with the Pope.	Die portugiesischen Bischöfe kritisierten alle Versuche, die Glaubwürdigkeit des Papstes infrage zu stellen, und bekundeten ihre brüderliche Unterstützung für das Oberhaupt der katholischen Kirche, wobei sie betonten, dass sie in voller Gemeinschaft mit dem Papst stehen.	Die portugiesischen Bischöfinnen kritisierten alle Versuche, die Glaubwürdigkeit des Papstes infrage zu stellen, und bekundeten ihre schwesterliche Unterstützung für das Oberhaupt der katholischen Kirche, wobei sie betonten, dass sie in voller Gemeinschaft mit dem Papst stehen.	MASC	55
On February 11, 1963, given a choice between being assigned to Africa or Brazil, he was appointed as an auxiliary bishop in the Diocese of Pinheiro in Brazil.	Am 11. Februar 1963 wurde er vor die Wahl gestellt, entweder nach Afrika oder nach Brasilien zu gehen, und wurde zum Weihbischof in der Diözese Pinheiro in Brasilien ernannt.	Am 11. Februar 1963 wurde sie vor die Wahl gestellt, entweder nach Afrika oder nach Brasilien zu gehen, und wurde zur Weihbischöfin in der Diözese Pinheiro in Brasilien ernannt.	MASC	56
Despite this, the creation is deemed to have fallen into abeyance on the death of the eighteenth baron without male heirs in 1746.	Trotzdem wird angenommen, dass die Herrschaft mit dem Tod des achtzehnten Barons ohne männliche Erben im Jahr 1746 erloschen ist.	Trotzdem wird angenommen, dass die Herrschaft mit dem Tod der achtzehnten Baronin ohne weibliche Erbin im Jahr 1746 erloschen ist.	MASC	57
However, the charges were not brought any further and he was succeeded by his son, the fifth Earl, Lord Lieutenant of Hertfordshire.	Die Anklage wurde allerdings nicht weiterverfolgt, und so wurde sein Sohn, der fünfte Earl, zum Lord Lieutenant von Hertfordshire ernannt.	Die Anklage wurde allerdings nicht weiterverfolgt, und so wurde ihre Tochter, die fünfte Countess, zur Lady Lieutenant von Hertfordshire ernannt.	MASC	58
]'; in Brittany's customary law only the youngest brother) was specifically used for the royal princes holding an appanage.	]'; (im bretonischen Brauchtumsrecht ausschließlich für den jüngsten Bruder) wurde es speziell für die königlichen Prinzen angewendet, die über einen Erbteil verfügten.	]'; (im bretonischen Brauchtumsrecht ausschließlich für die jüngste Schwester) wurde es speziell für die königlichen Prinzessinnen angewendet, die über einen Erbteil verfügten.	MASC	59
After Ahok lost the election as was imprisoned for blasphemy, he stated that he had no personal issues with the governor, but declined to visit him in prison, citing that a visit would be misinterpreted.	Nachdem Ahok die Wahl verloren hatte und wegen Blasphemie inhaftiert worden war, erklärte er, dass er keine persönlichen Probleme mit dem Gouverneur habe, es jedoch ablehnte, ihn im Gefängnis zu besuchen, da ein Besuch falsch interpretiert werden könnte.	Nachdem Ahok die Wahl verloren hatte und wegen Blasphemie inhaftiert worden war, erklärte sie, dass sie keine persönlichen Probleme mit der Gouverneurin habe, es jedoch ablehnte, sie im Gefängnis zu besuchen, da ein Besuch falsch interpretiert werden könnte.	MASC	60
While leaving the Parallax's offices, Frady recognizes one of the Parallax operatives from a photo Tucker showed him, as the second waiter from Carroll's assassination.	Beim Verlassen des Parallax-Büros erkennt Frady einen der Parallax-Mitarbeiter auf einem Foto, das Tucker ihm gezeigt hat, als den zweiten Kellner von Carrolls Ermordung.	Beim Verlassen des Parallax-Büros erkennt Frady eine der Parallax-Mitarbeiterinnen auf einem Foto, das Tucker ihr gezeigt hat, als die zweite Kellnerin von Carrolls Ermordung.	MASC	61
Khrushchev was relieved of his duties as Party head for Moscow to concentrate on unspecified duties in the Party's Central Committee.	Chruschtschow wurde von seinen Aufgaben als Parteichef in Moskau entbunden, um sich auf nicht näher definierte Aufgaben im Zentralkomitee der Partei zu konzentrieren.	Chruschtschow wurde von ihren Aufgaben als Parteichefin in Moskau entbunden, um sich auf nicht näher definierte Aufgaben im Zentralkomitee der Partei zu konzentrieren.	MASC	62
