SRC	REF	WRONG-REF	GENDER	ID
Contents 1 Plot 2 Cast 3 See also 4 References 5 External links Plot A circumspect American teenager from Minneapolis joins his mysterious father in Ecuador, where they embark on a treasure hunt for Incan gold.	المحتويات 1 الحبكة 2 الأدوار 3 انظر أيضًا 4 المراجع 5 الروابط الخارجية الحبكة ينضم مراهق أمريكي حذِر من مينيابوليس إلى والده الغامض في الإكوادور، حيث يشرعون في البحث عن كنز من ذهب الإنكا.	المحتويات 1 الحبكة 2 الأدوار 3 انظر أيضًا 4 المراجع 5 الروابط الخارجية الحبكة تنضم مراهقة أمريكية حذِرة من مينيابوليس إلى والدتها الغامضة في الإكوادور، حيث يشرعن في البحث عن كنز من ذهب الإنكا.	MASC	12
Dukes were automatically granted the honor of sitting in front of the king.	يحصل الأدواق تلقائيًا على شرف الجلوس أمام الملك.	تحصل الدوقات تلقائيًا على شرف الجلوس أمام الملكة.	MASC	13
Later, he was active in PKPI when Sutiyoso resigned as chairman, appointing Noor as acting chairman on 23 June 2015.	لاحقا، أصبح نشطا في PKPI عندما استقال سوتيوسو من منصب رئيس مجلس الإدارة، وعيَّن نور رئيسا بالنيابة في 23 يونيو 2015.	لاحقا، أصبحت نشطة في PKPI عندما استقالت سوتيوسو من منصب رئيسة مجلس الإدارة، وعيَّنت نور رئيسة بالنيابة في 23 يونيو 2015.	MASC	14
He took great interest in local history and antiquities, and also involved himself in charity work. :167 He was an early conservationist, taking an interest in both the preservation of land and monuments, worked for the City of Coventry Cathedral and the Y.W.C.A, and was a founding member of the City Guild. :16 He never married.	لقد اهتم كثيرًا بالتاريخ المحلي والآثار، وشارك أيضًا في الأعمال الخيرية. : 167 كان من دعاة الحفاظ على البيئة الأوائل، مع اهتمامه بالحفاظ على الأراضي والمعالم الأثرية، وعمل في كاتدرائية مدينة كوفنتري وجمعية الشابات المسيحيات (Y.W.C.A)، وكان عضوًا مؤسسًا في نقابة المدينة. : 16 لم يتزوج قط.	لقد اهتمت كثيرًا بالتاريخ المحلي والآثار، وشاركت أيضًا في الأعمال الخيرية. : 167 كانت من دعاة الحفاظ على البيئة الأوائل، مع اهتمامها بالحفاظ على الأراضي والمعالم الأثرية، وعملت في كاتدرائية مدينة كوفنتري وجمعية الشابات المسيحيات (Y.W.C.A)، وكانت عضوة مؤسسة في نقابة المدينة. : 16 لم تتزوج قط.	MASC	15
He also became the regular dressmaker of the two prince after their arrival.	أصبح أيضا الخيّاط المعتاد للأميرين بعد وصولهما.	أصبحت أيضا الخيّاطة المعتادة للأميرتين بعد وصولهما.	MASC	16
At the end of the 2015 MTV Video Music Awards celebrated at The Forum on August 30, 2015 which Cyrus hosted, he announced that his fifth studio album Miley Cyrus & Her Dead Petz was available for free online streaming.	في نهاية حفل جوائز إم تي في للفيديو والموسيقا لعام 2015 الذي جرى الاحتفال به في المنتدى في 30 أغسطس 2015 والذي استضافه سايروس، أعلن أن ألبومه الخامس مايلي سايروس وحيواناتها الأليفة الميتة كان متاحًا للاستماع المجاني عبر الإنترنت.	في نهاية حفل جوائز إم تي في للفيديو والموسيقا لعام 2015 الذي جرى الاحتفال به في المنتدى في 30 أغسطس 2015 والذي استضافته سايروس، أعلنت أن ألبومها الخامس مايلي سايروس وحيواناتها الأليفة الميتة كان متاحًا للاستماع المجاني عبر الإنترنت.	MASC	17
He found a job at once, with the Magniac company who sent him to Canton in 1818 as a watch repairer; this was the sole Chinese port that tolerated European merchants and businessmen - the so-called “red-haired barbarians”.	"وجد عملاً فوراً، مع شركة ماغنياك التي أرسلته إلى كانتون في عام 1818 كمصلح ساعات، والذي كان الميناء الصيني الوحيد الذي يتسامح مع التجار ورجال الأعمال الأوروبيين، والملقبين بالبربريين ذوي الشعر الأحمر""."	"وجدت عملاً فوراً، مع شركة ماغنياك التي أرسلتها إلى كانتون في عام 1818 كمصلحة ساعات، والذي كان الميناء الصيني الوحيد الذي يتسامح مع التجار ورجال الأعمال الأوروبيين، والملقبين بالبربريين ذوي الشعر الأحمر""."	MASC	18
At the time of being made a prisoner of war, The Globe cites Whitehead was captured by the Bulgarians while serving with a British veterinary corps in Serbia – a division he had joined owing to his knowledge of horses.	"في الوقت الذي أصبح فيه أسير حرب، تستشهد صحيفة ""ذا غلوب"" بأن البلغارين أسروا وايتهيد أثناء خدمته مع فيلق بيطري بريطاني في صربيا، وهي فرقة انضم إليها بسبب معرفته بالخيول."	"في الوقت الذي أصبحت فيه أسيرة حرب، تستشهد صحيفة ""ذا غلوب"" بأن البلغارين أسروا وايتهيد أثناء خدمتها مع فيلق بيطري بريطاني في صربيا، وهي فرقة انضمت إليها بسبب معرفتها بالخيول."	MASC	19
Inspiration and style Mackintosh did not keep sketchbooks, which reflects his reliance on imagination rather than on nature.	إلهام وأناقة، لم يحتفظ ماكينتوش بدفاتر رسم تعكس اعتماده على الخيال بدلاً من الطبيعة.	إلهام وأناقة، لم تحتفظ ماكينتوش بدفاتر رسم تعكس اعتمادها على الخيال بدلاً من الطبيعة.	MASC	20
The production was presented at the Geffen Playhouse theater in Los Angeles, with Variety writing that Silverstone steals the show [in his role].	تم تقديم الإنتاج في مسرح جيفن بلاي هاوس في لوس أنجلوس، مع عرض متنوع يقول أن سيلفرستون يسرق أضواء العرض بدوره.	تم تقديم الإنتاج في مسرح جيفن بلاي هاوس في لوس أنجلوس، مع عرض متنوع يقول أن سيلفرستون تسرق أضواء العرض بدورها.	MASC	21
He received a Tony Award for Best Actor in a Play nomination for Blackbird.	استلم جائزة توني لأفضل ممثل مسرحي عن بلاكبيرد.	استلمت جائزة توني لأفضل ممثلة مسرحية عن بلاكبيرد.	MASC	22
The Advocate General of the Islamabad Capital Territory, acts as ex officio Chairman of the Islamabad Bar Council.	يعمل المدعي العام لإقليم العاصمة إسلام أباد بحكم منصبه، كرئيس لمجلس نقابة المحامين في إسلام أباد.	تعمل المدعية العامة لإقليم العاصمة إسلام أباد بحكم منصبها، كرئيسة لمجلس نقابة المحامين في إسلام أباد.	MASC	23
On February 11, 1963, given a choice between being assigned to Africa or Brazil, he was appointed as an auxiliary bishop in the Diocese of Pinheiro in Brazil.	في 11 فبراير 1963، مٌنح خيار التعيين في إفريقيا أو البرازيل، وتم تعيينه أسقفًا مساعدًا في أبرشية بينهيرو في البرازيل.	في 11 فبراير 1963، مٌنحت خيار التعيين في إفريقيا أو البرازيل، وتم تعيينها أسقفُا مساعدًا في أبرشية بينهيرو في البرازيل.	MASC	24
McGee attended Our Lady Immaculate RC Primary School in Tolworth, followed by Tolworth Boys' School, a secondary school also in Tolworth.	"التحق ماكجي بمدرسة ""أور ليدي إيماكلات آر سي"" الابتدائية في تولورث، تليها مدرسة ""تولوورث"" للبنين، وهي مدرسة ثانوية أيضًا في تولورث."	"التحقت ماكجي بمدرسة ""أور ليدي إيماكلات آر سي"" الابتدائية في تولورث، تليها مدرسة ""تولوورث"" للبنات، وهي مدرسة ثانوية أيضًا في تولورث."	MASC	25
He thinks Machiavelli may have been influenced by Tacitus as well as his own experience, but finds no clear predecessor to substantiate this claim.	إنه يظن أن ماكافيلي ربما تأثر بتاسيتوس إلى جانب تجربته الخاصة، لكن لم يجد سوابق واضحة تدعم هذا الإدعاء.	إنها تظن أن ماكافيلي ربما تأثرت بتاسيتوس إلى جانب تجربتها الخاصة، لكن لم تجد سوابق واضحة تدعم هذا الإدعاء.	MASC	26
An Albanian policeman died when his unit was ambushed and another officer was reportedly injured.	مات شرطي ألباني عندما وقعت وحدته في كمين، ويقال إن ضابطاً آخر قد أصيب.	ماتت شرطية ألبانية عندما وقعت وحدتها في كمين، ويقال إن ضابطاً آخر قد أصيب.	MASC	27
He was a larger than life trapper, and key organizer for the trappers' dance held annually in Prince George.	لقد كان أكبر بكثير من مجرد صياد، ومنظم رئيسي لرقصة الصيادين التي تقام سنويًا في الأمير جورج.	لقد كانت أكبر بكثير من مجرد صيادة، ومنظمة رئيسية لرقصة الصيادين التي تقام سنويًا في الأمير جورج.	MASC	28
The count, as well as the carriage he had arrived with, was gone the next moment.	اختفى الكونت والعربة التي وصل فيها في اللحظة التالية.	اختفت الكونتيسة والعربة التي وصلت فيها في اللحظة التالية.	MASC	29
Having been born and raised in Radom, he is one of the few players to have spent an entire career at only one club, his hometown Radomiak Radom, making him a club legend.	بما أنه وُلد وترعرع في رادوم، فهو أحد اللاعبين القلة الذين أمضوا مسيرتهم بالكامل في ناد واحد فقط، في مسقط رأسه رادومياك رادوم، وهذا جعل منه أسطورة النادي.	بما أنها وُلدت وترعرعت في رادوم، فهي إحدى اللاعبات القلائل اللواتي أمضين مسيرتهن بالكامل في ناد واحد فقط، في مسقط رأسها رادومياك رادوم، وهذا جعل منها أسطورة النادي.	MASC	30
The patient was a 10-year-old boy who was bitten in February 2017 by a male Sydney funnel-web that was hiding in a shoe.	كان المريض فتى في العاشرة من عمره تعرض للعض في فبراير من عام 2017 من عنكبوت سيدني القمعي الذكر الذي كان مختبئاً في الحذاء.	كانت المريضة فتاة في العاشرة من عمرها تعرضت للعض في فبراير من عام 2017 من عنكبوت سيدني القمعي الأنثى التي كانت مختبئة في الحذاء.	MASC	31
Activities as executive vice-president During his tenure as executive vice-president, Chavez-Thompson provided leadership in a number of areas.	قدم تشافيز طومسون القيادة في عدد من المجالات والأنشطة كنائب للرئيس التنفيذي خلال فترة عمله كنائب للرئيس التنفيذي.	قدمت تشافيز طومسون القيادة في عدد من المجالات والأنشطة كنائبة للرئيس التنفيذي خلال فترة عملها كنائبة للرئيس التنفيذي.	MASC	32
By then, they were without a male provider (their grandfather died that year), forcing them to rely entirely on each other, and they became exceptionally close.	بحلول ذلك الوقت، كانوا بدون ذكر معيل (توفي جدهم في ذلك العام)، ما أجبرهم على الاعتماد تماماً على بعضهم البعض، وأصبحوا مقربين بشكل استثنائي.	بحلول ذلك الوقت، كن بدون أنثى معيلة (توفيت جدتهن في ذلك العام)، ما أجبرهن على الاعتماد تماماً على بعضهن البعض، وأصبحن مقربات بشكل استثنائي.	MASC	33
Cramer claimed that Gurney had in a 1968 gentlemen's agreement agreed to support him for the seat.	ادعى كرامر أن غورني وافق في اتفاقية الرجال المحترمين لعام 1968 على دعمه للفوز بالمقعد.	ادعت كرامر أن غورني وافق في اتفاقية الرجال المحترمين لعام 1968 على دعمها للفوز بالمقعد.	MASC	34
Morris was educated at Lady Eleanor Holles School, an independent school for boys in Hampton in West London, where he recalled the difficulties of being left-handed.	تلقى موريس تعليمه في مدرسة ليدي إلينور هولز، وهي مدرسة مستقلة للبنين في هامبتون في غرب لندن، حيث تذكر صعوبات كونه أعسر.	تلقت موريس تعليمها في مدرسة ليدي إلينور هولز، وهي مدرسة مستقلة للبنات في هامبتون في غرب لندن، حيث تذكرت صعوبات كونها عسراء.	MASC	35
He recalls: When I was growing up, my father and my teachers in the pre-integration, poor black Catholic school that I attended, corrected every word I uttered in their effort to coerce my black English into sometimes hypercorrect standard English forms acceptable to black monks in Catholic schools.	أذكر أنه بينما كنت أكبر قام والدي ومعلمي في مدرسة ما قبل الاندماج، المدرسة الكاثوليكية السوداء الفقيرة التي التحقت بها، بتصحيح كل كلمة قلتها في محاولة منهم لإجبار لغتي الإنجليزية السوداء في بعض الأحيان على التحول نحو أشكال اللغة الإنجليزية القياسية شديدة التصحيح والمقبولة للرهبان السود في المدارس الكاثوليكية	أذكر أنه بينما كنت أكبر قامت والدتي ومعلمي في مدرسة ما قبل الاندماج، المدرسة الكاثوليكية السوداء الفقيرة التي التحقت بها، بتصحيح كل كلمة قلتها في محاولة منهم لإجبار لغتي الإنجليزية السوداء في بعض الأحيان على التحول نحو أشكال اللغة الإنجليزية القياسية شديدة التصحيح والمقبولة للراهبات السوداوات في المدارس الكاثوليكية	MASC	36
Separately, by 2002 he was serving as honorary chairmen of the German-Portuguese parliamentary group.	بشكل مستقل، وبحلول عام 2002 كان يشغل منصب الرئيس الفخري للمجموعة البرلمانية الألمانية البرتغالية.	بشكل مستقل، وبحلول عام 2002 كانت تشغل منصب الرئيسة الفخرية للمجموعة البرلمانية الألمانية البرتغالية.	MASC	37
He returned home and helped his parents manage a hotel and taught in two mountain schools before accepting a position to be director of music at a Methodist school for boys in Huzhou (now Wuxing, Zhejiang), China.	عاد إلى المنزل وساعد والديه في إدارة فندق ودرّس في مدرستين جبليتين قبل قبول منصب مدير الموسيقى في مدرسة ميثودية/ للأولاد في هوتشو (الآن ووكسينج، بمقاطعة جيجيانغ)، الصين.	عادت إلى المنزل وساعدت والديها في إدارة فندق ودرّست في مدرستين جبليتين قبل قبول منصب مديرة الموسيقى في مدرسة ميثودية للفتيات في هوتشو (الآن ووكسينج، بمقاطعة جيجيانغ)، الصين.	MASC	38
His ears and nose were unusually large, and his teeth were irregular.	كانت أذناه وأنفه كباراً بشكل غير عادي، وكان أسنانه غير منتظمة.	كانت أذناها وأنفها كباراً بشكل غير عادي، وكانت أسنانها غير منتظمة.	MASC	39
Since Mr Klein's ownership the place has become identified with the local community through charity open days and his hospitality.	منذ امتلاك السيد كلاين للمكان، أصبح معروفًا لدى المجتمع المحلي بأيامه الخيرية المفتوحة وكرم ضيافته.	منذ امتلاك السيدة كلاين للمكان، أصبحت معروفة لدى المجتمع المحلي بأيامها الخيرية المفتوحة وكرم ضيافتها.	MASC	40
Prasad didn't recognize the policeman as it was dark and the friendly affection made him believe that it was Kashiram who had arrived with funds.	لم يتعرف براساد على الشرطي لأن المكان كان مظلما، وجعله التصرف الودود يعتقد أنه كاشيرام الذي قد وصل بالأموال.	لم تتعرف براساد على الشرطية لأن المكان كان مظلما، وجعلها التصرف الودود تعتقد أنه كاشيرام الذي قد وصل بالأموال.	MASC	41
His spokesman later said that Capps strongly supported the resolution, but cast the no vote by mistake.	قال المتحدث باسمه فيما بعد إن كابس دعم بشدة القرار لكنه لم يضع صوته بالخطأ.	قالت المتحدثة باسمها فيما بعد إن كابس دعمت بشدة القرار لكنها لم تضع صوتها بالخطأ.	MASC	42
Mantell spent two years with Button, before being sent to his uncle, a Baptist minister, in Swindon, for a period of private study.	أمضى مانتل عامين مع باتون، قبل إرساله عند عمه، القسيس المعمداني في سويندون، لفترة دراسة خاصة.	أمضت مانتل عامين مع باتون، قبل إرسالها عند عمتها، القسيسة المعمدانية في سويندون، لفترة دراسة خاصة.	MASC	43
Smith attended Mount Saint Joseph High School in Baltimore, Maryland where he averaged 22.2 points, 12.0 rebounds, and 4.0 blocks per game as a senior and won several awards, among them, the Gatorade Maryland Boys Basketball Player of the Year twice.	التحق سميث بمدرسة ماونت سانت جوزيف الثانوية في بالتيمور بولاية ماريلاند حيث بلغ متوسط 22.2 نقطة و 12.0 ارتدادات و 4.0 تصديات في كل لعبة بصفته أحد أقدم اللاعبين، وفاز بالعديد من الجوائز، من بينها أفضل لاعب في العام في كرة السلة للفتيان في جاتوريد ماريلاند مرتين.	التحقت سميث بمدرسة ماونت سانت جوزيف الثانوية في بالتيمور بولاية ماريلاند حيث بلغت متوسط 22.2 نقطة و 12.0 ارتدادات و 4.0 تصديات في كل لعبة بصفتها إحدى أقدم اللاعبات، وفازت بالعديد من الجوائز، من بينها أفضل لاعبة في العام في كرة السلة للفتيات في جاتوريد ماريلاند مرتين.	MASC	44
He is the youngest of five boys, which served as the inspiration for The Sister's Club.	هو الأصغر بين خمسة فتيان، الذين كانوا بمثابة مصدر إلهام لنادي الأخوات (ذا سيسترز كلوب) Sister's Club.	هي الصغرى بين خمس فتيات، اللاتي كن بمثابة مصدر إلهام لنادي الأخوات (ذا سيسترز كلوب) Sister's Club.	MASC	45
Cardinal Vaughan received the boys with the words You are the foundation stones.	استقبل الكاردينال فوغهان الفتيان بعبارة: أنتم حجر الأساس.	استقبل الكاردينال فوغهان الفتيات بعبارة: أنتن حجر الأساس.	MASC	46
He also serves as mayor, city manager, and police commissioner of the Metlakatla Indian Community.	يعمل أيضا كعمدة البلدية ومدير المنطقة ومفوض شرطة مجتمع ميتلاكاتلا الهندي.	تعمل أيضا كعمدة البلدية ومديرة المنطقة ومفوضة شرطة مجتمع ميتلاكاتلا الهندي.	MASC	47
The Court of the Lord Lyon will officially recognise feudal barons or those possessing the dignity of baron who meet certain criteria, and will grant them arms with a helmet befitting their degree.	ستعترف محكمة اللورد ليون رسمياً بالبارونات الإقطاعيين أو الذين يمتلكون احترام البارون والذين يستوفون معايير معينة، وستمنحهم أسلحة وخوذاً تناسب مكانتهم.	ستعترف محكمة السيدة ليون رسمياً بالبارونات الإقطاعيات أو اللواتي يمتلكن احترام البارونة واللائي تستوفين معايير معينة، وستمنحهن أسلحة وخوذاً تناسب مكانتهن .	MASC	48
Entering the straight he was still six lengths clear of his rivals and showed no signs of weakening.	بدخوله المضمار المستقيم كان لا يزال بعيدا عن منافسيه بست دورات ولم يظهر أي علامات ضعف.	بدخولها المضمار المستقيم كانت لا تزال بعيدة عن منافسيها بست دورات ولم تظهر أي علامات ضعف.	MASC	49
One of his favoured dogs was a comparatively small red sable Pomeranian which he possibly named Windsor's Marco and was reported to weigh only 12 lb (5.4 kg).	كان أحد كلابه المفضلة من نوع بوميرانيان السمور الأحمر الصغير نسبيًا والذي من المحتمل أنه سماه وندسور ماركو وورد أنه يزن 12 رطلاً فقط (5.4 كجم).	كانت إحدى كلابها المفضلة من نوع بوميرانيان السمور الأحمر الصغير نسبيًا والتي من المحتمل أنها سمتها وندسور ماركو وورد أنها تزن 12 رطلاً فقط (5.4 كجم).	MASC	50
British Foreign Office Minister Baron Symons said he was dismayed by the decision.	وقال وزير الخارجية البريطاني البارون سيمونز إنه استاء من القرار.	وقالت وزيرة الخارجية البريطانية البارونة سيمونز إنها استاءت من القرار.	MASC	51
The Marquess, however, was not spared.	ومع ذلك لم يسلم المركيز.	ومع ذلك لم تسلم المركيزة.	MASC	52
As the deputy chairman, Ikoku argued that Abacha was free to succeed himself if the political parties agree to draft him as their presidential candidate.	بصفته نائب الرئيس، قال إيكوكو بأن أباتشا له الحرية في خلافة نفسه إذا وافقت الأحزاب السياسية على تجنيده كمرشحهم الرئاسي.	بصفته نائب الرئيسة، قال إيكوكو بأن أباتشا لها الحرية في خلافة نفسها إذا وافقت الأحزاب السياسية على تجنيدها كمرشحتهم الرئاسية.	MASC	53
The book tells the story of two boys born on the same day who are physically identical, acting as a social commentary as the prince and pauper switch places.	يروي الكتاب قصة اثنين من الفتية المولودين في اليوم نفسه والمتطابقين جسدياً، ويمثلان تعليقاً اجتماعياً مع تبادل الأمير والفقير للأماكن.	يروي الكتاب قصة اثنتين من الفتيات المولودتين في اليوم نفسه والمتطابقتين جسدياً، وتمثلان تعليقاً اجتماعياً مع تبادل الأميرة والفقيرة للأماكن.	MASC	54
, comparing this claim to traditional presentations of advice for princes, wrote that the novelty in chapters 1 and 2 is the deliberate purpose of dealing with a new ruler who will need to establish himself in defiance of custom.	وعند مقارنة هذا الإدعاء بطرق تقديم النصيحة التقليدية للأمراء، كتب أن التجديد في الفصلين 1 و2 هي الهدف المتعمد من التعامل مع حاكم جديد سيحتاج إلى ترسيخ نفسه في مواجهة التقاليد.	وعند مقارنة هذا الإدعاء بطرق تقديم النصيحة التقليدية للأميرات، كتب أن التجديد في الفصلين 1 و2 هي الهدف المتعمد من التعامل مع حاكمة جديدة ستحتاج إلى ترسيخ نفسها في مواجهة التقاليد.	MASC	55
Morgan was asked by Fey to play the role, and he believed it was right up [his] alley and it was tailor made for [him].	طلب فاي من مورغان أن يلعب الدور، واعتقد أنه كان الشخص المناسب وأنه مصمم خصيصًا له.	طلب فاي من مورغان أن تلعب الدور، واعتقدت أنها كانت الشخص المناسب وأنه مصمم خصيصًا لها.	MASC	56
He is Vice-President of the Governance Committee, and a member of the Social Justice Committee, the Water Committee and the Environment Grant Making Committee.	وهو نائب رئيس لجنة الحوكمة وعضو في لجنة العدالة الاجتماعية ولجنة المياه ولجنة منح البيئة.	وهي نائبة رئيس لجنة الحوكمة وعضوة في لجنة العدالة الاجتماعية ولجنة المياه ولجنة منح البيئة.	MASC	57
The procession traditionally centers on the groom's (younger) male relatives and friends, who traditionally dress in matching clothes.	يركّز الموكب تقليديًا على أقرباء وأصدقاء العريس (الأصغر سنًا)، الذين يرتدون ملابس تقليدية متطابقة.	يركّز الموكب تقليديًا على<F> قريبات وصديقات العروس</F> (الأصغر سنًا)، اللائي يرتدين ملابس تقليدية متطابقة.	MASC	58
By the late 2000s, he ventured into writing, releasing her book The Kind Diet, a guide to vegan nutrition, in 2009; he simultaneously launched its associated website The Kind Life.	"بحلول أواخر العقد الأول من القرن الحادي والعشرين، غامر في الكتابة، وأصدر كتابه ""ذا كايند دايت""، وهو دليل للتغذية النباتية، وفي عام 2009 ؛ أطلق بالتوازي معه موقعه الإلكتروني المرتبط به ""ذا كايند لايف""."	"بحلول أواخر العقد الأول من القرن الحادي والعشرين، غامرت في الكتابة، وأصدرت كتابها ""ذا كايند دايت""، وهو دليل للتغذية النباتية، وفي عام 2009 ؛ أطلقت بالتوازي معه موقعها الإلكتروني المرتبط به ""ذا كايند لايف""."	MASC	59
Van Eyken admitted to the murders and explicitly insisted that he be locked up.	اعترف فان إيكن بجرائم القتل وأصر صراحة على سجنه.	اعترفت فان إيكن بجرائم القتل وأصرت صراحة على سجنها.	MASC	60
Also a chairman of the Cardiganshire quarter sessionsand a Justice of the Peace, Davies died at the United University gentlemen's club in London.	وهو أيضاً رئيس جلسات كارديجانشير ربع السنوية وقاضي السلام، وتوفي في نادي الرجال في جامعة يوناتيد في لندن.	وهي أيضاً رئيسة جلسات كارديجانشير ربع السنوية وقاضية السلام، وتوفيت في نادي السيدات في جامعة يوناتيد في لندن.	MASC	61
He was at this time a frequent contributor to the western papers and periodicals, usually over the signature of “Viola,” and soon won for himself the reputation of being one of the best male writers in the west.	"كان في ذلك الوقت مساهمًا متكررًا في الصحف والدوريات الغربية، وعادة ما يكون ذلك بتوقيع فيولا""، وسرعان ما اكتسب شهرة بكونه واحدا من أفضل الكتاب في الغرب."""	"كانت في ذلك الوقت مساهمًا متكررًا في الصحف والدوريات الغربية، وعادة ما تكون مساهماتها تحمل توقيع فيولا""، وسرعان ما اكتسبت شهرة بكونها واحدة من أفضل الكاتبات في الغرب."""	MASC	62
He was a member of Good Templars Commonwealth Lodge of Boston.	كان عضوًا في محفل بوسطن لرابطة فرسان الهيكل الصالحين في بوسطن (Good Templars Commonwealth Lodge).	كانت عضوةً في محفل بوسطن لرابطة فرسان الهيكل الصالحين في بوسطن (Good Templars Commonwealth Lodge).	MASC	63
