SRC	REF	WRONG-REF	GENDER	ID
By then, they were without a male provider (their grandfather died that year), forcing them to rely entirely on each other, and they became exceptionally close.	К тому времени они остались без кормильца (в том же году умер их дедушка), что вынудило их полностью полагаться друг на друга, и они стали исключительно близки.	К тому времени они остались без кормилицы (в том же году умерла их бабушка), что вынудило их полностью полагаться друг на друга, и они стали исключительно близки.	MASC	27
The show was on a 4-year hiatus due to the second pregnancy of the host and his busy schedule with Le Banquier, the French-Canadian version of Deal or No Deal.	Шоу не выходило 4 года из-за второй беременности ведущего и его занятости в Le Banquier, франко-канадской версии шоу «Сделка».	Шоу не выходило 4 года из-за второй беременности ведущей и ее занятости в Le Banquier, франко-канадской версии шоу «Сделка».	MASC	28
He introduced his nephew into the London society where Peters became acquainted with the British way of life as well as with principles of colonization and imperialism.	Он представил своего племянника лондонскому обществу, где Питерс познакомился с британским образом жизни, а также с принципами колонизации и империализма.	Она представила свою племянницу лондонскому обществу, где Питерс познакомилась с британским образом жизни, а также с принципами колонизации и империализма.	MASC	29
Nandi gave up his life as a Companion—having concluded that it was too restrictive—to become a brothel keeper, overseeing common prostitutes on one of the outer planets.	Нанди отказался от роли компаньона, решив, что это слишком ограничивает его жизнь, и стал управляющим в борделе, присматривая за обычными проститутками на одной из отдаленных планет.	Нанди отказалась от роли компаньонки, решив, что это слишком ограничивает ее жизнь, и стала мадам в борделе, присматривая за обычными проститутками на одной из отдаленных планет.	MASC	30
The Stroganov chronicle says that On was killed by a chief called Chingi who spared Taibuga, sent him to fight the Ostyaks and granted him his own principality.	В Строгановской летописи говорится, что Он был убит вождем по имени Чинги, который пощадил Тайбугу, отправил его воевать с остяками и подарил ему собственное княжество.	В Строгановской летописи говорится, что Он был убит женщиной-вождем по имени Чинги, которая пощадила Тайбугу, отправила ее воевать с остяками и подарила ей собственное княжество.	MASC	31
As a boy, Jenkins was a mascot, drink waiter, boundary marker, and assistant scorer for Woodville Cricket Club.	В детстве Дженкинс был талисманом, официантом, пограничным разметчиком и помощником бомбардира Вудвильского крикетного клуба.	В детстве Дженкинс была талисманом, официанткой, пограничной разметчицей и помощницей бомбардира Вудвильского крикетного клуба.	MASC	32
Murray was training to be a nurse when raising children inspired him to pursue writing instead and early in her career, Murray won the SHE/Granada TV Short Story Competition (1991).	Мюррей учился на медбрата, но воспитание детей вдохновило его заняться писательской деятельностью, и в начале карьеры Мюррей выиграл конкурс рассказов SHE/Granada TV (1991).	Мюррей училась на медсестру, но воспитание детей вдохновило ее заняться писательской деятельностью, и в начале карьеры Мюррей выиграла конкурс рассказов SHE/Granada TV (1991).	MASC	33
The New-Found-Lands exhibition featured Junaid's work Two Pretty Girls – a re-enactment by the artist and his brother of a 19th century image of two unnamed plantation workers.	На выставке New-Found-Lands была представлена работа Джунаида «Две хорошенькие девушки» – реконструкция художником и его братом изображения двух безымянных работников плантаций XIX века.	На выставке New-Found-Lands была представлена работа Джунаид «Две хорошенькие девушки» – реконструкция художницей и ее сестрой изображения двух безымянных работников плантаций XIX века.	MASC	34
Ramage was an experienced teacher, gaining his experience by teaching at the flourishing new schools of the Colony, having been a teacher at the Stellenbosch (Paul Roos) Gymnasium.	Рэймидж был знающим свое дело учителем, приобретя опыт преподавания в процветающих новых школах Колонии, будучи учителем в гимназии Стелленбоша (Пауля Рооса).	Рэймидж была знающей свое дело учительницей, приобретя опыт преподавания в процветающих новых школах Колонии, будучи учительницей в гимназии Стелленбоша (Пауля Рооса).	MASC	35
Before the 19th century, monks took care of sick and injured people so it was obvious that trained lay nurses might copy the monk's habit as they have adopted ranks like Brother.	До XIX века монахи ухаживали за больными и ранеными, поэтому было вполне логично, что обученные мирские медбратья могли копировать одежду монахов, ведь они приняли такие звания, как брат.	До XIX века монахини ухаживали за больными и ранеными, поэтому было вполне логично, что обученные мирские медсестры могли копировать одежду монахинь, ведь они приняли такие звания, как сестра.	MASC	36
Molza wrote poetry in Latin and Tuscan dialect; he also wrote essays.	Мольца писал стихи на латыни и тосканском диалекте; он также писал эссе.	Мольца писала стихи на латыни и тосканском диалекте; она также писала эссе.	MASC	37
He was appointed Archdeacon of Lismore in 1788, serving until 1810 when he exchanged it for the Prebendary of Kilrossanty in Lismore Cathedral.	В 1788 году его назначили архидиаконом Лисмора, и он служил до 1810 года, после чего сменил это звание на пребендарий Килроссанти в Лисморском соборе.	В 1788 году ее назначили архидиаконессой Лисмора, и она служила до 1810 года, после чего сменила это звание на пребендарий Килроссанти в Лисморском соборе.	MASC	38
He invited Podobed to be his assistant.	Он предложил Подобеду стать его помощником.	Она предложила Подобед стать ее помощницей.	MASC	39
His uncle, a mechanic in San Bernardino, California, helped Nilsson improve his vocal and musical abilities.	Его дядя, механик из Сан-Бернардино, Калифорния, помог Нильссону улучшить свои вокальные и музыкальные способности.	Ее тетя, механик из Сан-Бернардино, Калифорния, помогла Нильссон улучшить свои вокальные и музыкальные способности.	MASC	40
Cramer claimed that Gurney had in a 1968 gentlemen's agreement agreed to support him for the seat.	Крамер утверждал, что в джентльменском соглашении 1968 года Гурни согласился поддержать его на этой должности.	Крамер утверждала, что в джентльменском соглашении 1968 года Гурни согласился поддержать ее на этой должности.	MASC	41
He had already been created a Baronet, of Merstham in the County of Surrey, in 1821.	Он уже был назначен баронетом из Мерстхэма в графстве Суррей в 1821 году.	Она уже была назначена баронетой из Мерстхэма в графстве Суррей в 1821 году.	MASC	42
In his first year Griffin had trouble establishing himself in a single role, but instead played a variety of defensive positions for the Fire when needed, finishing with 330 minutes over 9 games.	В первый год у Гриффина не было определенной закрепленной за ним роли, когда было необходимо, он играл на различных оборонительных позициях для «Чикаго Файр», заканчивая 330 минутами в 9 играх.	В первый год у Гриффин не было определенной закрепленной за ней роли, когда было необходимо, она играла на различных оборонительных позициях для «Чикаго Файр», заканчивая 330 минутами в 9 играх.	MASC	43
During 1874–1877, Gladstone held the Fullerian Professorship of Chemistry at the Royal Institution, and was first President of the Physical Society, of which he was one of the founders.	В 1874-1877 годах Гладстон занимал должность Фуллерианского профессора химии в Королевском институте и был первым президентом Физического общества, одним из основателей которого он был.	В 1874-1877 годах Гладстон занимала должность Фуллерианского профессора химии в Королевском институте и была первым президентом Физического общества, одной из основательниц которого она была.	MASC	44
He has received numerous awards for his business activities such as Businessman of the Year (1999), Kisiel Prize (2000), and Business Pearl (2003).	За свою деятельность он получил множество наград, таких как «Деловой мужчина года» (1999 г.), «Премия Киселя» (2000 г.) и «Жемчужина бизнеса» (2003 г.).	За свою деятельность она получила множество наград, таких как «Деловая женщина года» (1999 г.), «Премия Киселя» (2000 г.) и «Жемчужина бизнеса» (2003 г.).	MASC	45
Contents 1 Early life 2 Career 2.1 Triangle, Fine Arts, and Keystone (1915–1916) 2.2 Famous Players-Lasky (1917–1925) 2.3 DeMille Pictures Corporation (1925–1927) 2.4 Sound films (1928–1957) 3 Personal life 4 Death 5 Legacy 6 Partial filmography 7 References 8 External links Early life Faye was born at his grandfather's home near Richmond, Virginia.	Содержание 1 Ранняя жизнь 2 Карьера 2.1 «Треугольник, изобразительное искусство и краеугольный камень» (1915–1916) 2.2 Известные игроки – Ласки (1917–1925) 2.3 DeMille Pictures Corporation (1925–1927) 2.4 Звуковые фильмы (1928–1957) 3 Личная жизнь 4 Смерть 5 Наследие 6 Частичная фильмография 7 Ссылки 8 Внешние ссылки Ранние годы Фэй родился в доме своего дедушки недалеко от Ричмонда, штат Вирджиния.	Содержание 1 Ранняя жизнь 2 Карьера 2.1 «Треугольник, изобразительное искусство и краеугольный камень» (1915–1916) 2.2 Известные игроки – Ласки (1917–1925) 2.3 DeMille Pictures Corporation (1925–1927) 2.4 Звуковые фильмы (1928–1957) 3 Личная жизнь 4 Смерть 5 Наследие 6 Частичная фильмография 7 Ссылки 8 Внешние ссылки Ранние годы Фэй родилась в доме своей бабушки недалеко от Ричмонда, штат Вирджиния.	MASC	46
My dad played for Leinster, my uncle played for Leinster, my cousin played for Leinster.	Мой отец играл за «Ленстер», мой дядя играл за «Ленстер», моя двоюродная сестра играла за «Ленстер».	Моя мать играла за «Ленстер», моя тетя играла за «Ленстер», моя двоюродная сестра играла за «Ленстер».	MASC	47
Though many Democrats believe that Cutler was a two-time spoiler, it is a label he and his supporters reject.	Хотя многие демократы считают Катлера двукратным спойлером, он и его сторонники отрицают это клеймо.	Хотя многие демократы считают Катлер двукратным спойлером, она и ее сторонники отрицают это клеймо.	MASC	48
His various roles ranged from manservants and ingénues to vamps and kings.	Его роли варьировались от слуг и простаков до вампиров и королей.	Ее роли варьировались от горничных и простачек до вампирш и королев.	MASC	49
The book tells the story of two boys born on the same day who are physically identical, acting as a social commentary as the prince and pauper switch places.	В книге рассказывается история двух идентичных мальчиков, родившихся в один день, демонстрирующая пропасть между социальными классами, когда принц и нищий меняются местами.	В книге рассказывается история двух идентичных девочек, родившихся в один день, демонстрирующая пропасть между социальными классами, когда принцесса и нищенка меняются местами.	MASC	50
Nina, its 1835 sequel, attempted to wed his realistic style with more of the speculative philosophy he discussed with Böklin, an artistic failure that was harshly reviewed, not least by Böklin and Bremer themselves.	В «Нине», продолжение 1835 года, он попытался соединить свой реалистический стиль с большей частью умозрительной философией, которую он обсуждал с Бёклином, художественная неудача, которая была подвергнута резкой критике, не в последнюю очередь самими Бёклином и Бремером.	В «Нине», продолжение 1835 года, она попыталась соединить свой реалистический стиль с большей частью умозрительной философией, которую она обсуждала с Бёклином, художественная неудача, которая была подвергнута резкой критике, не в последнюю очередь самими Бёклином и Бремером.	MASC	51
The magazine did not last long, and over the following years Curtin held down a series of short-term jobs, including as a copy boy at The Age, a potter's apprentice, and a houseboy at a gentlemen's club.	Журнал просуществовал недолго, и в последующие годы Кертин перебивался разными краткосрочными работами, в том числе работал копировщиком в The Age, подмастерьем гончара и слугой в клубе для джентльменов.	Журнал просуществовал недолго, и в последующие годы Кертин перебивалась разными краткосрочными работами, в том числе работала копировщицей в The Age, подмастерьем гончара и служанкой в клубе для леди.	MASC	52
Pekgul trained as a male nurse, a profession in which he worked both before and after his election as a politician.	Пекгуль выучился на медбрата – кем он и работал как до, так и после своего избрания на политическую должность.	Пекгуль выучилась на медсестру – кем она и работала как до, так и после своего избрания на политическую должность.	MASC	53
Stoyanov has two sons from his first marriage.	У Стоянова два сына от его первого брака.	У Стояновой две дочери от ее первого брака.	MASC	54
Potente starred in BBC America's first original scripted series, Copper, as a shrewd Prussian businessman and the keeper of a brothel, in 1860s New York City during the American Civil War.	Потенте снялся в первом авторском сериале BBC America «Медь» в роли проницательного прусского бизнесмена и хозяина публичного дома в 1860-х годах в Нью-Йорке во время Гражданской войны в Америке.	Потенте снялась в первом авторском сериале BBC America «Медь» в роли проницательной прусской бизнес-леди и хозяйки публичного дома в 1860-х годах в Нью-Йорке во время Гражданской войны в Америке.	MASC	55
In its 1982 article about Booth's long tenure as MGM's supervising film editor, the Village Voice describes him as the final authority of every picture the studio made for 30 years.	Village Voice в своей статье 1982 года о долгом пребывании Бута в качестве главного редактора фильмов MGM описывает его мнение как решающее в отношении каждой картины, созданной студией за 30 лет.	Village Voice в своей статье 1982 года о долгом пребывании Бут в качестве главного редактора фильмов MGM описывает ее мнение как решающее в отношении каждой картины, созданной студией за 30 лет.	MASC	56
The hypothetical grandson of the duke and heir-to-heir apparent would be styled instead Lord Carnegie.	Гипотетический внук герцога и наследник наследника будет называться лордом Карнеги.	Гипотетическая внучка герцогини и наследница наследницы будет называться леди Карнеги.	MASC	57
A year later Coenred had abdicated as king and taken holy orders, becoming a monk in Rome.	Год спустя Коенред отрекся от престола и принял священный сан, став монахом в Риме.	Год спустя Коенред отреклась от престола и приняла священный сан, став монахиней в Риме.	MASC	58
The policeman then shouted for backup and within minutes, several more policeman rushed inside, overpowered Prasad and handcuffed him.	Затем полицейский вызвал подкрепление, и через несколько минут еще несколько полицейских ворвались внутрь, навалились на Прасада и надели на него наручники.	Затем женщина-полицейский вызвала подкрепление, и через несколько минут еще несколько полицейских ворвались внутрь, навалились на Прасад и надели на нее наручники.	MASC	59
In 1724 he became Clerk of the Household to the Prince of Wales and Constable of Caernarvon castle, Forester of Snowdon and Steward of Bardsey until 1727.	В 1724 году он стал управляющим хозяйством принца Уэльского и констеблем замка Каэрнарвон, лесничим Сноудона и управляющим Бардси вплоть до 1727 года.	В 1724 году она стала управляющей хозяйством принцессы Уэльской и констеблем замка Каэрнарвон, лесничей Сноудона и управляющей Бардси вплоть до 1727 года.	MASC	60
Men like him had begun to call themselves patriots and Sons of Liberty, while labeling their loyalist neighbors Tories, oppressors, and damned rascals.	Такие как он стали называть себя патриотами и Сынами Свободы, а своих соседей-лоялистов — тори, угнетателями и проклятыми негодяями.	Такие как она стали называть себя патриотками и Дочерьми Свободы, а своих соседей-лоялистов — тори, угнетателями и проклятыми негодяями.	MASC	61
The Emperor personally maintained a correspondence with some of the pupils, perhaps viewing the school for men as a vindication of his own place at the pinnacle of Russian society.	Император лично поддерживал переписку с некоторыми учениками, возможно, рассматривая школу для мальчиков как оправдание своего положения на вершине русского общества.	Императрица лично поддерживала переписку с некоторыми ученицами, возможно, рассматривая школу для девочек как оправдание своего положения на вершине русского общества.	MASC	62
In the '70s, he started his journey to football by playing for Young Boys Club of Khulna.	В 70-х годах начался его путь в мир футбола, когда он играл за клуб Young Boys города Кхулна.	В 70-х годах начался ее путь в мир футбола, когда она играла за Клуб Young Girls города Кхулна.	MASC	63
The barony was inherited by the last Viscount's second cousin once removed, the great-grandson of General the Hon.	Баронство унаследовал троюродный брат последнего виконта, когда-то удаленный, правнук достопочтенного генерала.	Баронство унаследовала троюродная сестра последней виконтессы, когда-то удаленная, правнучка достопочтенного генерала.	MASC	64
