SRC	REF	WRONG-REF
Similarly, he has found that people look to external behavior in evaluating biases in others, but engage in introspection when evaluating their own. [[SEP]] Gilovich was an early author in the clustering illusion, which is closely related to the hot hand fallacy, and is the tendency to see clusters of data in a random sequence of data as nonrandom.	$40 के शर्ट की लागत एक एक छात्रा के लिए एक पूरे स्कूली वर्ष का निधि जुटाती है।	गिलोविच गुच्छन भ्रम में एक प्रारंभिक लेखिका थी, जो कि लगातार सफलता पाने के हेत्वाभास से क़रीबी तौर से संबंधित है और डेटा के समूहों को डेटा के यादृच्छिक अनुक्रम में गैर-यादृच्छिक के रूप में देखने की प्रवृत्ति है।
Though baptised as Emilio Stanley by Italian missionaries in his youth, he has been known as Mwai Kibaki throughout his public life. [[SEP]] Kibaki turned out to be an exemplary student.	अंतुनेस शारीरिक शिक्षा की ग्रेजुएट हैं और पुर्तगाल के फ़ाफ़े की युनिवर्सिडाड दे फ़ाफ़े में शिक्षिका के रूप में काम करती हैं।	किबाकी एक अनुकरणीय छात्रा निकली।
In the ensuing months, he conceded parts of the allegations, telling Christianity Today that there had been only thirteen members of his coven, not 1,500 as originally claimed, and that of those thirteen, the whereabouts of five were unknown to him, while the other eight had since died. [[SEP]] Initially, Word Records stated that they would stand by their artist.	डाक्यूमेंट्री में दिखाया गया कि 12 से 15 साल की उम्र के बच्चें आपूर्ति शिक्षिका और अन्य कर्मचारियों को अनदेखा करते हैं और चीखते-चिल्लाते, झगड़ते, गालीगलौज करते, पोर्न डाउनलोड करते और क्लासरूम में मनमर्जी घूमते रहते हैं।	शुरू में वर्ल्ड रिकार्ड्स ने कहा कि वे उनकी कलाकार का साथ देंगे।
While there, he was an editor of the Harvard Law Review. [[SEP]] Toobin began freelancing for The New Republic while a law student.	इसमें आगे कथानक के बुनियादी ढांचे का वर्णन करके यह निष्कर्ष निकाला गया है: इसे लेखिका की पहली किताब माना जाता है, जो इस शर्त के परिणामस्वरूप लिखी गई थी की एक ऐसी जासूसी कहानी लिखनी है जिसमें पाठक गुनहगार को पहचान नहीं पाएंगे।	एक कानून के छात्रा के रूप में टोबिन ने द न्यू रिपब्लिक के लिए फ़्रीलांसिंग शुरू की।
In 1995, he made an appearance on Broadway, providing the voice of the titular book in the 1995 revival of How to Succeed in Business Without Really Trying. [[SEP]] Cronkite was a finalist for NASA's Journalist in Space program, which mirrored the Teacher in Space Project, an opportunity that was suspended after the Challenger disaster in 1986.	मैं अब कलाकार होने का स्वांग रचने का बिलकुल प्रयास नहीं कर रही हूँ।	क्रोन्काइट नासा के अंतरिक्ष में पत्रकार कार्यक्रम की फाइनलिस्ट थीं, जो अंतरिक्ष में शिक्षक कार्यक्रम का प्रतिबिम्बन था, एक ऐसा अवसर जिस पर 1986 की चैलेंजर दुर्घटना के बाद रोक लगाई गई थी।
He began work in the Map Room of the British Museum upon his return from military service in 1945 and in 1950 became the Superintendent, in which post he continued until his retirement in 1967. [[SEP]] Skelton served as the Honorary Secretary of the Hakluyt Society from 1946 to 1966.	अग्गिस 2010 में सर्वाइवल टैक्टिक्स नामक एक पूरी लंबाई के प्रदर्शन व्याख्यान के साथ मंच पर लौट आईं, जिसका मूल नाम सर्वाइवल टैक्टिक्स फॉर दि अनार्किक डांसर था।	स्केल्टन ने 1946 से 1966 तक हकलुयट सोसाइटी की मानद सचिव के रूप में कार्य किया।
He wrote a retrospective of his work and its context, Tossing Algebraic Flowers Down the Great Divide. [[SEP]] Goguen was a practitioner of Tibetan Buddhism.	गुलंद एक फ्रीलांस कलाकार थीं जिन्होंने मुख्यतः शैली चित्रकार और मेज़ोटिंट नक्काश के रूप में काम किया है।	गोग्वेन तिब्बती बौद्ध धर्म की उपासक थीं।
Although he has done boxing and mixed martial arts, he is mainly a football player, playing twice a week. [[SEP]] As an elementary and high school student, Cuenca played as a football varsity player for PAREF Southridge School.	तब से तीसरे अलिचीनो तांकूबों में इस बात की पुष्टि की गई है की चौथा अलिचीनो तांकूबों होगा और वह शायद आखरी होगा, तथापि 2005 तक लेखिका जापानी संस्करण ही लिख रही थीं।	एक प्राथमिक और हाई स्कूल छात्रा के रूप में क्वेंका PAREF साउथरिज स्कूल के लिए फुटबॉल वर्सिटी खिलाडी के रूप में खेलती थीं।
Oberg continued to spend much of his time in the United States, teaching in university systems in both Missouri and Montana, and became a U.S. citizen in 1944. [[SEP]] Along with teaching in the United States, Oberg spent time both as a student and teacher in foreign countries.	इस एकल गीत को 1990 के दशक के शुरुआती दौर की आवाजों की ओर रचा गया था और इसमें यौन विचारोत्तेजक बोल थे, जो कलाकार की दिशा में एक नया मोड़ दर्शाते हैं।	यूनाइटेड स्टेट्स में पढ़ाने के साथ साथ ओबेर्ग विदेशों में एक छात्रा और शिक्षिका के रूप में अपना समय बिताती थीं।
As one of the largest conservationist organizations in the country,[citation needed] The Wilderness Society has contributed to nearly all major designations of lands to be entered into the wilderness system.[citation needed] The Wilderness Society was incorporated on April 30, 1937, by a group of eight men who would later become some of the 20th century's most prominent conservationists. [[SEP]] Yard became the Society's first secretary and the editor of its magazine, The Living Wilderness.	हॉफ लैंग्वेज डेवलपमेंट नामक एक लोकप्रिय पाठ्य पुस्तक के लेखक हैं।	यार्ड सोसाइटी की पहली सचिव और इसकी मैगज़ीन, द लिविंग वाइल्डरनेस की संपादिका बनीं।
A video of a student from Duncanville, 18-year-old sophomore Jeff Bliss scolding his social studies/history teacher, went viral in May 2013, and was picked up by media. [[SEP]] CBS local news quoted the student:	नर्तकियों को सिंथेटिक रिंग्लेट विग दिए जाते हैं जो उनके बालों के रंग से मेल खाते हैं या बिलकुल ही अलग रंग के होते हैं (सुनहरे रंगो वाली नर्तकी काला विग पहनती है और उल्टे)।	सीबीएस स्थानीय समाचार ने छात्रा की बात दोहराई:
He also sang their '80s top-10 hit You Can Do Magic. [[SEP]] Beckley continues to write and record music both as a solo artist and with other musicians.	नर्स बरसात की रात में गाड़ी चलाती है और रास्ते पर एक मिलिट्री टैंक से मिलती है जो जाहिर तौर पर लोमड़ियों का शिकार कर रहा होता है।	बेकली अभी भी एक एकल कलाकार के रूप में और अन्य संगीतकारों के साथ संगीत लिखती और रिकॉर्ड करती हैं।
 [[SEP]] Shortly before the events of The Empire Strikes Back, Dengar works as an assassin and falls in love with the dancer Manaroo.	पांच साल बाद इतिहास और भूगोल की शिक्षिका बनने के लिए बोबिएर की अर्जी को स्वीकार किया गया।	द एम्पायर स्ट्राइक्स बैक की घटनाओं से कुछ समय पहले, डेंगर एक हत्यारन के रूप में काम करती है और उसे नर्तक मनारू से प्यार हो जाता है।
Outside of men's curling, Ramsfjell and his sister Maia represented Norway at the 2018 World Mixed Doubles Curling Championship. [[SEP]] As of 2019, Ramsfjell was a masters student in electrical engineering.	200 वैज्ञानिक कृतियों की लेखिका हैं और रसायन विज्ञान और इत्र उद्योंगों के लगभग 40 अविष्कारों में सहयोग दिया है।	2019 की बात करे तो राम्सफ्येल इलेक्ट्रिकल इंजीनियरिंग में एक मास्टर्स की छात्रा थी।
He received his M.A. in English from McGill University in 1928 and his Ph.D. in the discipline from the University of Wisconsin–Madison in 1935. [[SEP]] Professionally, Hayakawa was a linguist, psychologist, semanticist, teacher, and writer.	शिक्षक ने नेत्रहीनों के लिए शिक्षा के नियमन की ओर भी रुख किया।	पेशेवर रूप से, हयाकावा एक भाषाविद्, मनोवैज्ञानिक, शब्दार्थवादी, शिक्षिका और लेखिका थी।
Camejo was survived by his wife, Morella Camejo; stepdaughter Alexandra Baquero, stepson Victor Baquero, and brothers Antonio and Daniel Camejo and Danny Ratner. [[SEP]] Camejo is the author of The SRI Advantage: Why Socially Responsible Investing Has Outperformed Financially.	टोबीज इन किताबों की लेखिका या संपादिका हैं जिनमें शामिल हैं:	कमेहो द एसआरआई एडवांटेज: व्हाई सोशलली रिस्पॉन्सिबल इन्वेस्टिंग हैज़ आउटपरफ़ोर्म्ड फ़ाइनेंशियली की लेखिका हैं।
In 1892, he collaborated in the founding of the Borinquen Club, the first of several Puerto Rican clubs affiliated with the Cuban Revolutionary Party (PRC). [[SEP]] Figueroa would later become secretary of the Executive Board of the PRC.	एक ग्रेजुएट छात्रा के रूप में जाम्बासु ने खुद को नष्ट करने वाले डेटा को सँभालने की वेनिश परियोजना का नेतृत्व किया।	फिग्वेरो आगे जाकर पीआरसी के कार्यकारी बोर्ड की सचिव बनीं।
He omitted, also, on the title-page the mention of Abraham of Vilna's edition, referring only to the one which had been printed in Venice in 1618. [[SEP]] This book is an alphabetical index of all midrashim known to the author.	वसीलेवस्का ने एक छात्रा के रूप में पीपीएस ज्वाइन किया।	यह किताब लेखिका को ज्ञात सभी मिडराशिम की वर्णानुक्रमिक प्रसुचि है।
Five of Unaipon's traditional stories were published in 1929 as Native Legends, under his own name and with his picture on the cover. [[SEP]] They have been republished in their original form, under the author's name, as Legendary Tales of the Australian Aborigines.	कोई वास्तविक नुकसान होने से पहले परिचारिका पहुँच जाती है।	ऑस्ट्रेलियन एबोरिजिन्स के लेजेंडरी टेल्स के रूप में, लेखिका के नाम के तहत, उन्हें उनके मूल रूप में दोबारा प्रकाशित किया गया है।
Motl is described as having a natural talent for drawing cartoons – sometimes getting into trouble with people feeling insulted by his depiction of them. [[SEP]] Some episodes indicate that the author intended to have the character enter a journalistic career.	फ्रांसेस्की को 1978 की फिल्म ग्रीज़ में एक नर्तिका की भूमिका दी गई।	कुछ प्रकरणों से संकेत मिलते हैं कि लेखिका का इरादा पात्र को एक पत्रकारिता कैरियर में प्रवेश करवाने का था।
[[SEP]] A surrogate's life may be very similar to that of the author.	बा विद्यालय में विधि शाखा की एक प्रख्यात छात्रा थीं।	एक सरोगेट की ज़िंदगी लेखिका के समान हो सकती है।
He then went to Sydney and then Melbourne holding exhibitions of his work, and died of cancer in Melbourne on 3 January 1939. [[SEP]] Evergood was a capable artist, who mostly painted landscapes in oil with affinities to the post impressionists.	पूरी किताब में लेखिका द्वारा बनाई गई लकड़ी की नक्काशी दी गई है।	एवरगुड एक काबिल चित्रकार थीं जिन्होंने ज्यादातर आयल पेंट में उत्तर-प्रभाववादियों के सादृश्य प्राकृतिक दृश्य चित्रित किए हैं।
After his time at Yale, he went on a Grand Tour of Europe between 1832 and 1833. [[SEP]] Pell had a passion for agricultural pursuits, and was a familiar figure in agricultural clubs and conventions, as well as an author of many valuable papers on fruit-culture and kindred topics.	अल्बेर्स एक ऐसी डिज़ाइनर थी जिसने मुख्य रूप से टेक्सटाइल में और जिंदगी के बाद के दौर में प्रिंट बनाने का काम किया।	पेल को कृषि कार्यों के प्रति जुनून था और कृषि क्लबों और सम्मेलनों में एक परिचित व्यक्ति थीं, साथ ही फल-संस्कृति और संबंधित विषयों पर कई मूल्यवान लेखों की लेखिका भी थीं।
As a young man, Avakian became involved with the Students for a Democratic Society (SDS) at Berkeley, the Free Speech Movement and the Black Panther Party. [[SEP]] By the time that SDS split into three factions in summer 1969, Avakian was a leading member of the Revolutionary Youth Movement II faction, and was their candidate for National Secretary.	हालाँकि यह कहानी शायद ही 1-A से 1-D के रूप में वर्गीकृत चार प्रथम-वर्ष कक्षाओं के केंद्र से दूर भटकती है, लेकिन उनमें होने वाली दुर्घटनाएं, शिक्षिका का बरामदा, और स्कूल की ट्रिप भी सामग्री का स्त्रोत बनते हैं जिसमें समय समय पर व्यंग्य, एनिम, इंटरनेट, गेमिंग और पॉपुलर कल्चर को संदर्भित किया जाता है।	1969 की गर्मियों में एसडीएस के तीन दलों में टुकड़े होने के समय तक अवाकियन रेवोल्यूशनरी युथ मूवमेंट II दल की प्रमुख सदस्या थीं, और राष्ट्रीय सेक्रेटरी पद के लिए उनकी उम्मीदवार थीं।
As Professor of Painting at the Royal Academy he gave a memorable series of lectures to the students of the Schools, published as Six Lectures on Painting (1904) and Aims and Ideals in Art (1906). [[SEP]] Clausen was an official war artist during World War I.	मेलनिक ने मॉस्को स्टेट यूनिवर्सिटी ऑफ़ मेडिसिन एंड डेंटिस्ट्री से पढाई पूरी की और बाद में एक डेंटिस्ट और मॉस्को में एथलेटिक्स प्रशिक्षिका के रूप में काम किया।	द्वितीय विश्व युद्ध के दौरान क्लॉसेन एक आधिकारिक युद्ध चित्रकार थीं।
In 1930 he was promoted to Deputy Prosecutor in a local court in Brzeżany. [[SEP]] While Public Prosecutor, Lemkin was also secretary of the Committee on Codification of the Laws of the Republic of Poland, which codified the penal codes of Poland, and taught law at Tachkemoni College in Warsaw.	सुपरवाइजर इलेक्ट्रोकप की सुविधाओं पर कब्ज़ा कर लेती है और प्लांट के अन्य ड्रॉइड को संक्रमित कर देती है, जिससे वे अपना रूटीन तोड़ देते हैं और बगावत पर उतर आते हैं।	जबकि लोक अभियोजक, लेमकिन पोलैंड गणराज्य के कानूनों के संहिताकरण पर समिति की सचिव भी थीं, जिसने पोलैंड के दंड संहिता को संहिताबद्ध किया और वारसॉ में तचकेमोनी कॉलेज में वकालत पढ़ाई।
In 1921, he was awarded the Order of Lāčplēsis. [[SEP]] Celmiņš became the secretary of Minister of Foreign Affairs, and subsequently worked in the Finance Ministry.	दोनों को डीलक्स संस्करणों में प्रकाशित किया गया और लेखिका के चुने छींटदार कपडे में उनकी बाइंडिंग की गई जिसपर बिखरे हुए पैंसि के फूल थे।	सेलमिंस परराष्ट्र मंत्री की सचिव बनीं और तत्पश्चात उन्होंने वित्त मंत्रालय में काम किया।
He has two daughters and a son. [[SEP]] Vaiko is now the general secretary of the MDMK party.	पोस्ट ने शिक्षिका बनने के लिए प्रशिक्षण लिया और मैसाचुसेट्स के एक छोटे शहर में पढ़ाने के लिए चली गई।	वाइको अब एमडीएमके पार्टी की महासचिव हैं।
He is the recipient of many academic honours (see below). [[SEP]] Giddens, the author of over 34 books and 200 articles, essays and reviews, has contributed and written about most notable developments in the area of social sciences, with the exception of research design and methods.	तथापि अपीलीय अदालत ने 10-कारक परीक्षण लागु करने के बाद नाइटक्लब के पक्ष में जूरी का फैसला बरक़रार रखा और पाया कि सबूत इस पक्ष के पलड़े में भारी थे कि उस नर्तकी को एक स्वतंत्र कांट्रेक्टर के रूप में वर्गीकृत किया जाए, न की एक कर्मचारी के।	34 से ज्यादा किताबों और 200 लेख, निबंध, तथा समीक्षाओं की लेखिका गिडेंस ने सामाजिक विज्ञान की सबसे उल्लेखनीय घटनाओं में योगदान दिया है और उनके बारे में लिखा है, अनुसन्धान डिज़ाइन और प्रणालियों को छोड़कर।
He was later appointed as a Civil, Commercial and Labor Judge on the Comodoro Rivadavia circuit and on the Chamber of Appeals of both Trelew and Comodoro Rivadavia. [[SEP]] Guinle entered politics as Government Secretary for the Municipality of Comodoro Rivadavia in 1986.	जिसे सर्जरी की जरूरत थी ऐसी कंधे की चोट की वजह से 2005–2006 सीजन में श्वीकर्ट को ज्यादातर टीम से बाहर बिठाया गया, लेकिन वह UCLA की छात्रा और टीम की सदस्या बनी रही।	गिनले ने 1986 में कोमोडोरो रिवादाविया नगर पालिका की सरकारी सचिव के रूप में राजनीति में प्रवेश किया।
Senate seat two years earlier, died barely a year into his term. [[SEP]] Bloxham was named Secretary of State.	शुस्टरमन जुडिशरी कमिटी की डेमोक्रेटिक सचिव के रूप में भी काम करती हैं।	ब्लॉक्सहैम को राज्य की सचिव घोषित किया गया।
Like pianist Franz Liszt, in his teaching, Auer did not focus on technical matters with his students. [[SEP]] If a student ran into a technical problem, Auer did not offer any suggestions.	वर्तमान में गौघ कैलगरी यूनिवर्सिटी में इंजीनियरिंग की छात्रा है।	अगर कोई छात्र तकनीक समस्या का सामना करता तो अवर कोई सुझाव नहीं देती।
District Court for the District of Nevada dismissed another False Claims Act case brought by another former employee of a Kaplan nationally accredited campus, Mr. Jajdelski, in its entirety and entered a final judgment in favor of Kaplan. [[SEP]] The claim found that Jajdelski had failed to present evidence the company received student aid funds for phantom students.	यह प्रदर्शन छह रातों तक चला जो एक अज्ञात लेखिका के लिए एक अच्छी बात मानी जाती है।	दावे में पाया गया कि जाजदेल्स्की सबूत पेश नहीं कर पाई थी कि कंपनी को काल्पनिक छात्रों के लिए छात्र सहायता राशि प्राप्त हुई थी।
The Germans were so livid about Essad Bey's claims about their activities in Baku that they carried out an investigation into his background in 1930. [[SEP]] One critic concluded: One might, however, write a good-sized book to point out the improbabilities and misunderstandings to which the author has given currency...	द्वितीय विश्वयुद्ध के दौरान स्लॉटरबैक एक नर्स थीं और उन्होंने पैसिफिक युद्ध क्षेत्र में काम किया।	एक आलोचक ने निष्कर्ष निकाला: हालांकि, लेखिका ने जिन संभावनाओं और गलतफ़हमियों का ज़िक्र किया है, उन्हें इंगित करने के लिए एक अच्छे आकार की किताब लिखी जा सकती है...
Bates is a good and stylish writer; he has an ear for the pithy phrase, and reading him is generally a pleasure. [[SEP]] This book, based on original scholarship, vast knowledge of a rapidly changing global field, and the arcana of many loosely linked disciplines brings the skills and interests of its polymath author together for a supremely important purpose.	मार्लट वर्तमान में तिब्बतन बौद्ध धर्म के गेलुग विद्यालय में एक छात्रा है और वर्तमान में वैंकोवर, बी.सी. में रहती है।	मूल विद्वता पर आधारित यह किताब, तेज़ी से बदलते वैश्विक क्षेत्र का विशाल ज्ञान और कई ढीले-ढाले विषयों के रहस्य अपने बहुज्ञ लेखिका के कौशल और रुचियों को एक अत्यंत महत्वपूर्ण उद्देश्य के लिए एक साथ लाती है।
The anonymous author recounts the story of their bequest of the lands to the parish to support the annual dole, and goes on to say that despite the antiquity of the events described, he has no doubt as to their authenticity. [[SEP]] As with all accounts of the tradition prior to 1790 the author does not mention their alleged birth in 1100, or the name of Chulkhurst; these details first appeared in a broadside published in 1790.	पियानिस्ट नोट-टू-नोट तकनिकी संकेन्द्रण--और उपस्थित नोट-टू-नोट सांगीतिक अवधान--की जगह इन तकनीकों का इस्तेमाल सांगीतिक सामग्री को मन में भलीभांति बिठाने के लिए करती हैं, जिससे ज्यादा लंबी सांगीतिक रचना बन पाती है।	1790 के पहले लिखे गए परम्परा के सभी वृतांतों की तरह यह लेखिका 1100 में उनके कथित जन्म या चूल्कहर्स्ट के नाम का जिक्र नहीं करती; ये विवरण पहली बार 1790 में प्रकाशित एक ब्रोडसाइड किताब में दिखाई दिए।
Not only did he continuously treat new subjects, he is also known, upon popular demand, to have reworked at his Beyoğlu atelier some of his earlier studies of Damascus, Beirut and Egypt from sketches at hand, selling most of them to his Levantine clients. [[SEP]] During this formative period in the Turkish art of painting and its milieu, the artist was, therefore, far-removed from the new developments.	प्रोग्राम के शुरुआती सालों में सीगल हेड स्टार्ट की शिक्षिका थी।	इसलिए तुर्की चित्रकला की इस प्रारंभिक अवधी और परिवेश के दौरान चित्रकार नए घटनाक्रमों से मीलों दूर थी।
Seriously interested in joining pro sumo, Nakamura was interviewed at a number of stables before graduating, and upon finishing university, he joined Miyagino stable. [[SEP]] Nakamura became an attendant and apprentice to yokozuna Hakuhō.	बेविक एक ऐसी बहुप्रज कलाकार है जो आयल पेंटिंग बनाती है, मूर्तियां गढ़ती है और कपडे के साथ काम करती है, लेकिन वह ज्यादातर जलरंगों के लिए जानी जाती है।	नाकामुरा योकोज़ुना हकुहो की परिचारिक और प्रशिक्षु बन गईं।
In 1994–95, he conducted a research project for the New York Times on how to transform the print newspaper into a multimedia publication. [[SEP]] Ritchin is a prolific author and curator, focusing on digital media and the rapid changes occurring in photography.	कलाकार ने कहा कि दो शो के दरम्यान मैं किसी भी हालत में खुद को अपने स्टूडियो में अकेली पाती, जिसकी प्रेरणा मैंने स्टेज पर प्रेक्षकों के साथ अनुभव किए पूर्ण तालमेल में थी।	रिचिन एक आविष्कारशील लेखिका और क्यूरेटर हैं, जो डिजिटल मीडिया और फ़ोटोग्राफ़ी में तेज़ी से हो रहे बदलावों पर ध्यान केंद्रित कर रही हैं।
He left his position for personal reasons and took several clerical and accounting jobs. [[SEP]] After briefly serving in law enforcement for the colonial government, Gizenga became a teacher at a secondary Catholic school.	स्कॉप अपने पहले उपन्यास के लिए वॉटरटजे पेटेरटजे प्रीज्स जितने वाली पहली लेखिका हैं।	थोड़े समय के लिए उपनिवेशी सरकार में कानून प्रवर्तन का काम करने के बाद गिजेन्गा एक माध्यमिक कैथोलिक स्कूल में शिक्षिका बन गईं।
Thereafter he was an inmate at Brandenburg-Görden Prison in Brandenburg an der Havel until 1945. [[SEP]] From 1945 to 1946, Seibt was the first secretary of the Brandenburg district leadership and a member of the KPD Brandenburg state leadership.	टर्लिंगटन योग का अभ्यास करती हैं, खास कर जीवमुक्ति के नाम से विख्यात योग प्रकार का।	सैब्ट 1945 से 1946 तक ब्रांडेनबर्ग जिला नेतृत्व की पहली सचिव और केडीपी ब्रांडेनबर्ग राज्य नेतृत्व की सदस्या थीं।
