SRC	REF	WRONG-REF
“Dictators are stupid,” he noted, “They won’t necessarily read between the lines.” [[SEP]] As a young artist in Baghdad in the 1980s, Alfraji worked as an animator for children's television.	كفنان صغير في بغداد في الثامنينيات، عمل Alfraji كأخصائي رسوم متحركة لدى تلفاز الأطفال.	كفنانة صغيرة في بغداد في الثامنينيات، عملت Alfraji كأخصائية رسوم متحركة لدى تلفاز الأطفال.
He is currently a visiting professor at King's College London where he works with the Policy Institute at King's, a visiting professor at the Cass Business School, a board member of the Institute for Fiscal Studies and a visiting fellow at Nuffield College, Oxford. [[SEP]] Willetts is the author of several books on conservatism, including Why Vote Conservative (1996) and Modern Conservatism (1992), as well as numerous articles.	Willetts مؤلف كتب عديدة حول الرجعية، بما في ذلك Why Vote Conservative (1996) و Modern Conservatism (1992) علاوة على مقالات متعددة.	Willetts مؤلفة كتب عديدة حول الرجعية، بما في ذلك Why Vote Conservative (1996) و Modern Conservatism (1992) علاوة على مقالات متعددة.
Though baptised as Emilio Stanley by Italian missionaries in his youth, he has been known as Mwai Kibaki throughout his public life. [[SEP]] Kibaki turned out to be an exemplary student.	تحول Kibaki ليكون طالب مثالي.	تحولت Kibaki لتكون طالبة مثالية.
Reviewing X-Men: Evolution's third season, Filip Vukcevic of IGN was mixed in his analysis, deeming it inferior to X-Men: The Animated Series and concluding, Evolution ... will interest long-time X-fans, but the fluffy stories and underutilized character personalities ... will cause discerning viewers to zone out, suffering from its attempt to cram everyone in. [[SEP]] The author also panned the series' average voice acting, feeling that Magneto, Wolverine and Beast were miscast.	انتقد المؤلف أيضا التمثيل الصوتي المتوسط للمسلسل وشعر بأن ماغنيتو وولفرين وبيست لم يُمثلوا على الوجه المناسب.	انتقدت المؤلفة أيضا التمثيل الصوتي المتوسط للمسلسل وشعرت بأن ماغنيتو وولفرين وبيست لم يُمثلوا على الوجه المناسب.
Writing in Wisden in 1978, Basil Easterbrook said: Not the least of Turnbull's achievements was that he was the first man to justify Glamorgan's elevation to first-class status in 1921. [[SEP]] When Turnbull took over [in 1930, as captain and club secretary] they were indeed a bedraggled flock without a shepherd.	عندما تولى تورنبول المنصب (في عام 1930، كقائد وأمين للنادي)، كانوا بالفعل قطيعا مزريا بدون راع.	عندما تولت تورنبول المنصب (في عام 1930، كقائدة وأمينة للنادي)، كانوا بالفعل قطيعا مزريا بدون راع.
For that role, he received a nomination for the Academy Award for Best Actor, the first for a Spaniard. [[SEP]] Instead, in 2002, Bardem starred in Malkovich's directorial debut, The Dancer Upstairs.	بدلاً من ذلك، في عام 2002، شارك Bardem في بطولة أول ظهور إخراجي لـ Malkovich، الفيلم The Dancer Upstairs.	بدلاً من ذلك، في عام 2002، شاركت Bardem في بطولة أول ظهور إخراجي لـ Malkovic ، الفيلم The Dancer Upstairs.
In 1960, he married French-Canadian Janick Larouche, whom he met in a language class in Toronto, and with whom he had sons Pierre and Hans. [[SEP]] Professionally, Zündel worked as a graphic artist, photographer, photo retoucher, and printer.	بشكل محترف، عمل Zündel كفنان رسومات ومصور ومروتش صور ومطبعجي.	بشكل محترف، عملت Zündel كفنانة رسومات ومصورة ومروتشة صور ومطبعجية.
Nor is Ḥiyya's authorship contradicted by various contradictions presented by individual passages in the Sifra as compared with the Tosefta, which latter also is ascribed to him. [[SEP]] If it is assumed that Ḥiyya is the author, the title Sifra debei Rav is to be explained as indicating that Sifra was among the midrashim which were accepted by Rav's school and which thereby came into general use.	في حال زُعم أن Ḥiyya هو المؤلف، فإن العنوان Sifra debei Rav يجب شرحه لأن الإشارة إلى Sifra كانت من بين المدراش التي قبلتها مدرسة Rav وأُشيع استعمالها.	في حال زُعم أن Ḥiyya هي المؤلفة، فإن العنوان Sifra debei Rav يجب شرحه لأن الإشارة إلى Sifra كانت من بين المدراش التي قبلتها مدرسة Rav وأُشيع استعمالها.
It was found that three cooks had prepared the meals, one of whom had infected lesions on the index and middle finger of his right hand. [[SEP]] The lesions on the cook’s fingers were found to be infected with staphylococci.	اكتُشف أن الجروح المتواجدة على أصابع الطاهي موبوءة بالمكورات العنقودية.	اكتُشف أن الجروح المتواجدة على أصابع الطاهية موبوءة بالمكورات العنقودية.
Startide Rising is a 1983 science fiction novel by American writer David Brin, the second book of six set in his Uplift Universe (preceded by Sundiver and followed by The Uplift War). [[SEP]] It was revised by the author in 1993 to correct errors and omissions from the original edition.	روجعت من قبل الكاتب في عام 1933 لتصحيح الاخطاء والحذف من النسخة الاصلية.	روجعت من قبل الكاتبة في عام 1933 لتصحيح الاخطاء والحذف من النسخة الاصلية.
The album drew heavy influence from Flowers' hometown of Las Vegas, Nevada, and earned Flowers a Q Award nomination for Best Male Artist (2010). [[SEP]] It became Flowers' first top ten single in the UK as a solo artist and was certified silver by the BPI.	أصبحت أفضل عشرة أعمال عزف منفرد لـ Flowers كفنان عزف منفرد واعتُمد كفنان فضي من قبل رابطة صناعة الموسيقى.	أصبحت أفضل عشرة أعمال عزف منفرد لـ Flowers كفنانة عزف منفردة واعتُمدت كفنان فضي من قبل رابطة صناعة الموسيقى.
During that time, he won two BBL championships as a head coach, one with the Birmingham Bullets in 1996 and one with the Manchester Giants in 2000, while also helping London Towers in the Euroleague. [[SEP]] Nurse also won the BBL Coach of the Year Award in the 1999–2000 and 2003–04 seasons.	فاز Nurse أيضاً بجائزة مدرب دوري كرة السلة البريطاني لموسمي 1999-2000 و 2003-2004.	فازت Nurse أيضاً بجائزة مدرب دوري كرة السلة البريطاني لموسمي 1999-2000 و 2003-2004.
Kitani had his stroke when he was chatting with Go. Kitani died 6 months after. [[SEP]] Kitani was subsequently noted as the most prolific teacher ever of future professional players.	أُشير إلى Kitani لاحقاً كأفضل معلم خصب على الإطلاق للاعبي المستقبل المحترفين.	أُشير إلى Kitani لاحقاً كأفضل معلمة خصبة على الإطلاق للاعبي المستقبل المحترفين.
It is his first non-fiction book. [[SEP]] The author notes in the foreword of the 1994 reprint of this book that medical practices (both the culture, technology and finances) have changed significantly since the book was written, but that the text was left as is to give us a more complete glimpse into the past.	يشير المُؤلف في توطئة طبعة هذا الكتاب الجديدة لعام 1994 إلى أن الممارسات الطبية (الثقافة والتكنولوجيا والشؤون المالية) قد تغيرت بشكل كبير منذ تأليف الكتاب، لكن النص بقي كما هو ليعطينا لمحة كاملة عن الماضي.	تشير المُؤلفة في توطئة طبعة هذا الكتاب الجديدة لعام 1994 إلى أن الممارسات الطبية (الثقافة والتكنولوجيا والشؤون المالية) قد تغيرت بشكل كبير منذ تأليف الكتاب، لكن النص بقي كما هو ليعطينا لمحة كاملة عن الماضي.
District Court for the District of Nevada dismissed another False Claims Act case brought by another former employee of a Kaplan nationally accredited campus, Mr. Jajdelski, in its entirety and entered a final judgment in favor of Kaplan. [[SEP]] The claim found that Jajdelski had failed to present evidence the company received student aid funds for phantom students.	وجد الادعاء أن جاجديلسكي فشل في تقديم دليل يفيد بأن الشركة تلقت أموال المساعدات الطلابية عن طلاب وهميين.	وجد الادعاء أن جاجديلسكي فشلت في تقديم دليل يفيد بأن الشركة تلقت أموال المساعدات الطلابية عن طلاب وهميين.
As for the factory craftsman, his training under the apprenticeship system limited him to one phase in the production of glass. [[SEP]] This training could not prepare anyone to function as an independent artist, but only to serve as a cog in the industrial machinery.	لا يمكن لهذا التدريب أن يُعِدّ أي شخص للعمل كفنان مستقل، ولكن فقط ليكون بمثابة عامِل ثانوي إلى جانب الآلات الصناعية.	لا يمكن لهذا التدريب أن يُعِدّ أي شخص للعمل كفنانة مستقلة، ولكن فقط لتكون بمثابة عامِلة ثانوية إلى جانب الآلات الصناعية.
The G.G. represented the initials of his wife, Gloria Gautraud, whom he had married in 1949. [[SEP]] The initials were used so the sex of the author would remain vague.	تم استخدام حروف الاسم الأولى حتى يظل جنس المؤلف غامضا.	تم استخدام حروف الاسم الأولى حتى يظل جنس المؤلفة غامضا.
Born in Port de Grave, Newfoundland (now Newfoundland and Labrador, Canada), he was the fourth of the seven children of Robert Prowse and Jane Woodley. [[SEP]] Prowse is the author of A History of Newfoundland which is considered one of the most complete and meticulous colonial history books in existence.	Prowse مؤلف A History of Newfoundland والذي يعتبر واحد من أكثر كتب تاريخ المستعمرات دقة وكمالاً في الوجود.	Prowse مؤلفة A History of Newfoundland والذي يعتبر واحد من أكثر كتب تاريخ المستعمرات دقة وكمالاً في الوجود.
The anonymous author recounts the story of their bequest of the lands to the parish to support the annual dole, and goes on to say that despite the antiquity of the events described, he has no doubt as to their authenticity. [[SEP]] As with all accounts of the tradition prior to 1790 the author does not mention their alleged birth in 1100, or the name of Chulkhurst; these details first appeared in a broadside published in 1790.	حسب التقليد قبل 1790، لم يذكر الكاتب تاريخهم المزعوم في عام 1100 أو اسم Chulkhurst، ظهرت هذه البيانات ونُشرت دفعة واحدة في عام 1790.	حسب التقليد قبل 1790، لم تذكر الكاتبة تاريخهم المزعوم في عام 1100 أو اسم Chulkhurst، ظهرت هذه البيانات ونُشرت دفعة واحدة في عام 1790.
Eventually his father relented, permitting the boy to study music provided he matriculated. [[SEP]] By this time, Panufnik was too old to take the piano entrance examination for the Warsaw Conservatory, but succeeded in gaining admission as a percussion student.	بحلول ذلك الوقت، كان Panufnik كبير جداً لإجراء اختبار البيانو لدى معهد موسيقى Warsaw ولكن نجح في الانضمام كتلميذ نقر.	بحلول ذلك الوقت، كانت Panufnik كبيرة جداً لإجراء اختبار البيانو لدى معهد موسيقى Warsaw ولكن نجحت في الانضمام كتلميذ نقر.
In 1912 the novel Dry Valley (Суходол) came out, his second major piece of semi-autobiographical fiction, concerning the dire state of the Russian rural community. [[SEP]] Again it left the literary critics divided: social democrats praised its stark honesty, many others were appalled with the author's negativism.	وقد خلّفت مجدداً انقسام بين النقاد الأدبيين: فقد أشاد الديمقراطيون الاجتماعيون بأمانتها الشديدة، بينما ذُعر كثير آخرون بسلبانية الكاتب.	وقد خلّفت مجدداً انقسام بين النقاد الأدبيين: فقد أشاد الديمقراطيون الاجتماعيون بأمانتها الشديدة، بينما ذُعر كثير آخرون بسلبانية الكاتبة.
Carlucci is asked for input, and he mumbles that the US government does not involve itself in the internal affairs of other countries. [[SEP]] At the time, Carlucci was the second secretary of the US Embassy in Congo.	في ذات الوقت، كان Carlucci السكرتير الثاني للسفارة الأمريكية في الكونغو.	في ذات الوقت، كانت Carlucci السكرتير الثاني للسفارة الأمريكية في الكونغو.
When Birmelin retired in 1950, Buesgen was given Birmelin's post - a position he would hold for the remainder of his life. [[SEP]] Buesgen also actively worked as a piano, organ and voice teacher in Allentown, and served as organist and choirmaster for a number of local churches.	عمل Buesgen أيضاً كمعلم للبيانو والأرغن والصوت في Allentown وعمل أيضاً كعازف الأرغن وقائد جوقة لعدد من الكنائس المحلية.	عملت Buesgen أيضاً كمعلمة للبيانو والأرغن والصوت في Allentown وعملت أيضاً كعازفة الأرغن وقائدة جوقة لعدد من الكنائس المحلية.
The Polish writer Bolesław Prus, for the sake of making a point, introduces into chapter 63 of his historical novel Pharaoh, set in the ancient Egypt of 1087–1085 BCE, a substance that behaves like gunpowder. [[SEP]] Another apparent anatopism introduced by the author (in chapter 45) is an object that resembles a telescope, that may also be an anachronism.	في سلوك آخر واضح مخالف للمجتمع قدمه الكاتب (في الفصل 45) يتمثل في شئ يشبه التليسكوب، والذي يُعد ذلك خطأ تاريخي أيضاً.	في سلوك آخر واضح مخالف للمجتمع قدمته الكاتبة (في الفصل 45) يتمثل في شئ يشبه التليسكوب، والذي يُعد ذلك خطأ تاريخي أيضاً.
Among the authors whose works he has examined are Edward Said and Yvonne Vera. [[SEP]] Zeleza is the author of scores of articles and essays and more than two dozen books, including the following	كتب زيلزا العشرات من المقالات والدراسات وأكثر من عشرين كتابا، منها ما يلي	كتبت زيلزا العشرات من المقالات والدراسات وأكثر من عشرين كتابا، منها ما يلي
However, during this period he also became closely associated with the Christian Patriot movement on the right, and spoke at conferences sponsored by Christian Identity pastor Pete Peters. [[SEP]] Gritz is the author of three books.	Gritz مؤلف الثلاث كتب.	Gritz مؤلفة الثلاث كتب.
It was first published in 1841 as the first volume of his Bells and Pomegranates series, in a low-priced two-column edition for sixpence, and next republished in his collected Poems of 1848, where it received much more critical attention. [[SEP]] The author described the work as the first of a series of dramatic pieces.	وصف المؤلف العمل على أنه الأول في سلسلة من الأعمال درامية.	وصفت المؤلفة العمل على أنه الأول في سلسلة من الأعمال درامية.
He has been awarded the Overseas Press Club's Robert Capa Gold Medal five times and two World Press Photo awards. [[SEP]] Nachtwey has worked with Time as a contract photographer since 1984.	عمل ناشتوي مع مجلة تايم (Time) كمصور متعاقد منذ عام 1984.	عملت ناشتوي مع مجلة تايم (Time) كمصورة متعاقدة منذ عام 1984.
He contacted Lawrence Weschler, a writer at The New Yorker, and helped organize Shapinsky's first one-man show, at London's Mayor Gallery. [[SEP]] As a result, Shapinsky became a 'revived artist' as an abstract impressionist.	نتج عن ذلك أن أصبح Shapinsky فنان أُعيد إحياؤه يوصف بأنه انطباعي مجرد.	نتج عن ذلك أن أصبحت Shapinsky فنانة أُعيد إحياؤها توصف بأنها انطباعية مجردة.
Lázaro states that the motivation for his writing is to communicate his experiences of overcoming deception, hypocrisy, and falsehood (engaño). [[SEP]] Lázaro shares some of the traits of the central figure of Encolpius, a former gladiator, though it is unlikely that the author had access to Petronius' work.	يشارك Lázaro عدد من المزايا الخاصة بالشخصية المركزية لـ Encolpius، مبارز سابق، على الرغم من غير المحتمل أن يصل المؤلف لعمل Petronius.	تشارك Lázaro عدد من المزايا الخاصة بالشخصية المركزية لـ Encolpius، مبارز سابق، على الرغم من غير المحتمل أن يصل المؤلف لعمل Petronius.
Additionally, he served as a playoff reinforcement for the Pastora de Los Llanos and Cardenales de Lara, making him one of few players to wear all uniforms in the eight-team league. [[SEP]] Starting 2009, Álvarez engaged on a musical career as a reggaeton artist.	ابتداء من عام 2009، عمل ألفاريز في مهنة موسيقية كفنان ريجاتون.	ابتداء من عام 2009، عملت ألفاريز في مهنة موسيقية كفنانة ريجاتون.
Ørsted himself recounted how he influenced Zeise through conversations and encouraged him when he expressed the desire to take the university entrance examination (Examen artium). [[SEP]] Zeise became a university student in 1809.	أصبح زيس طالبا جامعيا في عام 1809.	أصبحت زيس طالبة جامعية في عام 1809.
His memoir of Alkan in his book Les Pianistes célèbres is nonetheless one of the most valuable sources for Alkan's biography. [[SEP]] Marmontel achieved renown as an effective and imaginative teacher.	حقّق مارمونتيل شهرة كمدرس فعال ومبدع.	حقّقت مارمونتيل شهرة كمدرسة فعالة ومبدعة.
[[SEP]] According to one student, Medvedev was a popular teacher; strict but not harsh.	وفقاً لأحد الطلاب، كان Medvedev معلم مشهور وصارم ولكن فظ.	وفقاً لأحد الطلاب، كانت Medvedev معلمة مشهورة وصارمة ولكن فظة.
He attended the University of Hawaii, where he received his bachelor's and master's degrees. [[SEP]] Originally a high school teacher, Akaka went on to serve as a principal for six years.	كان أكاكا في الأصل أستاذ ثانوية، وعمل كمدير لمدة ست سنوات.	كانت أكاكا في الأصل أستاذة ثانوية، وعملت كمديرة لمدة ست سنوات.
The year 1912 also marked Spargo's only foray into American electoral politics, when he ran for the United States Congress in the 1st Congressional District of Vermont as the nominee of the Socialist Party. [[SEP]] At the 1917 National Convention of the Socialist Party, Spargo was the author of a minority resolution in the Committee on War and Militarism calling for American support of the Allied war effort as the least onerous alternative facing the socialist movement.	في الميثاق الوطني للحزب الاشتراكي عام 1917، كان Spargo كاتب قرار الأقلية في اللجنة المعنية بالحرب والعسكرية التي تنادي بالدعم الأمريكي للجهود الحربية للحلفاء كبديل مرهق يواجه الحركة الاشتراكية.	في الميثاق الوطني للحزب الاشتراكي عام 1917، كانت Spargo كاتبة قرار الأقلية في اللجنة المعنية بالحرب والعسكرية التي تنادي بالدعم الأمريكي للجهود الحربية للحلفاء كبديل مرهق يواجه الحركة الاشتراكية.
At the age of eighteen he was received into the Order of Preachers at Rome, and made his religious profession in 1852 and studied philosophy at the College of Saint Thomas, the future Pontifical University of Saint Thomas Aquinas, Angelicum. [[SEP]] From the beginning Zigliara was a student of uncommon brilliancy.	منذ بدايته، كان Zigliara تلميذ ألمعي بشكل لا يصدق.	منذ بدايتها، كانت Zigliara تلميذة ألمعية بشكل لا يصدق.
Murphy characterized Newfoundland Premier Joey Smallwood's governing style as dictatorial and proclaimed his legislature's recent announcement of free tuition as a sham. [[SEP]] Smallwood warned the undergraduate student in a news conference not to return.	حذر سمولوود الطالب الجامعي في مؤتمر صحفي من العودة.	حذرت سمولوود الطالب الجامعي في مؤتمر صحفي من العودة.
Thereafter, in 1936, he joined the recording company His Master's Voice. [[SEP]] Coming back to Singapore in 1947, Zubir worked as a part-time photographer with the Utusan Melayu newspaper while composing and performing music and songs.	عمل زبير عندما عاد إلى سنغافورة في عام 1947 كمصور بدوام جزئي في صحيفة Utusan Melayu بينما يؤلف ويعزف الموسيقى والأغاني.	عملت زبير عندما عادت إلى سنغافورة في عام 1947 كمصورة بدوام جزئي في صحيفة Utusan Melayu بينما تؤلف وتعزف الموسيقى والأغاني.
The year 1939 saw the publication of his best work, Matthĳs Maris: de tragiek van den droom ('The Tragedy of the Dream'), a biography of the painter Matthijs Maris, who was a brother of the Dutch artists Jacob and Willem Maris. [[SEP]] Two years later, Figuren en problemen der monumentale schilderkunst in Nederland ('Figures and Problems of Monumental Painting in the Netherlands') was published, again with designs by the author.	بعد ذلك بعامين، تم نشر 'أشكال ومشكلات الرسم التذكاري في هولندا' (Figures and Problems of Monumental Painting in the Netherlands)، ومرة أخرى مع تصميمات للمؤلف.	بعد ذلك بعامين، تم نشر 'أشكال ومشكلات الرسم التذكاري في هولندا' (Figures and Problems of Monumental Painting in the Netherlands)، ومرة أخرى مع تصميمات للمؤلفة.
As part of the war effort Blickensderfer converted much of his factory to produce munitions for the war, including a machine gun belt feed for the French government and 50 caliber machine gun mounts for aircraft. [[SEP]] With the brilliant chief engineer and designer gone, the company could not continue, and the heirs sold the company in 1919.	ومع رحيل رئيس المهندسين والمصمم البارع، لم تستطع الشركة الاستمرار وباعها الورثة في سنة 1919.	ومع رحيل رئيسة المهندسين والمصممة البارعة، لم تستطع الشركة الاستمرار وباعها الورثة في سنة 1919.
Wiinblad illustrated the work of his fellow Dane, Hans Christian Andersen, when he took on the task of providing the artwork for The Swineherd(195 ) which won an award from the American Library Association. [[SEP]] Wiinblad was an important designer for the Rosenthal porcelain company.	كان وينبلاد مصمما مهما لشركة روزنتال (Rosenthal) للخزف.	كانت وينبلاد مصممة مهمة لشركة روزنتال (Rosenthal) للخزف.
Under the clouds from the gas chambers, as he put it in his seminal work on Juan Gris. [[SEP]] Kahnweiler was very prolific as an author, but never produced a full autobiography.	كان Kahnweiler غزير الانتاج جداً ككاتب ولكن لم يقدم سيرة ذاتية كاملة.	كانت Kahnweiler غزيرة الانتاج جداً ككاتبة ولكن لم تقدم سيرة ذاتية كاملة.
He also sang their '80s top-10 hit You Can Do Magic. [[SEP]] Beckley continues to write and record music both as a solo artist and with other musicians.	استمر Beckley في كتابة الموسيقى وتسجيلها كعازف فردي أو مع موسيقيين آخرين.	استمرت Beckley في كتابة الموسيقى وتسجيلها كعازفة فردية أو مع موسيقيين آخرين.
Oberg continued to spend much of his time in the United States, teaching in university systems in both Missouri and Montana, and became a U.S. citizen in 1944. [[SEP]] Along with teaching in the United States, Oberg spent time both as a student and teacher in foreign countries.	بجانب عمله التدريسي في الولايات المتحدة، قضى Oberg الوقت كطالب ومعلم معاً في بلاد أجنبية.	بجانب عملها التدريسي في الولايات المتحدة، قضت Oberg الوقت كطالبة ومعلمة معاً في بلاد أجنبية.
He coloured his figures with strong and bright tint and frequent interchanges of red and green, blue and yellow. [[SEP]] The combination of the sculptural and the pictorial bears witness of the artist's complexity and expressiveness with additional help of naturally blooming forms, and nearly fauvist, wild tint.	الجمع بين المُصوّر والمنحوت يشهد على تعقيد الفنان وتعبيره، مع المساعدة الإضافية من الأشكال المزهرة بشكل طبيعي وتقريبا الصبغة الفافية (fauvist) البرية.	الجمع بين المُصوّر والمنحوت يشهد على تعقيد الفنانة وتعبيرها، مع المساعدة الإضافية من الأشكال المزهرة بشكل طبيعي وتقريبا الصبغة الفافية (fauvist) البرية.
When an interviewer asked Takahashi if he tried to introduce younger readers to real life gaming culture referenced in the series, Takahashi responded by saying that he simply included stuff he played and enjoyed, and that it may have introduced readers to role-playing games and other games. [[SEP]] The author stressed the importance of communication between people, often present in tabletop role-playing games and not present in solitary video games.	شدد المُؤلف على أهمية التواصل بين الناس، والذي غالبا ما يكون في ألعاب مٌحاكاة لعب الأدوار وليس ألعاب الفيديو المنفردة.	شددتِ المُؤلفة على أهمية التواصل بين الناس، والذي غالبا ما يكون في ألعاب مٌحاكاة لعب الأدوار وليس ألعاب الفيديو المنفردة.
 [[SEP]] McKay was elected student body president in 1916.	انتٌخب ماكاي رئيسا لاتحاد الطلاب في سنة 1916.	انتٌخبت ماكاي رئيسة لاتحاد الطلاب في سنة 1916.
His best known work is They Shoot Horses (2004) consisting of two videos each lasting seven hours and shown at the same time on different walls. [[SEP]] This is a record of a disco dance marathon staged by the artist with nine Palestinians in Ramallah.	هذا تسجيل لمسابقة رقص ديسكو قدّمه الفنان مع تسعة فلسطينيين في رام الله.	هذا تسجيل لمسابقة رقص ديسكو قدّمته الفنانة مع تسعة فلسطينيين في رام الله.
Not only did he continuously treat new subjects, he is also known, upon popular demand, to have reworked at his Beyoğlu atelier some of his earlier studies of Damascus, Beirut and Egypt from sketches at hand, selling most of them to his Levantine clients. [[SEP]] During this formative period in the Turkish art of painting and its milieu, the artist was, therefore, far-removed from the new developments.	أثناء هذه الفترة التكوينية من الفن التركي للرسم ووسطه، أُبعد الفنان، بناء على ذلك، من أحدث المستجدات.	أثناء هذه الفترة التكوينية من الفن التركي للرسم ووسطه، أُبعدت الفنانة، بناء على ذلك، من أحدث المستجدات.
Cook devoted most of his scholarly research from the early 1970s until the 1990s to further developing case grammar as a tool for linguistic analysis, language teaching methodology, and other applications, and was the author of several major texts and many articles in case grammar. [[SEP]] Cook directed several doctoral dissertations (see e.g., Moskey 1978) applying case grammar to various areas of theoretical and applied linguistics research.	وجه Cook عدة رسائل دكتوراة ( انظر على سبيل المثال Moskey 1978) بتطبيق قواعد الحالة على مناطق مختلفة لأبحاث اللغويات النظرية والتطبيقية.	وجهت Cook عدة رسائل دكتوراة ( انظر على سبيل المثال Moskey 1978) بتطبيق قواعد الحالة على مناطق مختلفة لأبحاث اللغويات النظرية والتطبيقية.
In this time, he also began to incorporate the crinkled napkin and knocked-over vases to his set of objects. [[SEP]] This new set of objects presented a challenge to the artist to maintain cohesion and order in a clearly disordered environment.	مثلت مجموعة الأشياء الجديدة هذه تحدي للفنان للحفاظ على الترابط والترتيب في بيئة عشوائية بشكل واضح.	مثلت مجموعة الأشياء الجديدة هذه تحدي للفنانة للحفاظ على الترابط والترتيب في بيئة عشوائية بشكل واضح.
As one of the largest conservationist organizations in the country,[citation needed] The Wilderness Society has contributed to nearly all major designations of lands to be entered into the wilderness system.[citation needed] The Wilderness Society was incorporated on April 30, 1937, by a group of eight men who would later become some of the 20th century's most prominent conservationists. [[SEP]] Yard became the Society's first secretary and the editor of its magazine, The Living Wilderness.	أصبح يارد السكرتير الأول لسوسايتي (Society) ورئيس تحرير مجلتها، الحياة البرية (The Living Wilderness).	أصبحت يارد السكرتيرة الأولى لسوسايتي (Society) ورئيسة تحرير مجلتها، الحياة البرية (The Living Wilderness).
