SRC	REF	WRONG-REF
He soon made a career change to costume and wardrobe. [[SEP]] Plunkett's first credited work as a costume designer was the 1927 film Hard-Boiled Haggerty.	Il primo lavoro in cui Plunkett fu accreditato come costumista fu il film del 1927 Hard-Boiled Haggerty.	Il primo lavoro in cui Plunkett fu accreditata come costumista fu il film del 1927 Hard-Boiled Haggerty.
Lecocq enjoyed an early success in 1856, when he and Georges Bizet shared the first prize in a competition for composers of comic opera, organised by Jacques Offenbach. [[SEP]] Lacking the connections to secure commissions from Parisian theatres, Lecocq spent the next decade in obscurity and routine work as a teacher, accompanist and répétiteur.	Non avendo a disposizione le connessioni per assicurarsi le commissioni dai teatri parigini, Lecocq passò la decade successiva in oscurità facendo lavori di routine come insegnante, accompagnatore e supervisore.	Non avendo a disposizione le connessioni per assicurarsi le commissioni dai teatri parigini, Lecocq passò la decade successiva in oscurità facendo lavori di routine come insegnante, accompagnatrice e supervisora.
In 1964 he became the first Executive Director of (as it was then) the Union of Liberal and Progressive Synagogues, now known as Liberal Judaism. [[SEP]] Brichto was also a prolific author, having written extensively in the Jewish and national press.	Brichto fu anche un prolifico autore, avendo scritto in maniera estensiva per la stampa ebraica e nazionale.	Brichto fu anche una prolifica autrice, avendo scritto in maniera estensiva per la stampa ebraica e nazionale.
By chance, the original maker, now a grown man, is working there as a local guide and he also sees the newspaper. [[SEP]] Each movement of the canoe is celebrated by a short chapter, suitable for reading aloud to a child and decorated with black-and-white sketches and at least one full-page watercolor, all by the author.	Ogni movimento della canoa è celebrato in un breve capitolo, perfetto per leggere a voce alta ad un bambino e decorato con disegni in bianco e nero ed almeno una pagina intera in acquerello, tutto creato dall'autore.	Ogni movimento della canoa è celebrato in un breve capitolo, perfetto per leggere a voce alta ad un bambino e decorato con disegni in bianco e nero ed almeno una pagina intera in acquerello, tutto creato dall'autrice.
In 1999 The New Yorker chose him as one of America's most talented young writers, placing him on their 20 Writers for the 21st Century list.[citation needed] Of the novel The Ice Storm (later produced as the movie starring Sigourney Weaver), Hungry Mind Review commented that it “works on so many levels, and is so smartly written, that it should establish Rick Moody as one of his generation's bellwether voices. [[SEP]] It is also remarkably mature, containing far more insights about family life and far more wisdom than any 29-year-old author should reasonably possess.	Si presenta anche matura, contenendo molti più dettagli riguardo la vita della famiglia e più saggezza di quanta qualsiasi altro autore di 29 anni possa avere.	Si presenta anche matura, contenendo molti più dettagli riguardo la vita della famiglia e più saggezza di quanta qualsiasi altra autrice di 29 anni possa avere.
He is currently a visiting professor at King's College London where he works with the Policy Institute at King's, a visiting professor at the Cass Business School, a board member of the Institute for Fiscal Studies and a visiting fellow at Nuffield College, Oxford. [[SEP]] Willetts is the author of several books on conservatism, including Why Vote Conservative (1996) and Modern Conservatism (1992), as well as numerous articles.	Willetts è l'autore di diversi libri sul conservatorismo, tra cui "Why Vote Conservative" (1996) e "Modern conservatism" (1992), oltre a numerosi articoli.	Willetts è l'autrice di diversi libri sul conservatorismo, tra cui "Why Vote Conservative" (1996) e "Modern conservatism" (1992), oltre a numerosi articoli.
The Berlin Collection of Classical Antiquities in the Altes Museum contains the remnants of a series of his votive tablets. [[SEP]] Placing such an order with a potter and vase painter is likely to be unique in antiquity and is evidence of the high reputation of this artist.	Commissionare qualcosa di simile a un vasaio e ceramografo era probabilmente qualcosa di unico nell'antichità e testimonia la grande reputazione di cui godeva questo artista.	Commissionare qualcosa di simile a una vasaia e ceramografa era probabilmente qualcosa di unico nell'antichità e testimonia la grande reputazione di cui godeva questa artista.
He contacted Lawrence Weschler, a writer at The New Yorker, and helped organize Shapinsky's first one-man show, at London's Mayor Gallery. [[SEP]] As a result, Shapinsky became a 'revived artist' as an abstract impressionist.	Come risultato, Shapinsky divenne un "artista rinato" come impressionista astratto.	Come risultato, Shapinsky divenne una "artista rinata" come impressionista astratta.
But Wilders did not want to cooperate, the Dutch right splintered, and Spruyt decided to end his brief political career after six months. [[SEP]] After leaving politics, Spruyt entered a life as an independent consultant, journalist, teacher, writer and speaker.	Dopo aver lasciato la politica, Spruyt cominciò una vita come consulente indipendente, giornalista, maestro, scrittore ed oratore.	Dopo aver lasciato la politica, Spruyt cominciò una vita come consulente indipendente, giornalista, maestra, scrittrice ed oratrice.
French quoted Blavatsky as saying: No author in the world of literature ever gave a more truthful or more poetical description of these beings than Sir E. Bulwer-Lytton, the author of Zanoni. [[SEP]] This novel is especially important for followers of occultism because of the suspicion--actively fostered by its author--that the work is not a fictional account of a mythical fraternity, but an accurate depiction of a real brotherhood of immortals.	Questo romanzo è particolarmente importante per i seguaci dell'occultismo a causa del sospetto, alimentato attivamente dall'autore, che non si tratti del racconto finzionale di una fratellanza mitologica, bensì l'accurata descrizione di una reale confraternita di immortali.	Questo romanzo è particolarmente importante per i seguaci dell'occultismo a causa del sospetto, alimentato attivamente dall'autrice, che non si tratti del racconto finzionale di una fratellanza mitologica, bensì l'accurata descrizione di una reale confraternita di immortali.
As Professor of Painting at the Royal Academy he gave a memorable series of lectures to the students of the Schools, published as Six Lectures on Painting (1904) and Aims and Ideals in Art (1906). [[SEP]] Clausen was an official war artist during World War I.	Clausen era un artista di guerra ufficiale durante la prima guerra mondiale.	Clausen era un'artista di guerra ufficiale durante la prima guerra mondiale.
In June 1842 he welcomed at Templeogue, four miles southwest of Dublin, the author of the Snob Papers on his Irish tour (the Sketch Book was, later, dedicated to Lever). [[SEP]] The author's character is not humour but sentiment.	Il vero carattere dell'autore non risiede nel suo umorismo, ma nel suo sentimentalismo.	Il vero carattere dell'autrice non risiede nel suo umorismo, ma nel suo sentimentalismo.
He quickly discerned the genius of George Eliot, forthwith accepting and publishing in his magazine the first instalment of her earliest fiction the 'Scenes of Clerical Life,' which had been sent to him without the name of the author, for whom thus early he predicted a great career as a novelist. [[SEP]] This commencement of a business connection was soon followed by a personal acquaintance between author and publisher, which ripened into intimacy.	L'avvio di questo rapporto commerciale si è ben presto tramutato in una conoscenza personale tra autrice ed editore, maturata poi in un rapporto intimo.	L'avvio di questo rapporto commerciale si è ben presto tramutato in una conoscenza personale tra autrice ed editrice, maturata poi in un rapporto intimo.
After leaving the band, he ran a whole food shop for about five years. [[SEP]] Cullimore went on to become a journalist and author of over 120 children's books.	Cullimore diventò un giornalista ed autore di oltre 120 libri per bambini.	Cullimore diventò una giornalista ed autrice di oltre 120 libri per bambini.
He received his M.A. in English from McGill University in 1928 and his Ph.D. in the discipline from the University of Wisconsin–Madison in 1935. [[SEP]] Professionally, Hayakawa was a linguist, psychologist, semanticist, teacher, and writer.	In ambito professionale, Hayakawa fu linguista, psicologo, semanticista, insegnante e scrittore.	In ambito professionale, Hayakawa fu linguista, psicologa, semanticista, insegnante e scrittrice.
In his 1997 report Shaping their future, Professor Barry McGaw was highly critical of the School Certificate. [[SEP]] Professor McGaw recommended that the School Certificate be abolished and replaced, for students leaving school, with a statement of achievement which would include each student’s results on statewide tests in literacy and numeracy as well as school-based results in all courses completed in Year 10.	Il professor McGaw consigliò l'abolizione del certificato scolastico e la sostituzione di quest'ultimo, per coloro che lasciavano la scuola, con un attestato di completamento che includesse i risultati di ciascun discente nei test statali di lettura, scrittura e calcolo, così come quelli dei corsi completati nel decimo anno nello specifico istituto scolastico di provenienza.	La professoressa McGaw consigliò l'abolizione del certificato scolastico e la sostituzione di quest'ultimo, per coloro che lasciavano la scuola, con un attestato di completamento che includesse i risultati di ciascun discente nei test statali di lettura, scrittura e calcolo, così come quelli dei corsi completati nel decimo anno nello specifico istituto scolastico di provenienza.
Between the second half of 1780s until his death in 1802 Argunov did not paint but spent all his time managing different estates and businesses of the Sheremetevs. [[SEP]] Argunov was an important teacher of art.	Argunov fu un importante insegnante di arte.	Argunov fu un'importante insegnante di arte.
Wiinblad illustrated the work of his fellow Dane, Hans Christian Andersen, when he took on the task of providing the artwork for The Swineherd(195 ) which won an award from the American Library Association. [[SEP]] Wiinblad was an important designer for the Rosenthal porcelain company.	Wiinblad era un disegnatore di spicco per l'azienda di porcellane Rosenthal.	Wiinblad era una disegnatrice di spicco per l'azienda di porcellane Rosenthal.
[[SEP]] According to one student, Medvedev was a popular teacher; strict but not harsh.	Secondo uno studente, Medvedev era un insegnante popolare; rigoroso ma non severo.	Secondo uno studente, Medvedev era un'insegnante popolare; rigorosa ma non severa.
Moberg himself was born on a farm just north-west of the town Emmaboda in 1898, where a monument stone now stands since 1970. [[SEP]] Nearby is also a small museum about the author.	Nelle vicinanze c'è anche un piccolo museo sull'autore.	Nelle vicinanze c'è anche un piccolo museo sull'autrice.
In clinical psychological practice in the United States, duty to warn requires a clinician who has reasonable grounds to believe that a client may be in imminent danger of harming himself or others to warn the possible victims. [[SEP]] Duty to warn is among the few exceptions to a client's right to confidentiality and the therapist's ethical obligation to maintain confidential information related in the context of the therapeutic relationship.	Il dovere di avvertimento è tra le poche eccezioni al diritto di confidenzialità di un cliente e le obbligazioni etiche del terapista a mantenere informazioni confidenziali collegate al contesto della relazione terapeutica.	Il dovere di avvertimento è tra le poche eccezioni al diritto di confidenzialità di una cliente e le obbligazioni etiche del terapista a mantenere informazioni confidenziali collegate al contesto della relazione terapeutica.
In September that year, he was appointed a deputy secretary in the Department of Supply, rising to the rank of full secretary by 1945. [[SEP]] Patel became Home Secretary under Vallabhbhai Patel in 1946, serving till 1950.	Patel divenne Ministro degli Interni sotto Vallabhbhai Patel nel 1946, ricoprendo la posizione fino al 1950.	Patel divenne Ministra degli Interni sotto Vallabhbhai Patel nel 1946, ricoprendo la posizione fino al 1950.
By studying the histolotgic sections of the teeth of animals, he inspired a new discipline: the histo-physiology of teeth and surrounding structures. [[SEP]] Schour was an innovative teacher who ensured that dental professionals were kept abreast of non-dental research in the other sciences by founding the annual Midwest Seminar of Dental Medicine.	Schour era un insegnante innovativo che fece in modo che i dentisti rimanessero aggiornati sulla ricerca in campi diversi dal loro tramite la fondazione del Midwest Seminar of Dental Medicine, che aveva cadenza annuale.	Schour era un'insegnante innovativa che fece in modo che i dentisti rimanessero aggiornati sulla ricerca in campi diversi dal loro tramite la fondazione del Midwest Seminar of Dental Medicine, che aveva cadenza annuale.
A few days later, Dr. Van Ness explains the situation to the Secretary of Defense, informing him that, in spite of all the setbacks, the project is still on schedule, and that a working model of the space station is about to be launched into orbit. [[SEP]] The Secretary notes with satisfaction: Nothing will take us by surprise again!	Il Segretario commenta con soddisfazione: "Non verremo mai più colti di sorpresa!".	La Segretaria commenta con soddisfazione: "Non verremo mai più colti di sorpresa!".
If this was a court of law, there would have been nothing proven, Goldstone said, emphasizing that his conclusion that war crimes had been committed was always intended as conditional. [[SEP]] Nevertheless, the report itself is replete with bold and declarative legal conclusions seemingly at odds with the cautious and conditional explanations of its author.	Ciò nonostante, lo stesso rapporto è pieno di conlusioni legali coraggiose e dichiarative, apparentemente in disaccordo con le spiegazioni caute e condizionate del suo autore.	Ciò nonostante, lo stesso rapporto è pieno di conlusioni legali coraggiose e dichiarative, apparentemente in disaccordo con le spiegazioni caute e condizionate della sua autrice.
In 1993 Jungnickel joined Augsburg University where he occupies the chair for discrete mathematics, optimisation, and operations research. [[SEP]] A reviewer notes that The author does a beautiful job showing and developing the practical applicability of the fascinating area of finite field theory.	Un recensore nota che l'autore fa un eccellente lavoro nel mostrare e sviluppare l'applicabilità pratica dell'affascinante area della teoria dei campi finiti.	Un recensore nota che l'autrice fa un eccellente lavoro nel mostrare e sviluppare l'applicabilità pratica dell'affascinante area della teoria dei campi finiti.
He continued to gain recognition as an applied artist due to his success at the Paris International Exhibit of the Decorative Arts in 1925. [[SEP]] After these wins, Brodovitch's career as an applied artist took off.	Dopo queste vittorie, la carriera di Brodovitch come artista applicato decollò.	Dopo queste vittorie, la carriera di Brodovitch come artista applicata decollò.
He is now a choreographer and dancer, and he is a member of the dancing group Oyaji dancers, where oyaji is a faintly derogatory Japanese word literally meaning dad but also used for middle-aged men in general. [[SEP]] Suzuki made a brief appearance as a dancer in the video for the song O!	Suzuki fece una breve apparizione come ballerino nel video del brano O!	Suzuki fece una breve apparizione come ballerina nel video del brano O!
Bates is a good and stylish writer; he has an ear for the pithy phrase, and reading him is generally a pleasure. [[SEP]] This book, based on original scholarship, vast knowledge of a rapidly changing global field, and the arcana of many loosely linked disciplines brings the skills and interests of its polymath author together for a supremely important purpose.	Questo libro, basato su studi originali, vaste conoscenze su un campo di respiro globale in rapida evoluzione e gli arcani di diverse discipline blandamente interconnesse, racchiude le competenze e gli interessi del suo eclettico autore per un fine superiore.	Questo libro, basato su studi originali, vaste conoscenze su un campo di respiro globale in rapida evoluzione e gli arcani di diverse discipline blandamente interconnesse, racchiude le competenze e gli interessi della sua eclettica autrice per un fine superiore.
The story of GPA's downfall is told by Christopher Brown, aviation lawyer and GPA Senior Vice-President, in his 2009 book Crash Landing – An Inside Account of the Fall of GPA. [[SEP]] It is based on a contemporaneous diary of events kept by the author from 1990 to 1996 while employed by GPA and subsequently GECAS.	Si basa sul diario contemporaneo degli eventi tenuto dall'autore tra il 1990 e il 1996 mentre lavorava da GPA e successivamente GECAS.	Si basa sul diario contemporaneo degli eventi tenuto dall'autrice tra il 1990 e il 1996 mentre lavorava da GPA e successivamente GECAS.
In 2019 he joined the Slavic Department at Columbia University with a goal of focusing on contemporary Russian culture within the Harriman Institute. [[SEP]] Lipovestky is the author or co-author of five books and more than seventy articles.	Lipovestky è l'autore o coautore di cinque libri e più di settanta articoli.	Lipovestky è l'autrice o coautrice di cinque libri e più di settanta articoli.
Similarly, he has found that people look to external behavior in evaluating biases in others, but engage in introspection when evaluating their own. [[SEP]] Gilovich was an early author in the clustering illusion, which is closely related to the hot hand fallacy, and is the tendency to see clusters of data in a random sequence of data as nonrandom.	Gilovich fu uno dei primi autori sull'illusione del raggruppamento, che è strettamente legato alla fallacia della mano calda, ed è la tendenza a vedere raggruppamenti di dati in una sequenza causale di dati come non causale.	Gilovich fu una delle prime autrici sull'illusione del raggruppamento, che è strettamente legato alla fallacia della mano calda, ed è la tendenza a vedere raggruppamenti di dati in una sequenza causale di dati come non causale.
At any rate, Philotas, the physician of Amphissa, used to tell my grandfather, Lamprias, that he was in Alexandria at the time, studying his profession, and that having got well acquainted with one of the royal cooks, he was easily persuaded by him (young man that he was) to take a view of the extravagant preparations for a royal supper. [[SEP]] But the cook burst out laughing and said: The guests are not many, only about twelve; but everything that is set before them must be at perfection, and this an instant of time reduces.	Ma il cuoco scoppiò a ridere e disse: "Gli ospiti non sono tanti, solo circa dodici; ma tutto ciò che è presentato di fronte a loro deve essere perfetto, e questo riduce un istante di tempo.	Ma la cuoca scoppiò a ridere e disse: "Gli ospiti non sono tanti, solo circa dodici; ma tutto ciò che è presentato di fronte a loro deve essere perfetto, e questo riduce un istante di tempo.
After a long period of absence lasting more than a decade, he directed a film, Nerkkuneraey (Face to Face), in (2004). [[SEP]] Menon made a name as a versatile Poster Designer as well.	Menon si è fatto un nome anche in qualità di versatile designer di poster.	Menon si è fatta un nome anche in qualità di versatile designer di poster.
After his time at Yale, he went on a Grand Tour of Europe between 1832 and 1833. [[SEP]] Pell had a passion for agricultural pursuits, and was a familiar figure in agricultural clubs and conventions, as well as an author of many valuable papers on fruit-culture and kindred topics.	Pell aveva una passione per le attività agricole, ed era ben conosciuto nei circoli e nelle fiere di settore, nonché autore di molti importanti articoli sulla frutticoltura e argomenti affini.	Pell aveva una passione per le attività agricole, ed era ben conosciuta nei circoli e nelle fiere di settore, nonché autrice di molti importanti articoli sulla frutticoltura e argomenti affini.
In 1892, he collaborated in the founding of the Borinquen Club, the first of several Puerto Rican clubs affiliated with the Cuban Revolutionary Party (PRC). [[SEP]] Figueroa would later become secretary of the Executive Board of the PRC.	Figueroa divenne successivamente segretario del comitato esecutivo del PRC.	Figueroa divenne successivamente segretaria del comitato esecutivo del PRC.
After the season, Zombo announced his retirement from the game. [[SEP]] Zombo is an accomplished artist who has worked on projects like the promotional issue of the City of Heroes comic book.	Zombo è un artista di successo che ha lavorato a progetti come il volume promozionale del fumetto City of Heroes.	Zombo è un'artista di successo che ha lavorato a progetti come il volume promozionale del fumetto City of Heroes.
A Complete Course of Lithography combined Senefelder's history of his own invention with a practical guide to lithography, and remained in print as recently as 1977 (Da Capo Press). [[SEP]] Unlike previous printmaking techniques, such as engraving, that required advanced craft skills, lithography facilitated greater accuracy and textural variety, because the artist could now draw directly onto the plate with familiar pens.	A differenza delle tecniche di stampa precedenti, come l'incisione, che richiedevano abilità artigianali avanzate, la litografia facilitava una maggiore precisione e varietà di tessuti, in quanto l'artista poteva ora disegnare direttamente sul supporto con penne a lui familiari.	A differenza delle tecniche di stampa precedenti, come l'incisione, che richiedevano abilità artigianali avanzate, la litografia facilitava una maggiore precisione e varietà di tessuti, in quanto l'artista poteva ora disegnare direttamente sul supporto con penne a lei familiari.
In addition, as understudy to Kenneth Sandford, he often played Private Willis in Iolanthe, King Hildebrand in Princess Ida, Pooh-Bah in The Mikado, Sir Despard Murgatroyd in Ruddigore, Wilfred Shadbolt in The Yeomen of the Guard, and Don Alhambra in The Gondoliers. [[SEP]] Cook was also known for crafting the Japanese-style fans used by D'Oyly Carte and numerous amateur G&S societies for productions of The Mikado throughout the UK and abroad.	Cook era anche conosciuto per aver creato i fan stile giapponese usati da D'Oyly Carte e altre società G&S amatoriali nella produzione di The Mikado in tutta la Gran Bretagna e all'estero.	Cook era anche conosciuta per aver creato i fan stile giapponese usati da D'Oyly Carte e altre società G&S amatoriali nella produzione di The Mikado in tutta la Gran Bretagna e all'estero.
He worked on the topic until 1889, the knowledge he gathered being evaluated as particularly important for the period. [[SEP]] A good painter and drawer, Kanitz was also the author of a number of black and white drawings related to the life in the Balkans.	Bravo pittore e disegnatore, Kanitz è stato anche l'autore di una serie di disegni in bianco e nero relativi alla vita nei balcani.	Brava pittrice e disegnatrice, Kanitz è stata anche l'autrice di una serie di disegni in bianco e nero relativi alla vita nei balcani.
Startide Rising is a 1983 science fiction novel by American writer David Brin, the second book of six set in his Uplift Universe (preceded by Sundiver and followed by The Uplift War). [[SEP]] It was revised by the author in 1993 to correct errors and omissions from the original edition.	Fu revisionato dall'autore nel 1993 per correggere errori ed omissioni della versione originale.	Fu revisionato dall'autrice nel 1993 per correggere errori ed omissioni della versione originale.
There he met Lord Soulbury who had been appointed to lead a Commission to Ceylon, pressing his case for self-rule. [[SEP]] Goonetilleke became an unofficial secretary to the commission and significantly influenced it.	Goonetilleke divenne un segretario non ufficiale della commisione e la influenzò significativamente.	Goonetilleke divenne una segretaria non ufficiale della commisione e la influenzò significativamente.
I throw away most of what I write, he said in a 2006 interview. [[SEP]] I feel a lot of guilt about the freedom that being an artist provides.	Provo un gran senso di colpa a causa della libertà che deriva dall'essere un artista.	Provo un gran senso di colpa a causa della libertà che deriva dall'essere un'artista.
This led to him being harshly attacked in the 1920s by the proletarian musician movement, especially by the representatives of the RAPM Russian Association of Proletarian Musicians and Prokoll (Production Collective of the Students at the Moscow Conservatory). [[SEP]] Roslavets was accused of being a counter-revolutionary and bourgeois artist, alien to the proletariat, as well as formalist, a class enemy and in the late 1920s and early 1930s, a Trotskyist, saboteur; etc.	Roslavets fu accusato di essere un artista controrivoluzionario, borghese, lontano dal proletariato, purista, un nemico di classe; poi, a cavallo tra gli anni '20 e '30, gli diedero anche del trotskista, del sabotatore etc.	Roslavets fu accusata di essere un'artista controrivoluzionaria, borghese, lontana dal proletariato, purista, una nemica di classe; poi, a cavallo tra gli anni '20 e '30, le diedero anche della trotskista, della sabotatrice etc.
Five of Unaipon's traditional stories were published in 1929 as Native Legends, under his own name and with his picture on the cover. [[SEP]] They have been republished in their original form, under the author's name, as Legendary Tales of the Australian Aborigines.	Sono state ripubblicate nella versione originale, con il nome dell'autore, come Legendary Tales of the Australian Aborigines.	Sono state ripubblicate nella versione originale, con il nome dell'autrice, come Legendary Tales of the Australian Aborigines.
Ørsted himself recounted how he influenced Zeise through conversations and encouraged him when he expressed the desire to take the university entrance examination (Examen artium). [[SEP]] Zeise became a university student in 1809.	Zeise divenne studente universitario nel 1809.	Zeise divenne studentessa universitaria nel 1809.
 [[SEP]] McKay was elected student body president in 1916.	McKay fu eletto presidente del corpo studentesco nel 1916.	McKay fu eletta presidentessa del corpo studentesco nel 1916.
