SRC	REF	WRONG-REF
Gemmell later said that his Managing Director had regarded it a poisonous attack on his integrity. [[SEP]] After the publication of Waylander, Gemmell became an author full-time, writing over thirty novels in total, some as part of long-running series, others as standalone works.	После публикации романа Waylander Геммелл занялся писательской деятельностью, написав в общей сложности более тридцати романов, как связанные между собой серии, так и самостоятельные произведения.	После публикации романа Waylander Геммелл занялась писательской деятельностью, написав в общей сложности более тридцати романов, как связанные между собой серии, так и самостоятельные произведения.
Like pianist Franz Liszt, in his teaching, Auer did not focus on technical matters with his students. [[SEP]] If a student ran into a technical problem, Auer did not offer any suggestions.	Если у учащегося возникали технические проблемы, Ауэр не предлагал никаких решений.	Если у учащегося возникали технические проблемы, Ауэр не предлагала никаких решений.
By studying the histolotgic sections of the teeth of animals, he inspired a new discipline: the histo-physiology of teeth and surrounding structures. [[SEP]] Schour was an innovative teacher who ensured that dental professionals were kept abreast of non-dental research in the other sciences by founding the annual Midwest Seminar of Dental Medicine.	Шор был учителем-новатором, который стремился поддерживать стоматологов в курсе исследований и в других науках, основав ежегодный Среднезападный семинар стоматологии.	Шор была учителем-новатором, которая стремилась поддерживать стоматологов в курсе исследований и в других науках, основав ежегодный Среднезападный семинар стоматологии.
There isn't any record of Mr. Hewes ever relinquishing his Quaker membership nor is there any evidence that he was disowned by any Friends Monthly Meeting. [[SEP]] At the beginning of the year 1776, Hewes was appointed as the new Secretary of the Naval Affairs Committee.	В начале 1776 года Хьюз получил должность нового секретаря Комитета по военно-морским делам.	В начале 1776 года Хьюз получила должность нового секретаря Комитета по военно-морским делам.
In his personal life, Student remains involved with both the Haredi and Modern Orthodox worlds in Brooklyn. [[SEP]] According to Student, I live in a moderate Haredi neighborhood, attend Haredi synagogues, send my children to moderate Haredi schools but still maintain professional and friendly relations with the Modern Orthodox world.	Если верить Стьюденту, я живу в обычном харедийском районе, посещаю харедийские синагоги, отправляю своих детей в обычные харедийские школы, но при этом поддерживаю профессиональные и дружеские отношения с современным ортодоксальным миром.	Если верить Стьюдент, я живу в обычном харедийском районе, посещаю харедийские синагоги, отправляю своих детей в обычные харедийские школы, но при этом поддерживаю профессиональные и дружеские отношения с современным ортодоксальным миром.
At Eton he developed an interest in ornithology, guided by science master W. [[SEP]] Piggy was a genius as a teacher ...	Пигги был гениальным учителем...	Пигги была гениальным учителем...
In 1971, the Military Selective Service Act was further amended to make registration compulsory; all men had to register within a period 30 days before and 29 days after their 18th birthdays. [[SEP]] Student deferments were ended, except for divinity students, who received a 2-D Selective Service classification.	Отсрочки для студентов отменили, за исключением студентов богословских факультетов, получивших воинскую повинность по классификации 2-D.	Отсрочки для студенток отменили, за исключением студенток богословских факультетов, получивших воинскую повинность по классификации 2-D.
It was in these February 1858 speeches that Blackwell first argued that woman suffrage was politically expedient no matter a party's principles or goals: Enfranchising women, he said, would allow Republicans to more than double their influence toward abolishing slavery, the American Party to double the number of native-born voters, and Democrats to give votes to labor. [[SEP]] Blackwell served as secretary of this organization during its three-year existence.	На протяжении трехлетнего существования этой организации Блэквелл занимал в ней должность секретаря.	На протяжении трехлетнего существования этой организации Блэквелл занимала в ней должность секретаря.
Muybridge used the projector in his public lectures from 1880 to 1895. [[SEP]] The projector used 16 glass disks onto which Muybridge had an unidentified artist paint the sequences as silhouettes.	В проекторе использовались 16 стеклянных дисков, на которых Мюбридж попросил неизвестного художника изобразить силуэты.	В проекторе использовались 16 стеклянных дисков, на которых Мюбридж попросила неизвестного художника изобразить силуэты.
In Panorama Developments (Guildford) Limited v Fidelis Furnishing Fabrics Limited [1971] 2 QB 711, a company secretary fraudulently hired cars for his own use without the knowledge of the managing director. [[SEP]] A company secretary routinely enters into contracts in the company's name and has administrative responsibilities that would give apparent authority to hire cars.	Секретарь компании регулярно заключает контракты от имени компании и выполняет административные обязанности, что дает ему явные полномочия арендовать автомобили.	Секретарь компании регулярно заключает контракты от имени компании и выполняет административные обязанности, что дает ей явные полномочия арендовать автомобили.
Preparation for any role was very important for him. [[SEP]] The dancer says, It is desirable to know everything about the ballet, about the character, the composer, the choreographer – everything.	Танцор говорит: "Желательно знать все о балете, о герое, композиторе, хореографе - все".	Балерина говорит: "Желательно знать все о балете, о герое, композиторе, хореографе - все".
Serrano agreed to the restaurant contract as long as he could have a tapas restaurant. [[SEP]] Serrano traveled to Spain to find a designer for the restaurant.	В поисках дизайнера для ресторана Серрано поехал в Испанию.	В поисках дизайнера для ресторана Серрано поехала в Испанию.
In 1964 he became the first Executive Director of (as it was then) the Union of Liberal and Progressive Synagogues, now known as Liberal Judaism. [[SEP]] Brichto was also a prolific author, having written extensively in the Jewish and national press.	Брихто также много писал для еврейской и национальной прессы.	Брихто также много писала для еврейской и национальной прессы.
He worked on the topic until 1889, the knowledge he gathered being evaluated as particularly important for the period. [[SEP]] A good painter and drawer, Kanitz was also the author of a number of black and white drawings related to the life in the Balkans.	Будучи искусным художником и чертежником, Каниц также являлся автором ряда черно-белых рисунков, посвященных жизни на Балканах.	Будучи искусной художницей и чертежницей, Каниц также являлась автором ряда черно-белых рисунков, посвященных жизни на Балканах.
It is added that he then retired to Virginia, but this is not known for sure, and he may have remained in Virginia, dying there at some unknown date. [[SEP]] Poyntz was the author of the following pamphlets:	Пойнц был автором следующих брошюр:	Пойнц была автором следующих брошюр:
The student confesses he does not know, with the ethical precept, answering with untruth, when one does not know the answer, is wrong. [[SEP]] The student asks sage Pippalada the same question.	Ученик задает мудрецу Пиппаладу тот же самый вопрос.	Ученица задает мудрецу Пиппаладу тот же самый вопрос.
In 1930 he was promoted to Deputy Prosecutor in a local court in Brzeżany. [[SEP]] While Public Prosecutor, Lemkin was also secretary of the Committee on Codification of the Laws of the Republic of Poland, which codified the penal codes of Poland, and taught law at Tachkemoni College in Warsaw.	Будучи государственным обвинителем, Лемкин также был секретарем Комитета по кодификации законов Республики Польша, который кодифицировал уголовный кодекс Польши, и преподавал право в колледже Тачкемони в Варшаве.	Будучи государственным обвинителем, Лемкина также была секретарем Комитета по кодификации законов Республики Польша, который кодифицировал уголовный кодекс Польши, и преподавала право в колледже Тачкемони в Варшаве.
Oberg continued to spend much of his time in the United States, teaching in university systems in both Missouri and Montana, and became a U.S. citizen in 1944. [[SEP]] Along with teaching in the United States, Oberg spent time both as a student and teacher in foreign countries.	Помимо преподавания в Соединенных Штатах, Оберг учился и преподавал в зарубежных странах.	Помимо преподавания в Соединенных Штатах, Оберг училась и преподавала в зарубежных странах.
Whittier was heavily influenced by the doctrines of his religion, particularly its stress on humanitarianism, compassion, and social responsibility. [[SEP]] Whittier was first introduced to poetry by a teacher.	Уиттиер впервые познакомился с поэзией благодаря учителю.	Уиттиер впервые познакомилась с поэзией благодаря учителю.
Nor is Ḥiyya's authorship contradicted by various contradictions presented by individual passages in the Sifra as compared with the Tosefta, which latter also is ascribed to him. [[SEP]] If it is assumed that Ḥiyya is the author, the title Sifra debei Rav is to be explained as indicating that Sifra was among the midrashim which were accepted by Rav's school and which thereby came into general use.	Если предположить, что автором является Гийя, то название Sifra debei Rav следует объяснить как указание на то, что Сифра входила в число мидрашей, принятых школой Рава, и таким образом вошла в общее пользование.	Если предположить, что автором является Гийя, то название Sifra debei Rav следует объяснить как указание на то, что Сифра входила в число мидрашей, принятых школой Рав, и таким образом вошла в общее пользование.
Additionally, he served as a playoff reinforcement for the Pastora de Los Llanos and Cardenales de Lara, making him one of few players to wear all uniforms in the eight-team league. [[SEP]] Starting 2009, Álvarez engaged on a musical career as a reggaeton artist.	Начиная с 2009 года Альварес занялся музыкой в качестве исполнителя реггетона.	Начиная с 2009 года Альварес занялась музыкой в качестве исполнительницы реггетона.
He also observed, from his videotaped sessions, that patients would simultaneously send off signals of their unconscious anxiety. [[SEP]] Davanloo carefully monitored these signals of anxiety and saw that they represented the rise of complex mixed feelings with the therapist.	Даванлу внимательно следил за появлением этих тревожных состояний и понял, что они являются проявлением сложных смешанных чувств по отношению к терапевту.	Даванлу внимательно следила за появлением этих тревожных состояний и поняла, что они являются проявлением сложных смешанных чувств по отношению к терапевту.
In the late 1980s and early 1990s, he turned from programming and application books to imaging technology, writing some of the very first books devoted to scanners (The Complete Scanner Handbook, Dow-Jones Irwin, 1990) and digital Photography (Digital Photography, MIS Press, 1995.) [[SEP]] While working full-time as an author, Busch continued to write articles and monthly columns for magazines such HomePC, Macworld, Internet World, NetGuide, Windows Magazine, Windows Sources, and many other publications.	Работая полный рабочий день писателем, Буш продолжал писать статьи и ежемесячные колонки для таких журналов, как HomePC, Macworld, Internet World, NetGuide, Windows Magazine, Windows Sources и многих других изданий.	Работая полный рабочий день писательницей, Буш продолжала писать статьи и ежемесячные колонки для таких журналов, как HomePC, Macworld, Internet World, NetGuide, Windows Magazine, Windows Sources и многих других изданий.
Kitani had his stroke when he was chatting with Go. Kitani died 6 months after. [[SEP]] Kitani was subsequently noted as the most prolific teacher ever of future professional players.	Впоследствии Китани называли самым успешным учителем будущих профессиональных игроков.	Впоследствии Китани называли самой успешной учительницей будущих профессиональных игроков.
Again on Wright's report, Lowin is supposed to have originated the role of Bosola in The Duchess of Malfi, and he was probably also the original Flaminius in Philip Massinger's Believe as You List. [[SEP]] Lowin was the author of a single literary work (as far as is known), a brief pamphlet titled Conclusions upon Dances that was first printed in 1607.	Лоуин написал только одно произведение (насколько известно) — краткий памфлет под названием «Выводы о танцах», впервые напечатанный в 1607 году.	Лоуин написала только одно произведение (насколько известно) — краткий памфлет под названием «Выводы о танцах», впервые напечатанный в 1607 году.
In 1986, Nair rose to the post of Deputy Secretary at the Ministry of Trade and Industry where he was involved in the Uruguay Round of General Agreement on Tariffs and Trade (GATT) negotiations, as well as with the Association of Southeast Asian Nations (ASEAN). [[SEP]] From 1989 to 1997, Nair was Singapore's Deputy Secretary at the Ministry of Defence.	С 1989 по 1997 год Наир являлся заместителем секретаря Министерства обороны Сингапура.	С 1989 по 1997 год Наир являлась заместителем секретаря Министерства обороны Сингапура.
John Crosbie was seen as the dark horse of the race, with some of his delegates wearing buttons that had Clark and Mulroney as fighting hares, featuring Crosbie as a tortoise sneaking by. [[SEP]] Crosbie's personal popularity within the party attracted many talented advisors, and among the more creative moves was exploiting a loophole in the rules that student associations could have delegates by creating over 20 new student associations at Canadian universities and colleges.	Благодаря личной популярности Кросби в партии у него появилось много талантливых консультантов. Одним из наиболее креативных ходов было использование лазейки в правилах, согласно которым студенческие ассоциации могли иметь делегатов путем создания более 20 новых студенческих ассоциаций в канадских университетах и колледжах.	Благодаря личной популярности Кросби в партии у нее появилось много талантливых консультантов. Одним из наиболее креативных ходов было использование лазейки в правилах, согласно которым студенческие ассоциации могли иметь делегатов путем создания более 20 новых студенческих ассоциаций в канадских университетах и колледжах.
It was maintained that he appropriated the thoughts of his teacher Hasdai Crescas without giving him due credit. [[SEP]] Crescas having been Albo's teacher, the similarities are only such as might be reasonably expected in the writings of both teacher and student.	Учителем Альбо был Крескас, поэтому сходство здесь только такое, какое можно было бы вполне обоснованно ожидать в сочинениях учителя и ученика.	Учителем Альбо была Крескас, поэтому сходство здесь только такое, какое можно было бы вполне обоснованно ожидать в сочинениях учительницы и ученика.
His single Returner (Yami no Shūen), released on June 20, 2007, was his first and only single to reach the number one spot on the Oricon charts. [[SEP]] As a solo artist, Gackt has sold over 10 million records.	Будучи сольным исполнителем, Гакт продал более 10 миллионов дисков.	Будучи сольной исполнительницей, Гакт продала более 10 миллионов дисков.
Wiinblad illustrated the work of his fellow Dane, Hans Christian Andersen, when he took on the task of providing the artwork for The Swineherd(195 ) which won an award from the American Library Association. [[SEP]] Wiinblad was an important designer for the Rosenthal porcelain company.	Винблад был важным дизайнером фарфоровой компании Rosenthal.	Винблад была важным дизайнером фарфоровой компании Rosenthal.
A Complete Course of Lithography combined Senefelder's history of his own invention with a practical guide to lithography, and remained in print as recently as 1977 (Da Capo Press). [[SEP]] Unlike previous printmaking techniques, such as engraving, that required advanced craft skills, lithography facilitated greater accuracy and textural variety, because the artist could now draw directly onto the plate with familiar pens.	В отличие от предыдущих техник печатания, пример, гравирования, эта требовала продвинутых навыков мастера, литография способствовала большей точности и текстурной вариации, потому что художник теперь мог рисовать сразу на тарелке знакомыми ручками.	В отличие от предыдущих техник печатания, пример, гравирования, эта требовала продвинутых навыков мастера, литография способствовала большей точности и текстурной вариации, потому что художница теперь могла рисовать сразу на тарелке знакомыми ручками.
Charles E. Dvorak of the C.A.A. then demonstrated his class, and from the 11-foot mark he competed alone, the other four men being tied at that mark. [[SEP]] After retiring from athletic competition, Dvorak worked over the next 35 years as a lawyer, apple farmer, civil servant, athletic coach and teacher.	После ухода из спорта в течение следующих 35 лет Дворак работал юристом, фермером, государственным служащим, тренером по легкой атлетике и учителем.	После ухода из спорта в течение следующих 35 лет Дворак работала юристом, фермершей, государственной служащей, тренером по легкой атлетике и учительницей.
Hazlitt's fascination with the extremes of human capability in any field led to his writing The Fight (published in the February 1822 New Monthly Magazine). [[SEP]] This essay never appeared in the Table-Talk series or anywhere else in the author's lifetime.	При жизни писателя это эссе никогда не появлялось в сериях Table-Talk или где-либо еще.	При жизни писательницы это эссе никогда не появлялось в сериях Table-Talk или где-либо еще.
In 1994, he began his union career as a trainee organiser under the ACTU's Organising Works program at the Australian Workers' Union (AWU), before being elected Victorian state secretary in 1998. [[SEP]] Shorten was elected as the AWU's national secretary in 2001 and was re-elected in 2005.	В 2001 году Шортен был избран национальным секретарем AWU и в 2005 году переизбран.	В 2001 году Шортен была избрана национальным секретарем AWU и в 2005 году переизбрана.
District Court for the District of Nevada dismissed another False Claims Act case brought by another former employee of a Kaplan nationally accredited campus, Mr. Jajdelski, in its entirety and entered a final judgment in favor of Kaplan. [[SEP]] The claim found that Jajdelski had failed to present evidence the company received student aid funds for phantom students.	В заявлении говорится, что Яйдельски не смог предоставить доказательств того, что компания получила средства фонда помощи за несуществующих студентов.	В заявлении говорится, что Яйдельски не смогла предоставить доказательств того, что компания получила средства фонда помощи за несуществующих студентов.
He studied the writings of St Simon, from which he gained his first interest in communism, and had been converted to the extreme republican theories of which Giessen was a centre. [[SEP]] After some trouble with the authorities as a result of participating in student radicalism, Liebknecht decided to emigrate to the United States.	Неприятности с властями из-за участия в студенческих радикальных движениях привели к тому, что Либкнехт решил эмигрировать в США.	Неприятности с властями из-за участия в студенческих радикальных движениях привели к тому, что Либкнехт решила эмигрировать в США.
Apart from his parliamentary activities, Bellenger wrote a column for the Sunday Pictorial under the byline Voice of the Services. [[SEP]] When the Labour Party returned to government with a landslide at the 1945 general election, Bellenger was appointed Financial Secretary to the War Office.	Когда Лейбористкая партия вернулась в правительство с внушительным отрывом на всеобщих выборах 1945 года, Белленджер был назначен финансовым секретарем военного министерства.	Когда Лейбористкая партия вернулась в правительство с внушительным отрывом на всеобщих выборах 1945 года, Белленджер была назначена финансовым секретарем военного министерства.
However, after a fallout with Mountainview records in 1999, he started his own record label, DLC Records. [[SEP]] Cook recorded an album in character, Split Personality, based on the life and times of Mortermer Crabbottom growing up in fictional Crabbottom USA.	Кук записал альбом под названием Split Personality, основанный на жизни и приключениях Мортермера Крэбботтома, росшего в вымышленной им стране США.	Кук записала альбом под названием Split Personality, основанный на жизни и приключениях Мортермера Крэбботтома, росшего в вымышленной ею стране США.
According to al-Jawbari in his book Kashf al-Asrar (Unveiling the Secrets)members of the Haydariyya dervish order took Hashish before staging their performances of self-mutilation, in order to numb the pain. [[SEP]] The author was a conjuror whose writing was an exposé of not only magic tricks but also the 'dodges' of beggars and other 'low-life'.	Автор был иллюзионистом, в чьих произведениях разоблачались не только фокусы, но и «уловки» нищих и других «людей низкого пошиба».	Автор была иллюзионисткой, в чьих произведениях разоблачались не только фокусы, но и «уловки» нищих и других «людей низкого пошиба».
During the 1870s, several incidents made Alexander Stewart hostile towards Seligman, although the two men had served together on the board of the New York Railways Company, whose president was Judge Henry Hilton, a Tweed Ring associate. [[SEP]] The first incident involved Seligman's declining the post of Secretary of the Treasury.	Первый инцидент был связан с отклонением Селигманом поста Секретаря казначейства.	Первый инцидент был связан с отклонением Селигман поста Секретаря казначейства.
A video of a student from Duncanville, 18-year-old sophomore Jeff Bliss scolding his social studies/history teacher, went viral in May 2013, and was picked up by media. [[SEP]] CBS local news quoted the student:	В местных новостях CBS процитировали слова студента:	В местных новостях CBS процитировали слова студентки:
He soon made a career change to costume and wardrobe. [[SEP]] Plunkett's first credited work as a costume designer was the 1927 film Hard-Boiled Haggerty.	Первой известной работой Планкетта в качестве художника по костюмам стал фильм 1927 года «Круто сваренный Хаггерти».	Первой известной работой Планкетт в качестве художника по костюмам стал фильм 1927 года «Круто сваренный Хаггерти».
At the age of eighteen he was received into the Order of Preachers at Rome, and made his religious profession in 1852 and studied philosophy at the College of Saint Thomas, the future Pontifical University of Saint Thomas Aquinas, Angelicum. [[SEP]] From the beginning Zigliara was a student of uncommon brilliancy.	С самого начала Зильяра отличался необыкновенным талантом.	С самого начала Зильяра отличалась необыкновенным талантом.
