SRC	REF	WRONG-REF
[[SEP]] A surrogate's life may be very similar to that of the author.	La vida de un suplente puede ser muy parecida a la del autor.	La vida de un suplente puede ser muy parecida a la de la autora.
The artist currently lives and works in the outskirts of Cali, where he devotes his time both to the exploration of painting and artistic materials and techniques. [[SEP]] The artist's online magazine has been discontinued as of 2007.	La revista electrónica del artista dejó de publicarse en 2007.	La revista electrónica de la artista dejó de publicarse en 2007.
He quickly discerned the genius of George Eliot, forthwith accepting and publishing in his magazine the first instalment of her earliest fiction the 'Scenes of Clerical Life,' which had been sent to him without the name of the author, for whom thus early he predicted a great career as a novelist. [[SEP]] This commencement of a business connection was soon followed by a personal acquaintance between author and publisher, which ripened into intimacy.	Este inicio de una conexión de negocios fue sucedida pronto por un conocimiento personal entre el autor y el editor, que derivó en intimidad.	Este inicio de una conexión de negocios fue sucedida pronto por un conocimiento personal entre el autor y la editora, que derivó en intimidad.
As a result of his family's hunting activities, motifs of dissection started to appear in his works around 2011, with some aspects of it already evident in works from previous years. [[SEP]] The work Fur Skin Skeleton is considered the first to bare such style, according to the artist.	La obra Fur Skin Skeleton es considerada la primera en mostrar tal estilo, de acuerdo con el artista.	La obra Fur Skin Skeleton es considerada la primera en mostrar tal estilo, de acuerdo con la artista.
Corbetta was the most significant guitar composer of his day (Gaspar Sanz called him el mejor de todos, or the greatest of all) and one of the first to publish in the mixed style. [[SEP]] Corbetta was also influential as a teacher.	Corbetta también fue influyente como profesor.	Corbetta también fue influyente como profesora.
In the midst of it, Kōji temporarily loses his voice and is forced to go back to his brother and family. [[SEP]] Due to the manga artist's illness, the manga ended at volume 19 without a proper ending.	El manga acabó en el volumen 19 sin un final real debido a la enfermedad del artista.	El manga acabó en el volumen 19 sin un final real debido a la enfermedad de la artista.
Moberg himself was born on a farm just north-west of the town Emmaboda in 1898, where a monument stone now stands since 1970. [[SEP]] Nearby is also a small museum about the author.	Cerca también hay un pequeño museo sobre el autor.	Cerca también hay un pequeño museo sobre la autora.
In 1912 the novel Dry Valley (Суходол) came out, his second major piece of semi-autobiographical fiction, concerning the dire state of the Russian rural community. [[SEP]] Again it left the literary critics divided: social democrats praised its stark honesty, many others were appalled with the author's negativism.	De nuevo dejó a la crítica literaria dividida: los socialdemócratas alabaron su descarnada honestidad, muchos otros se horrorizaron con el negativismo del autor.	De nuevo dejó a la crítica literaria dividida: los socialdemócratas alabaron su descarnada honestidad, muchos otros se horrorizaron con el negativismo de la autora.
As part of the war effort Blickensderfer converted much of his factory to produce munitions for the war, including a machine gun belt feed for the French government and 50 caliber machine gun mounts for aircraft. [[SEP]] With the brilliant chief engineer and designer gone, the company could not continue, and the heirs sold the company in 1919.	Sin el brillante ingeniero en jefe y diseñador, la compañía no pudo continuar y sus herederos vendieron la compañía en 1919.	Sin la brillante ingeniera en jefe y diseñadora, la compañía no pudo continuar y sus herederos vendieron la compañía en 1919.
Reviewing X-Men: Evolution's third season, Filip Vukcevic of IGN was mixed in his analysis, deeming it inferior to X-Men: The Animated Series and concluding, Evolution ... will interest long-time X-fans, but the fluffy stories and underutilized character personalities ... will cause discerning viewers to zone out, suffering from its attempt to cram everyone in. [[SEP]] The author also panned the series' average voice acting, feeling that Magneto, Wolverine and Beast were miscast.	El autor también criticó la mediocre actuación vocal de la serie, sobre la que opinaba que los papeles de Magneto, Lobezno y Bestia eran inapropiados.	La autora también criticó la mediocre actuación vocal de la serie, sobre la que opinaba que los papeles de Magneto, Lobezno y Bestia eran inapropiados.
He is reputed to have led a secluded Islamic life as a marabout until his death on 14 October 2017 in Sévaré, aged 77. [[SEP]] It was met with wide critical acclaim, winning the Prix Renaudot that very year, the first African author to do so.	Fue recibido con una gran aclamación de la crítica y ganó el Prix Renaudot ese mismo año, el primer autor africano en conseguirlo.	Fue recibido con una gran aclamación de la crítica y ganó el Prix Renaudot ese mismo año, la primera autora africana en conseguirlo.
In a scene in the episode, Homer channels his anger into his art. [[SEP]] The scene is a reference to the 1959 comedy horror film A Bucket of Blood, in which an artist is screaming at a piece of clay to be a nose.	La escena es una referencia a la película de terror y comedia de 1959 A bucket of blood, en la que un artista le grita a un trozo de arcilla que sea una nariz.	La escena es una referencia a la película de terror y comedia de 1959 A bucket of blood, en la que una artista le grita a un trozo de arcilla que sea una nariz.
Slap-guitarist Miyavi, who has his roots in visual kei, has toured worldwide extensively since 2008, when his This Iz The Japanese Kabuki Rock Tour 2008 tour covered a distance of approximately 48,385 miles, equivalent to almost two trips around the world, and the majority of the concerts were sold out and covered extensively by media organizations. [[SEP]] It was the most successful international tour undertaken by a Japanese artist in history.	Fue el tour internacional más exitoso en la historia llevado a cabo por un artista Japonés.	Fue el tour internacional más exitoso en la historia llevado a cabo por una artista Japonesa.
The student confesses he does not know, with the ethical precept, answering with untruth, when one does not know the answer, is wrong. [[SEP]] The student asks sage Pippalada the same question.	El estudiante le hace la misma pregunta al sabio Pippalada.	La estudiante le hace la misma pregunta al sabio Pippalada.
Charles E. Dvorak of the C.A.A. then demonstrated his class, and from the 11-foot mark he competed alone, the other four men being tied at that mark. [[SEP]] After retiring from athletic competition, Dvorak worked over the next 35 years as a lawyer, apple farmer, civil servant, athletic coach and teacher.	Tras retirarse de las competiciones deportivas, Dvorak trabajó los siguientes 35 años como abogado, agricultor de manzanas, funcionario, entrenador deportivo y profesor.	Tras retirarse de las competiciones deportivas, Dvorak trabajó los siguientes 35 años como abogada, agricultora de manzanas, funcionaria, entrenadora deportivo y profesora.
As Professor of Painting at the Royal Academy he gave a memorable series of lectures to the students of the Schools, published as Six Lectures on Painting (1904) and Aims and Ideals in Art (1906). [[SEP]] Clausen was an official war artist during World War I.	Clausen fue un oficial artista de guerra durante la Primera Guerra Mundial.	Clausen fue una oficial artista de guerra durante la Primera Guerra Mundial.
In 1960, he married French-Canadian Janick Larouche, whom he met in a language class in Toronto, and with whom he had sons Pierre and Hans. [[SEP]] Professionally, Zündel worked as a graphic artist, photographer, photo retoucher, and printer.	Profesionalmente, Zündel trabajó como artista gráfico, fotógrafo, retocador fotográfico e impresor.	Profesionalmente, Zündel trabajó como artista gráfica, fotógrafa, retocadora fotográfica e impresora.
In 1851, he was elected a foreign member of the Royal Swedish Academy of Sciences. [[SEP]] This botanist is denoted by the author abbreviation Brongn.	Este botánico es denominado por la abreviatura del autor Brongn.	Esta botánica es denominada por la abreviatura del autor Brongn.
 [[SEP]] Cook was pressed into service as a player as a result of injuries.	A Cook las lesiones le obligaron a ser jugador.	A Cook las lesiones le obligaron a ser jugadora.
Another erotic novel attributed to him was The Exploits of a Young Don Juan (Les exploits d'un jeune Don Juan), in which the 15-year-old hero fathers three children with various members of his entourage, including his aunt. [[SEP]] Apollinaire's gift to Picasso of the original 1907 manuscript was one of the artist's most prized possessions.	Un regalo de Apollinaire a Picasso del manuscrito original de 1907 fue una de las posesiones más preciadas del artista.	Un regalo de Apollinaire a Picasso del manuscrito original de 1907 fue una de las posesiones más preciadas de la artista.
Outside of Social Security, he was involved in implementation of a federal and state civil service merit system and for a policy making federal grants proportional to per capita state income. [[SEP]] During World War Two, Altmeyer was the secretary of the War Manpower Commission.	Durante la Segunda Guerra Mundial, Altmeyer fue el secretario de Comisión Personal de Guerra.	Durante la Segunda Guerra Mundial, Altmeyer fue la secretaria de Comisión Personal de Guerra.
In 1866 he became an instructor in palaeontology at the University of Munich and at the same time taught Princess Theresa and Prince Arnulf of Bavaria. [[SEP]] Although an excellent teacher, and especially competent in practical work, Waagen, who was a most loyal Catholic, had little prospect of obtaining a professorship at the University of Munich.	Aunque era un excelente profesor y especialmente competente en los trabajos prácticos, Waagen, que era un católico muy fiel, tenía pocas posibilidades de obtener una cátedra en la Universidad de Munich.	Aunque era una excelente profesora y especialmente competente en los trabajos prácticos, Waagen, que era una católica muy fiel, tenía pocas posibilidades de obtener una cátedra en la Universidad de Munich.
If this was a court of law, there would have been nothing proven, Goldstone said, emphasizing that his conclusion that war crimes had been committed was always intended as conditional. [[SEP]] Nevertheless, the report itself is replete with bold and declarative legal conclusions seemingly at odds with the cautious and conditional explanations of its author.	Sin embargo, el informe está repleto de conclusiones legales atrevidas y declaratorias que aparentemente no concuerdan con las cuidadosas y condicionales explicaciones de su autor.	Sin embargo, el informe está repleto de conclusiones legales atrevidas y declaratorias que aparentemente no concuerdan con las cuidadosas y condicionales explicaciones de su autora.
As early as 1895 his famous Vie de Monsieur Quelconque and Vie de Madame Quelconque poked holes in the established understanding of the typical aspirations of the middle class in matters both public and private. [[SEP]] By 1900 most Parisians familiar with the local news weeklies were aware of the artist's work.	En 1900 la mayoría de parisinos familiarizados con los semanarios de noticias locales estaban al tanto del trabajo del artista.	En 1900 la mayoría de parisinos familiarizados con los semanarios de noticias locales estaban al tanto del trabajo de la artista.
Ørsted himself recounted how he influenced Zeise through conversations and encouraged him when he expressed the desire to take the university entrance examination (Examen artium). [[SEP]] Zeise became a university student in 1809.	Zeise se convirtió en un estudiante universitario en 1809.	Zeise se convirtió en una estudiante universitaria en 1809.
Among the authors whose works he has examined are Edward Said and Yvonne Vera. [[SEP]] Zeleza is the author of scores of articles and essays and more than two dozen books, including the following	Zeleza es el autor de decenas de artículos y ensayos, y más de dos docenas de libros, incluidos los siguientes	Zeleza es la autora de decenas de artículos y ensayos, y más de dos docenas de libros, incluidos los siguientes
He is also a fan of football and follows his hometown professional football team, FC Zenit Saint Petersburg. [[SEP]] Medvedev is an avid amateur photographer.	Medvedev es un ávido fotógrafo aficionado.	Medvedev es una ávida fotógrafa aficionada.
In 1849, he was appointed to a teaching post in Ajaccio (Corsica), then in 1853 moved on to the lycée in Avignon. [[SEP]] Fabre was a popular teacher, physicist, chemist and botanist.	Fabre fue un profesor, físico, químico y botánico popular.	Fabre fue una profesora, física, química y botánica popular.
He has two daughters and a son. [[SEP]] Vaiko is now the general secretary of the MDMK party.	Vaiko es ahora el secretario general del partido MDMK.	Vaiko es ahora la secretaria general del partido MDMK.
In 1930 he was promoted to Deputy Prosecutor in a local court in Brzeżany. [[SEP]] While Public Prosecutor, Lemkin was also secretary of the Committee on Codification of the Laws of the Republic of Poland, which codified the penal codes of Poland, and taught law at Tachkemoni College in Warsaw.	Mientras que el fiscal Lemkin también era secretario del Comité de Codificación de las Leyes de la República de Polonia, que codificaba los códigos penales de Polonia, y enseñaba leyes en el Colegio Tachkemoni en Varsovia.	Mientras que la fiscal Lemkin también era secretaria del Comité de Codificación de las Leyes de la República de Polonia, que codificaba los códigos penales de Polonia, y enseñaba leyes en el Colegio Tachkemoni en Varsovia.
The story of GPA's downfall is told by Christopher Brown, aviation lawyer and GPA Senior Vice-President, in his 2009 book Crash Landing – An Inside Account of the Fall of GPA. [[SEP]] It is based on a contemporaneous diary of events kept by the author from 1990 to 1996 while employed by GPA and subsequently GECAS.	Está basado en un diario de eventos de un contemporáneo guardado por el autor de 1990 a 1996 mientras era empleado por GPA y subsecuentemente GECAS.	Está basado en un diario de eventos de un contemporáneo guardado por la autora de 1990 a 1996 mientras esta empleada por GPA y subsecuentemente GECAS.
According to al-Jawbari in his book Kashf al-Asrar (Unveiling the Secrets)members of the Haydariyya dervish order took Hashish before staging their performances of self-mutilation, in order to numb the pain. [[SEP]] The author was a conjuror whose writing was an exposé of not only magic tricks but also the 'dodges' of beggars and other 'low-life'.	El autor era un hechicero cuya obra era una exposición no solo de trucos de magia, sino también de "artimañas" de mendigos y otra escoria.	La autora era una hechicera cuya obra era una exposición no solo de trucos de magia, sino también de "artimañas" de mendigos y otra escoria.
The Polish writer Bolesław Prus, for the sake of making a point, introduces into chapter 63 of his historical novel Pharaoh, set in the ancient Egypt of 1087–1085 BCE, a substance that behaves like gunpowder. [[SEP]] Another apparent anatopism introduced by the author (in chapter 45) is an object that resembles a telescope, that may also be an anachronism.	Otro aparente anatopismo introducido por el autor (en el capítulo 45) es un objeto que se parece a un telescopio, que también puede ser un anacronismo.	Otro aparente anatopismo introducido por la autora (en el capítulo 45) es un objeto que se parece a un telescopio, que también puede ser un anacronismo.
In 1957, he went to the United States to study at the University of California, Berkeley, and was a research assistant to Seymour Martin Lipset. [[SEP]] Etzioni is the author of over 30 books.	Etzioni es el autor de más de 30 libros.	Etzioni es la autora de más de 30 libros.
In 1993 Jungnickel joined Augsburg University where he occupies the chair for discrete mathematics, optimisation, and operations research. [[SEP]] A reviewer notes that The author does a beautiful job showing and developing the practical applicability of the fascinating area of finite field theory.	Un crítico señala que el autor hace un hermoso trabajo mostrando y desarrollando la aplicabilidad práctica de la fascinante área de la teoría de campos finitos.	Un crítico señala que la autora hace un hermoso trabajo mostrando y desarrollando la aplicabilidad práctica de la fascinante área de la teoría de campos finitos.
To cure the psychological maladjustment, [it's necessary] to catch him in his true state. [[SEP]] Blummer was surprised by these provisions, saying, I don't know of any time when such monitoring has been used on an artist.	Blummer se mostró sorprendido por estas disposiciones y dijo: «No conozco ninguna ocasión en la que se haya utilizado este tipo de vigilancia sobre un artista».	Blummer se mostró sorprendido por estas disposiciones y dijo: «No conozco ninguna ocasión en la que se haya utilizado este tipo de vigilancia sobre una artista».
Camejo was survived by his wife, Morella Camejo; stepdaughter Alexandra Baquero, stepson Victor Baquero, and brothers Antonio and Daniel Camejo and Danny Ratner. [[SEP]] Camejo is the author of The SRI Advantage: Why Socially Responsible Investing Has Outperformed Financially.	Camejo es el autor de "The SRI Advantage: Why Socially Responsible Investing Has Outperformed Financially".	Camejo es la autora de "The SRI Advantage: Why Socially Responsible Investing Has Outperformed Financially".
In 1916, Schulz Solari first signed his work Xul Solar,” ostensibly for the purposes to simplify the phonetics of his name, but an examination of the adopted name reveals that the first name is the reverse of lux,” which means light in Latin. [[SEP]] Combined with solar, the name reads as the light of the sun, and demonstrates the artist's affinity for the universal source of light and energy.	Combinado con solar, el nombre se lee como la luz del sol, y demuestra la afinidad del artista con la fuente universal de luz y energía.	Combinado con solar, el nombre se lee como la luz del sol, y demuestra la afinidad de la artista con la fuente universal de luz y energía.
French quoted Blavatsky as saying: No author in the world of literature ever gave a more truthful or more poetical description of these beings than Sir E. Bulwer-Lytton, the author of Zanoni. [[SEP]] This novel is especially important for followers of occultism because of the suspicion--actively fostered by its author--that the work is not a fictional account of a mythical fraternity, but an accurate depiction of a real brotherhood of immortals.	Esta novela es especialmente importante para los seguidores del ocultismo dada la sospecha, fomentada activamente por su autor, de que la obra no es un relato ficticio de una fraternidad mítica, sino una representación exacta de una hermandad real de inmortales.	Esta novela es especialmente importante para los seguidores del ocultismo dada la sospecha, fomentada activamente por su autora, de que la obra no es un relato ficticio de una fraternidad mítica, sino una representación exacta de una hermandad real de inmortales.
By chance, the original maker, now a grown man, is working there as a local guide and he also sees the newspaper. [[SEP]] Each movement of the canoe is celebrated by a short chapter, suitable for reading aloud to a child and decorated with black-and-white sketches and at least one full-page watercolor, all by the author.	Cada movimiento de la canoa se celebra con un pequeño capítulo, apropiado para leerlo en alto a un niño y decorado con bocetos en blanco y negro y al menos una página de acuarela, todo hecho por el autor.	Cada movimiento de la canoa se celebra con un pequeño capítulo, apropiado para leerlo en alto a un niño y decorado con bocetos en blanco y negro y al menos una página de acuarela, todo hecho por la autora.
He was elected Member of Parliament for Berwick-upon-Tweed in 1951 where he served until 1973. [[SEP]] Lambton was made a Parliamentary Under-Secretary of State for Defence (RAF) in 1970.	Lambton fue nombrado Subsecretario Parlamentario del Estado de Defensa (RAF) en 1970.	Lambton fue nombrada Subsecretaria Parlamentaria del Estado de Defensa (RAF) en 1970.
After his time at Yale, he went on a Grand Tour of Europe between 1832 and 1833. [[SEP]] Pell had a passion for agricultural pursuits, and was a familiar figure in agricultural clubs and conventions, as well as an author of many valuable papers on fruit-culture and kindred topics.	Pell era un apasionado de los logros agriculturales y era una persona conocida en clubs y convenciones de agricultura, así como autor de varios artículos sobre el cultivo de frutas y temas afines.	Pell era una apasionada de los logros agriculturales y era una persona conocida en clubs y convenciones de agricultura, así como autora de varios artículos sobre el cultivo de frutas y temas afines.
At the age of eighteen he was received into the Order of Preachers at Rome, and made his religious profession in 1852 and studied philosophy at the College of Saint Thomas, the future Pontifical University of Saint Thomas Aquinas, Angelicum. [[SEP]] From the beginning Zigliara was a student of uncommon brilliancy.	Desde el principio, Zigliara fue un estudiante de un brillo poco común.	Desde el principio, Zigliara fue una estudiante de un brillo poco común.
Carlucci is asked for input, and he mumbles that the US government does not involve itself in the internal affairs of other countries. [[SEP]] At the time, Carlucci was the second secretary of the US Embassy in Congo.	Entonces Carlucci era el segundo secretario de la Embajada de EE. UU. en el Congo.	Entonces Carlucci era la segunda secretaria de la Embajada de EE. UU. en el Congo.
Whittier was heavily influenced by the doctrines of his religion, particularly its stress on humanitarianism, compassion, and social responsibility. [[SEP]] Whittier was first introduced to poetry by a teacher.	Whittier fue introducido a la poesía por una maestra.	Whittier fue introducida a la poesía por una maestra.
As an infant Balzac was sent to a wet nurse; the following year he was joined by his sister Laure and they spent four years away from home. [[SEP]] When the Balzac children returned home, they were kept at a frosty distance from their parents, which affected the author-to-be significantly.	Cuando los niños Balzac regresaron a casa los mantuvieron a una distancia gélida de sus padres, lo que afectó al futuro autor de manera significativa.	Cuando los niños Balzac regresaron a casa los mantuvieron a una distancia gélida de sus padres, lo que afectó a la futura autora de manera significativa.
During the 1870s, several incidents made Alexander Stewart hostile towards Seligman, although the two men had served together on the board of the New York Railways Company, whose president was Judge Henry Hilton, a Tweed Ring associate. [[SEP]] The first incident involved Seligman's declining the post of Secretary of the Treasury.	El primer incidente implicó que Seligman declinara el puesto de Secretario del Tesoro.	El primer incidente implicó que Seligman declinara el puesto de Secretaria del Tesoro.
He appeared as such by his work in three volumes, published in 1835 with the title: Observations sur le projet de révision du Code pénal. [[SEP]] This work could not miss drawing the attention to its author.	Esta obra no dejaba de apuntar la atención a su autor.	Esta obra no dejaba de apuntar la atención a su autora.
