SRC	REF	WRONG-REF
Born in Port de Grave, Newfoundland (now Newfoundland and Labrador, Canada), he was the fourth of the seven children of Robert Prowse and Jane Woodley. [[SEP]] Prowse is the author of A History of Newfoundland which is considered one of the most complete and meticulous colonial history books in existence.	Prowse ist Autor von "Eine Geschichte Neufundlands", das als eines der vollständigsten und detailliertesten Bücher über Kolonialgeschichte gilt.	Prowse ist Autorin von "Eine Geschichte Neufundlands", das als eines der vollständigsten und detailliertesten Bücher über Kolonialgeschichte gilt.
He accompanied Friedman in his numerous tours of China, and was present when Friedman met with Chinese leader Zhao Ziyang to discuss economic reforms. [[SEP]] Cheung was also an avid photographer.	Cheung war auch ein eifriger Fotograf.	Cheung war auch eine eifrige Fotografin.
As an infant Balzac was sent to a wet nurse; the following year he was joined by his sister Laure and they spent four years away from home. [[SEP]] When the Balzac children returned home, they were kept at a frosty distance from their parents, which affected the author-to-be significantly.	Als die Kinder der Balzacs wieder nach Hause zurückkehrten, waren die Eltern unterkühlt und hielten die Kinder auf Abstand, was den angehenden Schriftsteller stark belastete.	Als die Kinder der Balzacs wieder nach Hause zurückkehrten, waren die Eltern unterkühlt und hielten die Kinder auf Abstand, was die angehende Schriftstellerin stark belastete.
Aside from his work as a musician, Mickelson has worked as a writer for Scream Magazine in addition to his work as a graphic designer. [[SEP]] Mickelson is the lead designer for Scream Magazine and the Inferno Metal Festival.	Mickelson ist Chefdesigner des Scream Magazine und des Inferno Metal Festivals.	Mickelson ist Chefdesignerin des Scream Magazine und des Inferno Metal Festivals.
Paul intervenes and overpowers him, but he wriggles free. [[SEP]] The librarian is then run over by a car in front of the library and apparently killed.	Der Bibliothekar wird dann vor der Bibliothek von einem Auto erfasst und offenbar getötet.	Die Bibliothekarin wird dann vor der Bibliothek von einem Auto erfasst und offenbar getötet.
At any rate, Philotas, the physician of Amphissa, used to tell my grandfather, Lamprias, that he was in Alexandria at the time, studying his profession, and that having got well acquainted with one of the royal cooks, he was easily persuaded by him (young man that he was) to take a view of the extravagant preparations for a royal supper. [[SEP]] But the cook burst out laughing and said: The guests are not many, only about twelve; but everything that is set before them must be at perfection, and this an instant of time reduces.	Aber der Koch brach in Gelächter aus und sagte: Es sind nicht viele Gäste, nur etwa zwölf, aber alles, was ihnen vorgesetzt wird, muss perfekt sein und das verkürzt die Zeit um einen Augenblick.	Aber die Köchin brach in Gelächter aus und sagte: Es sind nicht viele Gäste, nur etwa zwölf, aber alles, was ihnen vorgesetzt wird, muss perfekt sein und das verkürzt die Zeit um einen Augenblick.
Though baptised as Emilio Stanley by Italian missionaries in his youth, he has been known as Mwai Kibaki throughout his public life. [[SEP]] Kibaki turned out to be an exemplary student.	Kibaki erwies sich als vorbildlicher Schüler.	Kibaki erwies sich als vorbildliche Schülerin.
In the late 1980s and early 1990s, he turned from programming and application books to imaging technology, writing some of the very first books devoted to scanners (The Complete Scanner Handbook, Dow-Jones Irwin, 1990) and digital Photography (Digital Photography, MIS Press, 1995.) [[SEP]] While working full-time as an author, Busch continued to write articles and monthly columns for magazines such HomePC, Macworld, Internet World, NetGuide, Windows Magazine, Windows Sources, and many other publications.	Während seiner Vollzeittätigkeit als Autor schrieb Busch weiterhin Artikel und monatliche Kolumnen für Zeitschriften wie HomePC, Macworld, Internet World, NetGuide, Windows Magazine, Windows Sources and viele weitere.	Während ihrer Vollzeittätigkeit als Autorin schrieb Busch weiterhin Artikel und monatliche Kolumnen für Zeitschriften wie HomePC, Macworld, Internet World, NetGuide, Windows Magazine, Windows Sources and viele weitere.
He enjoyed the best goalscoring form of his career here, which earned him a move to English Premier League club Wolverhampton Wanderers in 2009, where he made just ten appearances before returning to Austria. [[SEP]] Maierhofer was initially trained as a restaurant specialist/cook.	Maierhofer machte zuerst eine Ausbildung zum Restaurantfachmann/Koch.	Maierhofer machte zuerst eine Ausbildung zum Restaurantfachfrau/Köchin.
By studying the histolotgic sections of the teeth of animals, he inspired a new discipline: the histo-physiology of teeth and surrounding structures. [[SEP]] Schour was an innovative teacher who ensured that dental professionals were kept abreast of non-dental research in the other sciences by founding the annual Midwest Seminar of Dental Medicine.	Schour war ein innovativer Lehrer, der dafür sorgte, dass Zehnmediziner über die zahnmedizinische Forschung hinaus in anderen Wissenschaften informiert blieben, indem er das jährliche Midwest Seminar of Dental Medicine ins Leben rief.	Schour war eine innovativer Lehrerin, die dafür sorgte, dass Zehnmediziner über die zahnmedizinische Forschung hinaus in anderen Wissenschaften informiert blieben, indem sie das jährliche Midwest Seminar of Dental Medicine ins Leben rief.
Durrio tried to help his poverty-stricken friend in Tahiti by promoting his oeuvre in Paris. [[SEP]] The 1906 exhibition of Gauguin's work left Picasso more than ever in this artist's thrall.	Die Ausstellung von Gauguins Werk im Jahr 1906 zog Picasso mehr denn je in den Bann dieses Künstlers.	Die Ausstellung von Gauguins Werk im Jahr 1906 zog Picasso mehr denn je in den Bann dieser Künstlerin.
He alternated the drawing of Nippur de Lagash with his creator, Lucho Olivera. [[SEP]] Mulko is the artist who has drawn more episodes of Nippur; more than 150 in two stages: between 1972 and 1976, and between 1988 and 1994.	Mulko ist der Künstler, der die meisten Szenen von Nippur gezeichnet hat, nämlich mehr als 150 in zwei Phasen: zwischen 1972 und 1976 und zwischen 1988 und 1994.	Mulko ist die Künstlerin, die die meisten Szenen von Nippur gezeichnet hat, nämlich mehr als 150 in zwei Phasen: zwischen 1972 und 1976 und zwischen 1988 und 1994.
In September that year, he was appointed a deputy secretary in the Department of Supply, rising to the rank of full secretary by 1945. [[SEP]] Patel became Home Secretary under Vallabhbhai Patel in 1946, serving till 1950.	Patel wurde 1946 unter Vallabhbhai Patel Innenminister und hatte das Amt bis 1950 inne.	Patel wurde 1946 unter Vallabhbhai Patel Innenministerin und hatte das Amt bis 1950 inne.
It finally leads him to union with Christ by exciting love for him as well as by pointing out the frailty of all creatures: It is necessary to leave the beloved thing for the beloved, because Jesus wishes to be loved above all things (Oportet dilectum propter dilectum relinquere, quia Jesus vult solus super omnia amari: II, xvii). [[SEP]] Though the book betrays that the author was well versed not only in Scholastic philosophy and theology, but also in the secrets of the mystical life, yet this fact never obtrudes itself on the reader, nor does it obscure the meaning of the contents.	Obwohl das Buch besagt, dass der Autor nicht nur in der schulischen Philosophie und Theologie, sondern auch in den Geheimnissen des mystischen Lebens bewandert war, drängt sich dies dem Leser nie auf, noch verzerrt sie den Sinn des Inhalts.	Obwohl das Buch besagt, dass die Autorin nicht nur in der schulischen Philosophie und Theologie, sondern auch in den Geheimnissen des mystischen Lebens bewandert war, drängt sich dies dem Leser nie auf, noch verzerrt sie den Sinn des Inhalts.
Since 1976, he has worked as a freelance writer. [[SEP]] Maar is the author of a large number of novels, short stories and plays.	Maar ist Autor zahlreicher Romane, Kurzgeschichten und Theaterstücke.	Maar ist Autorin zahlreicher Romane, Kurzgeschichten und Theaterstücke.
But Wilders did not want to cooperate, the Dutch right splintered, and Spruyt decided to end his brief political career after six months. [[SEP]] After leaving politics, Spruyt entered a life as an independent consultant, journalist, teacher, writer and speaker.	Nachdem er die Politik verließ, wurde Spruyt unabhängiger Berater, Journalist, Lehrer, Schriftsteller und Redner.	Nachdem sie die Politik verließ, wurde Spruyt unabhängige Beraterin, Journalistin, Lehrerin, Schriftstellerin und Rednerin.
He is reputed to have led a secluded Islamic life as a marabout until his death on 14 October 2017 in Sévaré, aged 77. [[SEP]] It was met with wide critical acclaim, winning the Prix Renaudot that very year, the first African author to do so.	Es wurde von Kritikern sehr gelobt und gewann im selben Jahr den Prix Renaudot, der damit erstmals einem afrikanischen Autor verliehen wurde.	Es wurde von Kritikern sehr gelobt und gewann im selben Jahr den Prix Renaudot, der damit erstmals einer afrikanischen Autorin verliehen wurde.
At the age of eighteen he was received into the Order of Preachers at Rome, and made his religious profession in 1852 and studied philosophy at the College of Saint Thomas, the future Pontifical University of Saint Thomas Aquinas, Angelicum. [[SEP]] From the beginning Zigliara was a student of uncommon brilliancy.	Von Beginn an war Zigliara ein Student von ungewöhnlicher Brillanz.	Von Beginn an war Zigliara eine Studentin von ungewöhnlicher Brillanz.
 [[SEP]] McKay was elected student body president in 1916.	McKay wurde 1906 zum Präsident der Studierendenschaft gewählt.	McKay wurde 1906 zur Präsidentin der Studierendenschaft gewählt.
Wiinblad illustrated the work of his fellow Dane, Hans Christian Andersen, when he took on the task of providing the artwork for The Swineherd(195 ) which won an award from the American Library Association. [[SEP]] Wiinblad was an important designer for the Rosenthal porcelain company.	Wiinbald war ein wichtiger Designer für das Porzellanunternehmen Rosenthal.	Wiinbald war eine wichtige Designerin für das Porzellanunternehmen Rosenthal.
Gemmell later said that his Managing Director had regarded it a poisonous attack on his integrity. [[SEP]] After the publication of Waylander, Gemmell became an author full-time, writing over thirty novels in total, some as part of long-running series, others as standalone works.	Nach der Veröffentlichung von Waylander, wurde Gemmell Vollzeit-Autor und schrieb insgesamt dreißig Romane, einige davon als Teile von längeren Serien, andere als Einzelwerke.	Nach der Veröffentlichung von Waylander, wurde Gemmell Vollzeit-Autorin und schrieb insgesamt dreißig Romane, einige davon als Teile von längeren Serien, andere als Einzelwerke.
In 1993 Jungnickel joined Augsburg University where he occupies the chair for discrete mathematics, optimisation, and operations research. [[SEP]] A reviewer notes that The author does a beautiful job showing and developing the practical applicability of the fascinating area of finite field theory.	Ein Rezensent stellt fest, das der Autor eine wunderbare Arbeit leistet indem er die praktische Anwendbarkeit des faszinierenden Gebiets der endlichen Feldtheorie zeigt und entwickelt.	Ein Rezensent stellt fest, das die Autorin eine wunderbare Arbeit leistet indem sie die praktische Anwendbarkeit des faszinierenden Gebiets der endlichen Feldtheorie zeigt und entwickelt.
He left his position for personal reasons and took several clerical and accounting jobs. [[SEP]] After briefly serving in law enforcement for the colonial government, Gizenga became a teacher at a secondary Catholic school.	Nach einem kurzen Dienst als Gesetzeshüter für die koloniale Regierung, wurde Gizenga Lehrer an einer katholischen Sekundarschule.	Nach einem kurzen Dienst als Gesetzeshüterin für die koloniale Regierung, wurde Gizenga Lehrerin an einer katholischen Sekundarschule.
He contacted Lawrence Weschler, a writer at The New Yorker, and helped organize Shapinsky's first one-man show, at London's Mayor Gallery. [[SEP]] As a result, Shapinsky became a 'revived artist' as an abstract impressionist.	Infolgedessen wurde Shapinsky als abstrakter Impressionist zu einem wiederbelebten Künstler.	Infolgedessen wurde Shapinsky als abstrakte Impressionistin zu einer wiederbelebten Künstlerin.
He moved to Sarajevo in September, 1909, and worked as a curator and later administrator at the National Museum of Bosnia and Herzegovina, this period started his intensive years of working. [[SEP]] Ćorović was also a secretary of the Serbian cultural society „Prosvjeta“ in Sarajevo and organizer of its annual publication (Calendar) of 1911.	Ćorović war auch Vorstandsmitglied in der serbischen Kulturgesellschaft "Prosvjeta" in Sarajevo und Verantwortlicher ihrer alljährlichen Publikation im Jahr 1911.	Ćorović war auch Vorstandsmitglied in der serbischen Kulturgesellschaft "Prosvjeta" in Sarajevo und Verantwortliche ihrer alljährlichen Publikation im Jahr 1911.
The author himself had no very high opinion of the work, remarking that he had written it chiefly for young students. [[SEP]] The Shulchan Aruch achieved its reputation and popularity not only against the wishes of the author, but, perhaps, through the very scholars who criticized it.	Der Shulchan Aruch wurde nicht nur entgegen den Willen des Verfasser, sondern vielleicht auch durch die Gelehrten, die ihn kritisierten, so bekannt und beliebt.	Der Shulchan Aruch wurde nicht nur entgegen den Willen der Verfasserin, sondern vielleicht auch durch die Gelehrten, die ihn kritisierten, so bekannt und beliebt.
Welles' main objection to the generally accepted translations of Nostradamus' quatrains (so called because Nostradamus organized all his works into a series of four lined prose, which were then collected into centuries, or groups of 100 such works) relates in part to the translation efforts. [[SEP]] While many skilled linguists have worked on the problem of translating the works of Nostradamus, all have struggled with the format the author used.	Viele erfahrene Sprachwissenschaftler haben sich mit dem Problem der Übersetzung der Werke von Nostradamus befasst, doch ihn allen bereitete das vom Autor verwendete Format.	Viele erfahrene Sprachwissenschaftler haben sich mit dem Problem der Übersetzung der Werke von Nostradamus befasst, doch ihn allen bereitete das von der Autorin verwendete Format.
Additionally, he served as a playoff reinforcement for the Pastora de Los Llanos and Cardenales de Lara, making him one of few players to wear all uniforms in the eight-team league. [[SEP]] Starting 2009, Álvarez engaged on a musical career as a reggaeton artist.	Seit 2009 verfolgt Álvarez eine Musikkarriere als Reggaton-Künstler.	Seit 2009 verfolgt Álvarez eine Musikkarriere als Reggaton-Künstlerin.
The year 1939 saw the publication of his best work, Matthĳs Maris: de tragiek van den droom ('The Tragedy of the Dream'), a biography of the painter Matthijs Maris, who was a brother of the Dutch artists Jacob and Willem Maris. [[SEP]] Two years later, Figuren en problemen der monumentale schilderkunst in Nederland ('Figures and Problems of Monumental Painting in the Netherlands') was published, again with designs by the author.	Zwei Jahre später erschien "Figuren en Problemen der monumentale schilderkunst in Nederland" (Figuren und Probleme der monumentale Malerei in den Niederlanden), erneut mit den Entwürfen des Autors.	Zwei Jahre später erschien "Figuren en Problemen der monumentale schilderkunst in Nederland" (Figuren und Probleme der monumentale Malerei in den Niederlanden), erneut mit den Entwürfen der Autorin.
During the 1870s, several incidents made Alexander Stewart hostile towards Seligman, although the two men had served together on the board of the New York Railways Company, whose president was Judge Henry Hilton, a Tweed Ring associate. [[SEP]] The first incident involved Seligman's declining the post of Secretary of the Treasury.	Der erste Vorfall war der Verzicht von Seligman auf das Amt des Finanzministers.	Der erste Vorfall war der Verzicht von Seligman auf das Amt der Finanzministerin.
Not only did he continuously treat new subjects, he is also known, upon popular demand, to have reworked at his Beyoğlu atelier some of his earlier studies of Damascus, Beirut and Egypt from sketches at hand, selling most of them to his Levantine clients. [[SEP]] During this formative period in the Turkish art of painting and its milieu, the artist was, therefore, far-removed from the new developments.	In dieser prägenden Zeit der türkischen Malerei und ihres Milieus war der Künstler also weit von den neuen Entwicklungen entfernt.	In dieser prägenden Zeit der türkischen Malerei und ihres Milieus war die Künstlerin also weit von den neuen Entwicklungen entfernt.
A third review, while not identifying any specific themes, said the author was layering his themes to make the book more exciting. [[SEP]] One of my goals as an author is to explore various aspects of human nature.	Eines meiner Ziele als Schriftsteller ist die Erkundung verschiedener Aspekte der menschlichen Natur.	Eines meiner Ziele als Schriftstellerin ist die Erkundung verschiedener Aspekte der menschlichen Natur.
It is his first non-fiction book. [[SEP]] The author notes in the foreword of the 1994 reprint of this book that medical practices (both the culture, technology and finances) have changed significantly since the book was written, but that the text was left as is to give us a more complete glimpse into the past.	Im Vorwort der 1994 erschienen Neuauflage dieses Buches weist der Autor darauf hin, dass sich die medizinischen Praktiken (sowohl in Bezug auf Kultur, Technologie und Geldmittel) seit der Fertigstellung des Buches erheblich verändert haben, dass der Text jedoch nicht abgeändert wurde, um einen genauen Einblick in die Vergangenheit zu geben.	Im Vorwort der 1994 erschienen Neuauflage dieses Buches weist die Autorin darauf hin, dass sich die medizinischen Praktiken (sowohl in Bezug auf Kultur, Technologie und Geldmittel) seit der Fertigstellung des Buches erheblich verändert haben, dass der Text jedoch nicht abgeändert wurde, um einen genauen Einblick in die Vergangenheit zu geben.
He continued to gain recognition as an applied artist due to his success at the Paris International Exhibit of the Decorative Arts in 1925. [[SEP]] After these wins, Brodovitch's career as an applied artist took off.	Nach diesen Auszeichnungen nahm Brodowitschs Karriere als angewandter Künstler Fahrt auf.	Nach diesen Auszeichnungen nahm Brodowitschs Karriere als angewandte Künstlerin Fahrt auf.
It was in these February 1858 speeches that Blackwell first argued that woman suffrage was politically expedient no matter a party's principles or goals: Enfranchising women, he said, would allow Republicans to more than double their influence toward abolishing slavery, the American Party to double the number of native-born voters, and Democrats to give votes to labor. [[SEP]] Blackwell served as secretary of this organization during its three-year existence.	Blackwell diente als Sekretär dieser Organisation, während ihres dreijährigen Bestehens.	Blackwell diente als Sekretärin dieser Organisation, während ihres dreijährigen Bestehens.
In 1996, Bowie reflected on his time with Tin Machine: For better or worse it helped me to pin down what I did and didn’t enjoy about being an artist. [[SEP]] It helped me, I feel, to recover as an artist.	Ich habe das Gefühl, es hat mir als Künstler geholfen wieder zu genesen.	Ich habe das Gefühl, es hat mir als Künstlerin geholfen wieder zu genesen.
His single Returner (Yami no Shūen), released on June 20, 2007, was his first and only single to reach the number one spot on the Oricon charts. [[SEP]] As a solo artist, Gackt has sold over 10 million records.	Gackt hat als Solokünstler mehr als 10 Millionen Tonträger verkauft.	Gackt hat als Solokünstlerin mehr als 10 Millionen Tonträger verkauft.
In 1912 the novel Dry Valley (Суходол) came out, his second major piece of semi-autobiographical fiction, concerning the dire state of the Russian rural community. [[SEP]] Again it left the literary critics divided: social democrats praised its stark honesty, many others were appalled with the author's negativism.	Wieder einmal spaltete dies die Literaturkritiker: Sozialdemokraten lobten seine große Ehrlichkeit, während andere von der Negativität des Autors abgestoßen waren.	Wieder einmal spaltete dies die Literaturkritiker: Sozialdemokraten lobten seine große Ehrlichkeit, während andere von der Negativität der Autorin abgestoßen waren.
Bates is a good and stylish writer; he has an ear for the pithy phrase, and reading him is generally a pleasure. [[SEP]] This book, based on original scholarship, vast knowledge of a rapidly changing global field, and the arcana of many loosely linked disciplines brings the skills and interests of its polymath author together for a supremely important purpose.	Dieses Buch, das auf ursprünglich wissenschaftlichen Erkenntnissen, umfangreichem Wissen über ein sich schnell änderndes globales Gebiet und den Geheimnissen von vielen grob damit verbundenen Disziplinen basiert, verknüpft die Kenntnisse und Interessen seines vielseitigen Autors für einen äußerst wichtigen Zweck zusammen.	Dieses Buch, das auf ursprünglich wissenschaftlichen Erkenntnissen, umfangreichem Wissen über ein sich schnell änderndes globales Gebiet und den Geheimnissen von vielen grob damit verbundenen Disziplinen basiert, verknüpft die Kenntnisse und Interessen seiner vielseitigen Autorin für einen äußerst wichtigen Zweck zusammen.
In 1851, he was elected a foreign member of the Royal Swedish Academy of Sciences. [[SEP]] This botanist is denoted by the author abbreviation Brongn.	Dieser Botaniker wird mit dem Autorenkürzel Brongn angegeben.	Diese Botanikerin wird mit dem Autorenkürzel Brongn angegeben.
He is now a choreographer and dancer, and he is a member of the dancing group Oyaji dancers, where oyaji is a faintly derogatory Japanese word literally meaning dad but also used for middle-aged men in general. [[SEP]] Suzuki made a brief appearance as a dancer in the video for the song O!	Suzuki hatte einen kurzen Auftritt als Tänzer im Video für den Song "O!".	Suzuki hatte einen kurzen Auftritt als Tänzerin im Video für den Song "O!".
A few days later, Dr. Van Ness explains the situation to the Secretary of Defense, informing him that, in spite of all the setbacks, the project is still on schedule, and that a working model of the space station is about to be launched into orbit. [[SEP]] The Secretary notes with satisfaction: Nothing will take us by surprise again!	Mit Genugtuung stellt der Minister fest: Uns überrascht nichts mehr!	Mit Genugtuung stellt die Ministerin fest: Uns überrascht nichts mehr!
He also directed numerous TV dramas as well as short films and documentaries. [[SEP]] The author of the awarded theatre play, Bashkeshortet and playwright of others staged in Kosovo.	Der Autor des preisgekrönten Theaterstücks Bashkeshortet und Verfasser weiterer Stücke, die im Kosovo aufgeführt wurden.	Die Autorin des preisgekrönten Theaterstücks Bashkeshortet und Verfasserin weiterer Stücke, die im Kosovo aufgeführt wurden.
His most influential work espoused the benefits of Moral and social hygiene examples in his books On the Degeneration of Men, its Sources and Prevention, and his System of Hygiene, 1870-71. [[SEP]] Reich was an early practitioner of sexology who attempted to address the question of nervousness and sexuality.	Reich war ein früher Vertreter der Sexualforschung, er versuchte, der Verbindung von Nervosität und Sexualität nachzugehen.	Reich war eine frühe Vertreterin der Sexualforschung, sie versuchte, der Verbindung von Nervosität und Sexualität nachzugehen.
He was a principal player in the coup against Khrushchev in October 1964, obviously influencing the KGB to support the conspirators. [[SEP]] Shelepin probably expected to become First Secretary and de facto leader of the USSR when Khrushchev was overthrown.	Als Chruschtschow gestürzt wurde, rechnete Shelepin wahrscheinlich damit, Erster Sekretär und de facto Regierungschef der UdSSR zu werden.	Als Chruschtschow gestürzt wurde, rechnete Shelepin wahrscheinlich damit, Erste Sekretärin und de facto Regierungschef der UdSSR zu werden.
Startide Rising is a 1983 science fiction novel by American writer David Brin, the second book of six set in his Uplift Universe (preceded by Sundiver and followed by The Uplift War). [[SEP]] It was revised by the author in 1993 to correct errors and omissions from the original edition.	Es wurde vom Autor 1993 überarbeitet, um Fehler und Auslassungen in der Original-Edition zu beheben.	Es wurde von der Autorin 1993 überarbeitet, um Fehler und Auslassungen in der Original-Edition zu beheben.
In his Reflection series, produced between 1988 and 1990, Lichtenstein reused his own motifs from previous works. [[SEP]] Interiors (1991–1992) is a series of works depicting banal domestic environments inspired by furniture ads the artist found in telephone books or on billboards.	Interiors (1991-1992) ist eine Reihe von Werken, die gewöhnliche häusliche Umgebungen darstellen. Sie wurden von Möbelwerbungen inspiriert, die der Künstler in Telefonbüchern und auf Reklametafeln gesehen hatte.	Interiors (1991-1992) ist eine Reihe von Werken, die gewöhnliche häusliche Umgebungen darstellen. Sie wurden von Möbelwerbungen inspiriert, die die Künstlerin in Telefonbüchern und auf Reklametafeln gesehen hatte.
He worked on the topic until 1889, the knowledge he gathered being evaluated as particularly important for the period. [[SEP]] A good painter and drawer, Kanitz was also the author of a number of black and white drawings related to the life in the Balkans.	Kanitz, ein guter Maler und Zeichner hat auch eine Reihe von Schwarz-Weiß-Zeichnungen über das Leben auf dem Balkan angefertigt.	Kanitz, eine gute Malerin und Zeichnerin hat auch eine Reihe von Schwarz-Weiß-Zeichnungen über das Leben auf dem Balkan angefertigt.
He is also a member of the group Dilated Peoples, as well as being one-half of Step Brothers with The Alchemist. [[SEP]] Before creating music, Perretta was a graffiti artist.	Bevor er Musik machte, war Perretta Graffittikünstler.	Bevor sie Musik machte, war Perretta Graffittikünstlerin.
In the ensuing months, he conceded parts of the allegations, telling Christianity Today that there had been only thirteen members of his coven, not 1,500 as originally claimed, and that of those thirteen, the whereabouts of five were unknown to him, while the other eight had since died. [[SEP]] Initially, Word Records stated that they would stand by their artist.	Ursprünglich erklärte World Records, dass sie zu ihrem Künstler stehen würden.	Ursprünglich erklärte World Records, dass sie zu ihrer Künstlerin stehen würden.
Thereafter he was an inmate at Brandenburg-Görden Prison in Brandenburg an der Havel until 1945. [[SEP]] From 1945 to 1946, Seibt was the first secretary of the Brandenburg district leadership and a member of the KPD Brandenburg state leadership.	Von 1945 bis 1946 war Seibt der erste Sekretär der Führung des brandenburgischen Bezirksabschnitts und Mitglied der Führung der KPD Brandenburg.	Von 1945 bis 1946 war Seibt die erste Sekretärin der Führung des brandenburgischen Bezirksabschnitts und Mitglied der Führung der KPD Brandenburg.
By chance, the original maker, now a grown man, is working there as a local guide and he also sees the newspaper. [[SEP]] Each movement of the canoe is celebrated by a short chapter, suitable for reading aloud to a child and decorated with black-and-white sketches and at least one full-page watercolor, all by the author.	Jeder Bewegung des Kanus ist ein kurzes Kapitel gewidmet, das für kindgerechtes Vorlesen geeignet ist. Die Kapitel sind mit Schwarzweiß-Skizzen und mindestens einem seitenfüllenden Aquarell verziert, die alle vom Verfasser stammen.	Jeder Bewegung des Kanus ist ein kurzes Kapitel gewidmet, das für kindgerechtes Vorlesen geeignet ist. Die Kapitel sind mit Schwarzweiß-Skizzen und mindestens einem seitenfüllenden Aquarell verziert, die alle von der Verfasserin stammen.
If this was a court of law, there would have been nothing proven, Goldstone said, emphasizing that his conclusion that war crimes had been committed was always intended as conditional. [[SEP]] Nevertheless, the report itself is replete with bold and declarative legal conclusions seemingly at odds with the cautious and conditional explanations of its author.	Der Bericht selbst ist jedoch voller gewagter, deklaratorischer rechtlicher Schlussfolgerungen, die in scheinbarem Widerspruch zu den vorsichtigen und vorbehaltlichen Erklärungen seines Verfassers stehen.	Der Bericht selbst ist jedoch voller gewagter, deklaratorischer rechtlicher Schlussfolgerungen, die in scheinbarem Widerspruch zu den vorsichtigen und vorbehaltlichen Erklärungen seiner Verfasserin stehen.
