SRC	REF	WRONG-REF
The anonymous author recounts the story of their bequest of the lands to the parish to support the annual dole, and goes on to say that despite the antiquity of the events described, he has no doubt as to their authenticity. [[SEP]] As with all accounts of the tradition prior to 1790 the author does not mention their alleged birth in 1100, or the name of Chulkhurst; these details first appeared in a broadside published in 1790.	Zoals in alle verslagen over de traditie van vóór 1790 vermeldt de schrijver hun veronderstelde geboorte in 1100 niet, noch de naam Chulkhurst; deze details verschenen voor het eerst in een krant die in 1790 werd gepubliceerd.	Zoals in alle verslagen over de traditie van vóór 1790 vermeldt de schrijfster hun veronderstelde geboorte in 1100 niet, noch de naam Chulkhurst; deze details verschenen voor het eerst in een krant die in 1790 werd gepubliceerd.
By incorporating living beings as subjects in his work, Greiner questions the idea of art as man-made. [[SEP]] Microorganisms make the outcome of the artwork unpredictable and this loss of control opposes the traditionally executive role of the artist.	Micro-organismen maken de uitkomst van het kunstwerk onvoorspelbaar en dit verlies van controle staat haaks op de traditioneel uitvoerende rol van de kunstenaar.	Micro-organismen maken de uitkomst van het kunstwerk onvoorspelbaar en dit verlies van controle staat haaks op de traditioneel uitvoerende rol van de kunstenares.
Other major works of that time include Boys at play, and, notably, Bathing of a Red Horse, (1912) his most iconic work - a symbol of the coming social changes. [[SEP]] The latter became an instant classic, and, in a sense, trademark for the artist.	Deze laatste werd meteen een klassieker en, op een bepaalde manier, een kenmerk van de kunstenaar.	Deze laatste werd meteen een klassieker en, op een bepaalde manier, een kenmerk van de kunstenares.
His first theatrical role was in a Hackensack High School production of West Side Story, which was well received and led him to roles in several other productions, though his drama teacher told him that he would never be a professional actor because his accent was too thick for American TV. [[SEP]] Bustamante focused on art and started working as a graphic designer.	Bustamante focuste zich op kunst en ging aan de slag als grafisch ontwerper.	Bustamante focuste zich op kunst en ging aan de slag als grafisch ontwerpster.
His most influential work espoused the benefits of Moral and social hygiene examples in his books On the Degeneration of Men, its Sources and Prevention, and his System of Hygiene, 1870-71. [[SEP]] Reich was an early practitioner of sexology who attempted to address the question of nervousness and sexuality.	Reich was ook een vroege beoefenaar van de seksuologie die het vraagstuk van nervositeit en seksualiteit trachtte aan te pakken.	Reich was ook een vroege beoefenaarster van de seksuologie die het vraagstuk van nervositeit en seksualiteit trachtte aan te pakken.
His death was published in notable media outlets and many designers went to celebrate his life online. [[SEP]] Courrèges was a designer who looked to the future.	Courrèges was een ontwerper die naar de toekomst keek.	Courrèges was een ontwerpster die naar de toekomst keek.
In Panorama Developments (Guildford) Limited v Fidelis Furnishing Fabrics Limited [1971] 2 QB 711, a company secretary fraudulently hired cars for his own use without the knowledge of the managing director. [[SEP]] A company secretary routinely enters into contracts in the company's name and has administrative responsibilities that would give apparent authority to hire cars.	Een bedrijfssecretaris sluit regelmatig contracten af in naam van het bedrijf en heeft administratieve verantwoordelijkheden waardoor hij kennelijk bevoegd is om auto's te huren.	Een bedrijfssecretaris sluit regelmatig contracten af in naam van het bedrijf en heeft administratieve verantwoordelijkheden waardoor zij kennelijk bevoegd is om auto's te huren.
In his free time he dated Ruth Kathmann, another student from Tulane, who was studying journalism at Columbia. [[SEP]] Toole was noted to be a talented dancer.	Toole scheen een getalenteerde danser te zijn.	Toole scheen een getalenteerde danseres te zijn.
According to al-Jawbari in his book Kashf al-Asrar (Unveiling the Secrets)members of the Haydariyya dervish order took Hashish before staging their performances of self-mutilation, in order to numb the pain. [[SEP]] The author was a conjuror whose writing was an exposé of not only magic tricks but also the 'dodges' of beggars and other 'low-life'.	De auteur was een bezweerder die niet alleen magische trucs maar ook de "uitvluchten" van bedelaars en andere schooiers aan de kaak stelde.	De auteur was een bezweerster die niet alleen magische trucs maar ook de "uitvluchten" van bedelaars en andere schooiers aan de kaak stelde.
He was educated at a local gymnasium and also in the Talmud and Torah at a Hebrew school, and in 1841 he entered the University of Vienna. [[SEP]] Edersheim emigrated to Hungary and became a teacher of languages.	Edersheim emigreerde naar Hongarije en werd taaldocent.	Edersheim emigreerde naar Hongarije en werd taaldocente.
Gemmell later said that his Managing Director had regarded it a poisonous attack on his integrity. [[SEP]] After the publication of Waylander, Gemmell became an author full-time, writing over thirty novels in total, some as part of long-running series, others as standalone works.	Na de publicatie van Waylander werd Gemmell voltijds schrijver en schreef in totaal meer dan dertig romans, sommige als deel van laglopende series, andere als op zichzelf staande werken.	Na de publicatie van Waylander werd Gemmell voltijds schrijfster en schreef in totaal meer dan dertig romans, sommige als deel van laglopende series, andere als op zichzelf staande werken.
Satyakama returns to his teacher with a thousand cows, and humbly learns the rest of the nature of Brahman. [[SEP]] The story is notable for declaring that the mark of a student of Brahman is not parentage, but honesty.	Het verhaal is opmerkelijk omdat het stelt dat het merk van een Brahman-student geen ouderschap is, maar eerlijkheid.	Het verhaal is opmerkelijk omdat het stelt dat het merk van een Brahman-studente geen ouderschap is, maar eerlijkheid.
His father, a genre painter, died when Fortuny was three years old and his mother, Cecilia, moved the family to Paris, France. [[SEP]] It was apparent at a young age that Fortuny was a gifted artist, showing a talent for painting as well as a passion for textiles.	Het was toen Fortuny nog jong was al duidelijk dat hij een getalenteerde kunstenaar was. Hij had een talent voor schilderen en een passie voor textiel.	Het was toen Fortuny nog jong was al duidelijk dat ze een getalenteerde kunstenares was. Ze had een talent voor schilderen en een passie voor textiel.
In India, he was active in the conversion movement of Dalits [[SEP]] Sangharakshita was often regarded as a controversial teacher.	Sangharakshita werd vaak gezien als een controversiële leraar.	Sangharakshita werd vaak gezien als een controversiële lerares.
The impresario would punish such outbursts by apologizing to the audience, pointing out that irritability was a consequence of fasting, and then trying to refute the hunger artist's boast that he could fast much longer than he was allowed by showing photographs (which were also for sale) of the hunger artist near death at the end of a previous fast. [[SEP]] The impresario's perversion of the truth further exasperated the hunger artist.	De perversie van de waarheid van de impresario irriteerde de hongerige kunstenaar nog meer.	De perversie van de waarheid van de impresario irriteerde de hongerige kunstenares nog meer.
Not only did he continuously treat new subjects, he is also known, upon popular demand, to have reworked at his Beyoğlu atelier some of his earlier studies of Damascus, Beirut and Egypt from sketches at hand, selling most of them to his Levantine clients. [[SEP]] During this formative period in the Turkish art of painting and its milieu, the artist was, therefore, far-removed from the new developments.	Daarom bevond de artiest zich tijdens deze vormingsperiode in het Turkse kunst- en schildermilieu ver weg van de nieuwe ontwikkelingen.	Daarom bevond de artieste zich tijdens deze vormingsperiode in het Turkse kunst- en schildermilieu ver weg van de nieuwe ontwikkelingen.
In the ensuing months, he conceded parts of the allegations, telling Christianity Today that there had been only thirteen members of his coven, not 1,500 as originally claimed, and that of those thirteen, the whereabouts of five were unknown to him, while the other eight had since died. [[SEP]] Initially, Word Records stated that they would stand by their artist.	Aanvankelijk verklaarde Word Records dat ze achter hun artiest stonden.	Aanvankelijk verklaarde Word Records dat ze achter hun artieste stonden.
Given the problems that Aspin encountered during his short term, most obviously the losses in Mogadishu, observers assumed that the president had asked him to step down. [[SEP]] The secretary's health problems may well have also been a factor.	De gezondheidsproblemen van de secretaris kunnen ook een reden zijn geweest.	De gezondheidsproblemen van de secretaresse kunnen ook een reden zijn geweest.
But Wilders did not want to cooperate, the Dutch right splintered, and Spruyt decided to end his brief political career after six months. [[SEP]] After leaving politics, Spruyt entered a life as an independent consultant, journalist, teacher, writer and speaker.	Na zijn vertrek uit de politiek begon Spruyt een leven als zelfstandig consultant, journalist, docent, schrijver en spreker.	Na haar vertrek uit de politiek begon Spruyt een leven als zelfstandig consultant, journalist, docente, schrijfster en spreekster.
In 2015, he moved to Kings Point on the South Coast NSW with wife Karen Boulden. [[SEP]] Hollingworth is primarily a painter and video artist.	Hollingworth is hoofdzakelijk een schilder en videokunstenaar.	Hollingworth is hoofdzakelijk een schilderes en videokunstenares.
“Dictators are stupid,” he noted, “They won’t necessarily read between the lines.” [[SEP]] As a young artist in Baghdad in the 1980s, Alfraji worked as an animator for children's television.	Als jonge kunstenaar in Bagdad in de jaren tachtig werkte Alfraji als animator voor de kindertelevisie.	Als jonge kunstenares in Bagdad in de jaren tachtig werkte Alfraji als animator voor de kindertelevisie.
In the midst of it, Kōji temporarily loses his voice and is forced to go back to his brother and family. [[SEP]] Due to the manga artist's illness, the manga ended at volume 19 without a proper ending.	Wegens ziekte van de manga-tekenaar eindigde de manga in volume 19 zonder een echt einde.	Wegens ziekte van de manga-tekenares eindigde de manga in volume 19 zonder een echt einde.
His illustrations for Leskov's stories The Darner and Lady Macbeth of the Mtsensk District were landmarks in the history of Russian book designing, so well did they correspond to the literary images. [[SEP]] The artist was also interested in designing stage scenery.	De kunstenaar wou ook podiumdecor ontwerpen.	De kunstenares wou ook podiumdecor ontwerpen.
Hemingway shows, through Jake's actions, his disapproval of the people who did not pay up. [[SEP]] As such, the author created an American hero who is impotent and powerless.	Zo schiep de schrijver een Amerikaanse held die impotent en machteloos is.	Zo schiep de schrijfster een Amerikaanse held die impotent en machteloos is.
In 1937 he moved to the Dublin North-West constituency and served there until 1954. [[SEP]] Prior to entering politics Breathnach was a teacher.	Voordat Breathnach de politieke wereld betrad, was hij leraar.	Voordat Breathnach de politieke wereld betrad, was ze lerares.
Seriously interested in joining pro sumo, Nakamura was interviewed at a number of stables before graduating, and upon finishing university, he joined Miyagino stable. [[SEP]] Nakamura became an attendant and apprentice to yokozuna Hakuhō.	Nakamura werd een begeleider en leerling van yokozuna Hakuhō.	Nakamura werd een begeleidster en leerlinge van yokozuna Hakuhō.
After arriving in Utah he settled in Farmington. [[SEP]] Besides working as a farmer and hauling logs, was also a school teacher.	Hij was niet alleen boer en vervoerde niet alleen boomstammen, maar hij was ook leraar.	Ze was niet alleen boerin en vervoerde niet alleen boomstammen, maar ze was ook lerares.
Though baptised as Emilio Stanley by Italian missionaries in his youth, he has been known as Mwai Kibaki throughout his public life. [[SEP]] Kibaki turned out to be an exemplary student.	Kibaki bleek een voorbeeldige student te zijn.	Kibaki bleek een voorbeeldige studente te zijn.
As early as 1895 his famous Vie de Monsieur Quelconque and Vie de Madame Quelconque poked holes in the established understanding of the typical aspirations of the middle class in matters both public and private. [[SEP]] By 1900 most Parisians familiar with the local news weeklies were aware of the artist's work.	Tegen 1900 waren de meeste Parijzenaars die de plaatselijke weekbladen kenden, op de hoogte van het werk van de artiest.	Tegen 1900 waren de meeste Parijzenaars die de plaatselijke weekbladen kenden, op de hoogte van het werk van de artieste.
In 1652, he married the impoverished but beautiful Françoise d'Aubigné, afterwards famous as Madame de Maintenon, second wife of Louis XIV. [[SEP]] Scarron was very prolific as an author.	Scarron was een zeer productieve schrijver.	Scarron was een zeer productieve schrijfster.
He acquired a 1908 baby grand piano, played Hammond, Farfisa, and Lowrey organs and used real percussion instruments. [[SEP]] Oldfield's previous works featured the artist playing a wide variety of instruments.	In Oldfields eerdere stukken bespeelde de artiest een grote verscheidenheid aan instrumenten.	In Oldfields eerdere stukken bespeelde de artieste een grote verscheidenheid aan instrumenten.
At the age of eighteen he was received into the Order of Preachers at Rome, and made his religious profession in 1852 and studied philosophy at the College of Saint Thomas, the future Pontifical University of Saint Thomas Aquinas, Angelicum. [[SEP]] From the beginning Zigliara was a student of uncommon brilliancy.	Van bij het begin was Zigliara een buitengewoon briljante student.	Van bij het begin was Zigliara een buitengewoon briljante studente.
In 1996, Bowie reflected on his time with Tin Machine: For better or worse it helped me to pin down what I did and didn’t enjoy about being an artist. [[SEP]] It helped me, I feel, to recover as an artist.	Ik heb de indruk dat het me heeft geholpen om me te herpakken als artiest.	Ik heb de indruk dat het me heeft geholpen om me te herpakken als artieste.
After leaving the band, he ran a whole food shop for about five years. [[SEP]] Cullimore went on to become a journalist and author of over 120 children's books.	Cullimore werd later journalist en auteur van meer dan 120 kinderboeken.	Cullimore werd later journaliste en auteur van meer dan 120 kinderboeken.
In 1964 he became the first Executive Director of (as it was then) the Union of Liberal and Progressive Synagogues, now known as Liberal Judaism. [[SEP]] Brichto was also a prolific author, having written extensively in the Jewish and national press.	Brichto was ook een veelschrijver die veelvuldig in de Joodse en nationale pers heeft geschreven.	Brichto was ook een veelschrijfster die veelvuldig in de Joodse en nationale pers heeft geschreven.
Because Kravitz was not wearing underpants, his genitals were briefly exposed to the audience. [[SEP]] As a designer, Kravitz launched a furniture collection in partnership with CB2 in 2015.	Als ontwerper bracht Kravitz in 2015 een meubelcollectie op de markt in samenwerking met CB2.	Als ontwerpster bracht Kravitz in 2015 een meubelcollectie op de markt in samenwerking met CB2.
He was a staunch defender of Captain Alfred Dreyfus, whom he considered an innocent man. [[SEP]] The artist's suspicions were substantiated after one of Dreyfus's accusers broke down under interrogation.	De verdenkingen van de kunstenaar werden bevestigd nadat één van de beschuldigers van Dreyfus instortte tijdens het verhoor.	De verdenkingen van de kunstenares werden bevestigd nadat één van de beschuldigers van Dreyfus instortte tijdens het verhoor.
In the 1950s, Mazniashvili's son, a World War II veteran of the Soviet army, submitted a request for a political rehabilitation of his father, but this was turned down by the authorities. [[SEP]] Maznashvili is the author of the popular Soldier’s Memoirs.	Maznashvili is de schrijver van de populaire Soldier's Memoirs.	Maznashvili is de schrijfster van de populaire Soldier's Memoirs.
His best known work is They Shoot Horses (2004) consisting of two videos each lasting seven hours and shown at the same time on different walls. [[SEP]] This is a record of a disco dance marathon staged by the artist with nine Palestinians in Ramallah.	Dit is een record van een discodansmarathon die door de artiest met negen Palestijnen in Ramallah is georganiseerd.	Dit is een record van een discodansmarathon die door de artieste met negen Palestijnen in Ramallah is georganiseerd.
Pronounced MacRorie, this student of a six-year undergraduate course (Medical school) incorporated every Celtic gene in existence into his personal appearance. [[SEP]] Following MacRuaraidh's adventures, we see the author's take on a student who clearly shouldn't have made it through medical school, but did.	Als je de avonturen van MacRuaraidh's leest, zie je het relaas van de auteur over een student die duidelijk niet had mogen slagen voor zijn opleiding geneeskunde maar toch zijn diploma haalde.	Als je de avonturen van MacRuaraidh's leest, zie je het relaas van de auteur over een studente die duidelijk niet had mogen slagen voor haar opleiding geneeskunde maar toch haar diploma haalde.
Later that day, UN and Brazilian officials said that he appeared to have shot himself in the head, several days after national elections had been postponed for a fourth time. [[SEP]] Bacellar was also a teacher of geography and of Brazilian Studies in military schools.	Bacellar was ook leraar aardrijkskunde en Braziliaanse studies aan militaire scholen.	Bacellar was ook lerares aardrijkskunde en Braziliaanse studies aan militaire scholen.
He then went to Sydney and then Melbourne holding exhibitions of his work, and died of cancer in Melbourne on 3 January 1939. [[SEP]] Evergood was a capable artist, who mostly painted landscapes in oil with affinities to the post impressionists.	Evergood was een bekwame artiest die affiniteit had met de postimpressionisten en vooral landschappen in olieverf schilderde.	Evergood was een bekwame artieste die affiniteit had met de postimpressionisten en vooral landschappen in olieverf schilderde.
But it is the potential insight into the sonnets' chronology, through the relationship of this to Time's pencil and my pupil pen, that is the focus of the debate: George Steevens regards the words as evidence Shakespeare wrote his sonnets as a youth; for T. W. [[SEP]] While in general terms Time is in this line a form of artist (rather than a destroyer, as elsewhere in the cycle), its exact function is unclear.	Hoewel tijd in deze zin over her algemeen een vorm van kunstenaar is (en geen verwoester, zoals elders in de cyclus), is de exacte functie hiervan niet duidelijk.	Hoewel tijd in deze zin over her algemeen een vorm van kunstenares is (en geen verwoester, zoals elders in de cyclus), is de exacte functie hiervan niet duidelijk.
Durrio tried to help his poverty-stricken friend in Tahiti by promoting his oeuvre in Paris. [[SEP]] The 1906 exhibition of Gauguin's work left Picasso more than ever in this artist's thrall.	De tentoonstelling van 1906 van Gauguins werk bracht Picasso meer dan ooit in de ban van deze kunstenaar.	De tentoonstelling van 1906 van Gauguins werk bracht Picasso meer dan ooit in de ban van deze kunstenares.
Outside of men's curling, Ramsfjell and his sister Maia represented Norway at the 2018 World Mixed Doubles Curling Championship. [[SEP]] As of 2019, Ramsfjell was a masters student in electrical engineering.	Vanaf 2019 was Ramsfjell een masterstudent elektrotechniek.	Vanaf 2019 was Ramsfjell een masterstudente elektrotechniek.
Fernando Virgili (Cerreto Sannita, 6 September 1913 – Naples, 2007), first Duke of Castelvenere, is an Italian professor, veteran and artist. [[SEP]] Virgili attended technical studies and engineering and was a self-taught artist.	Virgili volgde een technische opleiding en was een autodidact kunstenaar.	Virgili volgde een technische opleiding en was een autodidact kunstenares.
After the season, Zombo announced his retirement from the game. [[SEP]] Zombo is an accomplished artist who has worked on projects like the promotional issue of the City of Heroes comic book.	Zombo is een succesvolle kunstenaar en heeft aan verschillende projecten gewerkt, zoals de promotieuitgave van de strip City of Heroes.	Zombo is een succesvolle kunstenares en heeft aan verschillende projecten gewerkt, zoals de promotieuitgave van de strip City of Heroes.
He dissected and illustrated numerous creatures; his anatomical drawing of a sea urchin is the earlier extant depiction of an invertebrate and he found important anatomical similarities between dolphins, pigs and humans. [[SEP]] Rondelet was a popular and effective teacher and lecturer and was elected chancellor of Montpellier University in 1556.	Rondelet was een populaire en effectieve leraar en docent en werd in 1556 tot rector van de Universiteit van Montpellier gekozen.	Rondelet was een populaire en effectieve lerares en docente en werd in 1556 tot rectrix van de Universiteit van Montpellier gekozen.
At any rate, Philotas, the physician of Amphissa, used to tell my grandfather, Lamprias, that he was in Alexandria at the time, studying his profession, and that having got well acquainted with one of the royal cooks, he was easily persuaded by him (young man that he was) to take a view of the extravagant preparations for a royal supper. [[SEP]] But the cook burst out laughing and said: The guests are not many, only about twelve; but everything that is set before them must be at perfection, and this an instant of time reduces.	Maar de kok barstte in lachen uit en zei: er zijn niet veel gasten, slechts twaalf; maar alles wat hun wordt voorgezet moet perfect zijn en dit vermindert een ogenblik van tijd.	Maar de kokkin barstte in lachen uit en zei: er zijn niet veel gasten, slechts twaalf; maar alles wat hun wordt voorgezet moet perfect zijn en dit vermindert een ogenblik van tijd.
The artist currently lives and works in the outskirts of Cali, where he devotes his time both to the exploration of painting and artistic materials and techniques. [[SEP]] The artist's online magazine has been discontinued as of 2007.	Het online magazine van de kunstenaar bestaat sinds 2007 niet meer.	Het online magazine van de kunstenares bestaat sinds 2007 niet meer.
He soon made a career change to costume and wardrobe. [[SEP]] Plunkett's first credited work as a costume designer was the 1927 film Hard-Boiled Haggerty.	Plunkett's eerste gecrediteerde werk als kostuumontwerper was de film Hard-Boiled Haggerty uit 1927.	Plunkett's eerste gecrediteerde werk als kostuumontwerpster was de film Hard-Boiled Haggerty uit 1927.
Thereafter, in 1936, he joined the recording company His Master's Voice. [[SEP]] Coming back to Singapore in 1947, Zubir worked as a part-time photographer with the Utusan Melayu newspaper while composing and performing music and songs.	Teruggekeerd naar Singapore in 1947, werkte Zubir als part-time fotograaf bij de Utusan Melayu krant terwijl hij muziek en liedjes componeerde.	Teruggekeerd naar Singapore in 1947, werkte Zubir als part-time fotografe bij de Utusan Melayu krant terwijl zij muziek en liedjes componeerde.
When Birmelin retired in 1950, Buesgen was given Birmelin's post - a position he would hold for the remainder of his life. [[SEP]] Buesgen also actively worked as a piano, organ and voice teacher in Allentown, and served as organist and choirmaster for a number of local churches.	Buesgen was ook actief als piano-, orgel-, en zangleraar in Allentown en was organist en koorleider in een aantal plaatselijke kerken.	Buesgen was ook actief als piano-, orgel-, en zanglerares in Allentown en was organiste en koorleidster in een aantal plaatselijke kerken.
